x_last_hour,x_start_hour,predicted,mc_mean,mc_std,target,error_pct_baseline,error_pct_mcmean,p01,p05,p10,p50,p90,p95,p99,comp_bulk_rate,comp_pos_rate,comp_neg_rate,r_mean,r_abs_mean,batch_id,batch_cov90,batch_cov98
12.133331,30.23333,10.337173,37.236908,41.87208,22.220337,53.47877,67.5803,0.0,0.0,0.0,20.542084,96.80807,126.2665,186.53624,0.59529996,0.36479998,0.039899997,25.533783,31.890162,0,0.7307692170143127,0.8557692170143127
22.220337,31.272728,9.313644,36.323223,41.71985,24.25,61.593216,49.786488,0.0,0.0,0.0,19.6445,95.39212,126.93146,184.50351,0.5985,0.36249998,0.039,25.594397,31.824371,0,0.7307692170143127,0.8557692170143127
24.25,32.666664,6.716217,33.53637,40.337284,34.94915,80.78289,4.0423894,0.0,0.0,0.0,17.283371,90.22991,120.81072,177.48366,0.6016,0.3581,0.0403,25.05808,31.178656,0,0.7307692170143127,0.8557692170143127
34.94915,36.299995,4.736511,32.095512,40.86916,31.111107,84.7755,3.164161,0.0,0.0,0.0,14.896385,89.65251,119.72695,180.83356,0.60359997,0.35779998,0.038599998,25.31729,31.36203,0,0.7307692170143127,0.8557692170143127
31.111107,46.549995,2.647812,30.676825,40.395805,39.283333,93.259705,21.908804,0.0,0.0,0.0,13.338333,87.32626,116.04449,176.03902,0.59569997,0.366,0.0383,25.671469,31.577805,0,0.7307692170143127,0.8557692170143127
39.283333,42.033325,1.7017822,29.4636,39.537575,40.37288,95.784836,27.021303,0.0,0.0,0.0,12.334366,86.03524,116.24132,172.10912,0.6044,0.35979998,0.0358,25.242723,31.077093,0,0.7307692170143127,0.8557692170143127
40.37288,35.75862,5.2660065,32.714867,40.777943,34.68965,84.819664,5.6927204,0.0,0.0,0.0,15.43927,91.85726,121.67596,175.67863,0.60209996,0.36069998,0.0372,25.532328,31.493183,0,0.7307692170143127,0.8557692170143127
34.68965,35.85,13.621239,40.4709,42.040756,33.87931,59.79482,19.456095,0.0,0.0,3.2559738,24.253822,99.8008,130.9658,190.35233,0.5943,0.36679998,0.0389,25.862885,31.91705,0,0.7307692170143127,0.8557692170143127
33.87931,37.033333,22.158447,48.60211,42.56659,36.32203,38.99447,33.80891,0.0,3.9820557,11.534531,32.7256,108.295746,137.79492,196.50955,0.5913,0.3691,0.0396,25.89716,31.977367,0,0.7307692170143127,0.8557692170143127
36.32203,43.81035,30.945969,56.67561,42.30044,50.783325,39.062737,11.602794,0.0,12.77243,20.322052,41.119232,116.80119,146.64551,202.48544,0.59819996,0.363,0.038799997,25.479069,31.497887,0,0.7307692170143127,0.8557692170143127
50.783325,58.38333,36.751266,63.05176,42.97504,63.116665,41.772484,0.10283062,0.0,19.667404,26.579582,47.38385,124.79652,155.44594,209.49489,0.5988,0.36519998,0.036,26.15319,31.967762,0,0.7307692170143127,0.8557692170143127
63.116665,64.61666,31.970085,58.022423,42.87501,70.51666,54.663074,17.718138,0.0,13.93116,21.60482,42.53724,118.43856,148.21227,208.7958,0.597,0.3649,0.0381,25.81581,31.754059,0,0.7307692170143127,0.8557692170143127
70.51666,48.799995,19.96827,46.670578,42.1734,62.59322,68.09835,25.438286,0.0,1.7918777,9.253944,30.82116,107.24562,135.77058,190.7822,0.58779997,0.3707,0.0415,26.048521,32.195126,0,0.7307692170143127,0.8557692170143127
62.59322,37.566666,14.19062,41.02274,42.374695,45.766663,68.993546,10.365456,0.0,0.0,3.5667038,24.39553,101.76777,132.21162,188.2757,0.60069996,0.3629,0.036399998,25.939592,31.993036,0,0.7307692170143127,0.8557692170143127
45.766663,27.333328,11.79155,38.32206,41.54401,28.366661,58.43166,35.09542,0.0,0.0,1.0773484,21.986038,97.58473,128.36823,185.22351,0.6012,0.3604,0.038399998,25.403984,31.476494,0,0.7307692170143127,0.8557692170143127
28.366661,19.09999,16.452965,42.408413,41.947384,15.316658,7.4187646,176.87772,0.0,0.0,6.0877,26.5794,100.651215,132.63583,191.8055,0.6074,0.353,0.0396,25.177935,31.181812,0,0.7307692170143127,0.8557692170143127
15.316658,8.833328,5.1538086,32.96274,41.309128,10.21666,49.55486,222.63718,0.0,0.0,0.0,15.786392,90.63051,120.93284,183.22543,0.5961,0.3674,0.0365,25.878105,31.8296,0,0.7307692170143127,0.8557692170143127
10.21666,5.2999954,-3.8241196,25.945436,39.11421,4.533325,184.35574,472.32684,0.0,0.0,0.0,6.7430344,82.36359,111.962006,171.76625,0.5969,0.36569998,0.0374,25.585958,31.681149,0,0.7307692170143127,0.8557692170143127
4.533325,3.616661,-7.095131,23.384737,38.09744,2.9166565,343.26248,701.7652,0.0,0.0,0.0,3.064743,78.28384,107.98828,166.36244,0.602,0.35909998,0.0389,24.877026,31.263975,0,0.7307692170143127,0.8557692170143127
2.9166565,2.5333252,-7.1848907,23.688469,38.22328,2.0999985,442.1379,1028.0232,0.0,0.0,0.0,3.4476929,78.33477,107.106285,167.42953,0.5985,0.3633,0.0382,25.633419,31.455162,0,0.7307692170143127,0.8557692170143127
2.0999985,2.1333237,-6.050331,24.753357,39.189114,3.7166672,262.78915,566.0095,0.0,0.0,0.0,4.4064713,81.61841,110.5667,165.45235,0.5997,0.36159998,0.0387,25.77814,31.966192,0,0.7307692170143127,0.8557692170143127
3.7166672,2.1833344,-4.808487,25.130001,38.536716,2.5999985,284.94193,866.5391,0.0,0.0,0.0,5.8240967,80.06516,109.0747,165.69972,0.5995,0.36429998,0.036199998,25.566486,31.429243,0,0.7307692170143127,0.8557692170143127
2.5999985,5.4333267,-2.8648834,26.321981,38.91652,6.449997,144.41682,308.09293,0.0,0.0,0.0,7.860157,82.29881,110.008224,164.09843,0.5973,0.3665,0.036199998,25.412508,31.346481,0,0.7307692170143127,0.8557692170143127
6.449997,12.133331,-0.99765015,27.529774,39.300488,11.383324,108.76414,141.84302,0.0,0.0,0.0,9.196838,83.567505,112.89246,170.49704,0.6013,0.3595,0.0392,25.24941,31.286493,0,0.7307692170143127,0.8557692170143127
11.383324,22.220337,0.1953125,28.876669,40.55563,16.666664,98.828125,73.26004,0.0,0.0,0.0,10.361881,87.2497,116.968094,176.393,0.5988,0.3635,0.037699997,25.691269,31.768143,0,0.7307692170143127,0.8557692170143127
16.666664,24.25,3.1107101,31.055002,40.340305,27.0,88.47885,15.018527,0.0,0.0,0.0,13.743294,88.21665,117.01532,175.61922,0.5985,0.36389998,0.0376,25.68703,31.562439,0,0.7307692170143127,0.8557692170143127
27.0,34.94915,3.9781647,31.761934,40.83205,33.981133,88.29302,6.5306773,0.0,0.0,0.0,14.172653,90.861176,118.64141,181.41098,0.6003,0.3602,0.039499998,25.548712,31.744944,0,0.7307692170143127,0.8557692170143127
33.981133,31.111107,1.7474976,30.164137,40.72094,45.94915,96.19689,34.35322,0.0,0.0,0.0,12.380081,87.821655,120.27976,175.29196,0.5965,0.36569998,0.0378,25.814928,31.86065,0,0.7307692170143127,0.8557692170143127
45.94915,39.283333,1.4091263,29.41424,40.10089,57.499996,97.54935,48.844795,0.0,0.0,0.0,12.04171,85.801735,117.331375,174.62573,0.6027,0.359,0.0383,25.352276,31.322315,0,0.7307692170143127,0.8557692170143127
57.499996,40.37288,8.5840225,34.833366,40.07647,43.700005,80.35693,20.289787,0.0,0.0,0.0,18.710457,91.82383,120.88153,175.37297,0.6009,0.36249998,0.036599997,24.85018,30.81878,0,0.7307692170143127,0.8557692170143127
43.700005,34.68965,19.237122,45.3644,41.323597,35.799995,46.26502,26.716215,0.0,1.0635834,9.065437,30.071838,103.59683,132.42436,189.81665,0.59819996,0.3649,0.0369,25.503628,31.3681,0,0.7307692170143127,0.8557692170143127
35.799995,33.87931,32.59877,58.247303,42.74576,29.355927,11.04664,98.41753,0.0,14.425232,21.72374,42.80368,118.82953,147.3137,210.39742,0.5977,0.363,0.0393,25.436306,31.665283,0,0.7307692170143127,0.8557692170143127
29.355927,36.32203,48.17002,73.4607,42.10549,34.033325,41.537804,115.84932,5.9530387,29.996483,37.71717,58.89506,132.5549,162.55328,218.67621,0.60319996,0.35799998,0.038799997,25.230036,31.26239,0,0.7307692170143127,0.8557692170143127
34.033325,50.783325,57.744064,83.357025,43.42958,52.216667,10.585504,59.636818,16.482496,39.70514,47.291214,67.75807,143.2834,175.0929,234.1318,0.60719997,0.35459998,0.0382,25.604841,31.568155,0,0.7307692170143127,0.8557692170143127
52.216667,63.116665,60.97478,86.64176,43.448215,65.40678,6.776049,32.466034,20.10704,43.69611,50.783745,71.10121,145.9743,176.6266,241.10324,0.6031,0.3599,0.037,25.659937,31.496874,0,0.7307692170143127,0.8557692170143127
65.40678,70.51666,54.562424,80.20191,42.641018,70.51666,22.624779,13.734696,13.559337,37.283752,44.39074,65.12958,140.21501,169.91768,226.71407,0.6044,0.3599,0.0357,25.62014,31.376581,0,0.7307692170143127,0.8557692170143127
70.51666,62.59322,40.504448,66.633896,43.38649,70.416664,42.47889,5.3719788,0.0,22.465523,29.79026,51.0716,127.951355,158.27525,218.1306,0.6002,0.364,0.0358,26.032124,31.929878,0,0.7307692170143127,0.8557692170143127
70.416664,45.766663,26.945847,52.971848,42.24742,50.783325,46.93958,4.3095293,0.0,8.906921,16.774162,37.40265,113.078026,141.79105,200.16264,0.6002,0.3631,0.0367,25.671068,31.594814,0,0.7307692170143127,0.8557692170143127
50.783325,28.366661,19.39627,46.28398,42.52994,34.266663,43.39609,35.07,0.0,2.204361,8.682083,29.963425,107.29121,135.25214,194.94833,0.593,0.371,0.036,26.321115,32.18615,0,0.7307692170143127,0.8557692170143127
34.266663,15.316658,18.517616,44.49765,41.868835,18.683327,0.8869429,138.16771,0.0,0.34122467,7.8034286,28.69088,104.21269,131.93802,191.78049,0.6024,0.3572,0.0404,25.27871,31.485594,0,0.7307692170143127,0.8557692170143127
18.683327,10.21666,7.2064133,33.947212,41.33185,10.083328,28.531403,236.66673,0.0,0.0,0.0,16.849182,92.827545,123.589096,184.1688,0.6046,0.3565,0.0389,25.052021,31.257927,0,0.7307692170143127,0.8557692170143127
10.083328,4.533325,-1.7371826,27.43563,40.402637,5.7999954,129.95145,373.0285,0.0,0.0,0.0,8.71962,84.212036,115.951485,181.90022,0.6001,0.3622,0.037699997,25.706678,31.681456,0,0.7307692170143127,0.8557692170143127
5.7999954,2.9166565,-4.9221115,24.87948,38.831787,4.5,209.38025,452.87732,0.0,0.0,0.0,5.272377,80.192276,110.190895,169.68175,0.602,0.3602,0.0378,25.3055,31.297712,0,0.7307692170143127,0.8557692170143127
4.5,2.0999985,-7.1157074,23.64446,38.411182,2.649994,368.51788,792.24585,0.0,0.0,0.0,3.0787811,77.09573,107.417145,167.05634,0.6031,0.3588,0.0381,25.402555,31.443087,0,0.7307692170143127,0.8557692170143127
2.649994,3.7166672,-9.249779,22.646685,37.742924,2.300003,502.16376,884.63715,0.0,0.0,0.0,1.3828049,76.36262,105.48393,167.538,0.5969,0.3671,0.036,25.7716,31.542225,0,0.7307692170143127,0.8557692170143127
2.300003,2.5999985,-11.750465,21.59069,37.79916,2.2499924,622.2447,859.5895,0.0,0.0,0.0,0.0,74.668686,104.91834,164.69405,0.59929997,0.361,0.039699998,25.58863,31.890318,0,0.7307692170143127,0.8557692170143127
2.2499924,6.449997,-13.07177,20.452503,36.84256,9.683334,234.99243,111.21343,0.0,0.0,0.0,0.0,71.94466,102.63156,165.24272,0.6082,0.3527,0.0391,25.13371,31.305305,0,0.7307692170143127,0.8557692170143127
9.683334,11.383324,-12.502617,20.386084,36.556515,14.299995,187.43092,42.56007,0.0,0.0,0.0,0.0,71.40873,102.339554,159.11546,0.6124,0.3504,0.0372,24.839298,30.883852,0,0.7307692170143127,0.8557692170143127
14.299995,16.666664,-11.288399,21.671572,37.293076,20.649994,154.66539,4.9471097,0.0,0.0,0.0,0.0,75.35662,104.23194,159.28314,0.5962,0.3658,0.038,25.639936,31.71901,0,0.7307692170143127,0.8557692170143127
20.649994,27.0,-5.155182,24.837511,38.31556,47.533333,110.8454,47.74717,0.0,0.0,0.0,5.411972,80.49461,108.601776,165.74525,0.5991,0.3635,0.0374,25.506023,31.366186,0,0.7307692170143127,0.8557692170143127
47.533333,33.981133,0.59993744,29.795443,40.797512,49.966103,98.79931,40.368687,0.0,0.0,0.0,11.434654,89.13622,116.50031,179.5814,0.5933,0.37129998,0.0354,26.436243,32.240925,0,0.7307692170143127,0.8557692170143127
49.966103,45.94915,5.6824646,33.171646,41.35456,60.10909,90.54641,44.81426,0.0,0.0,0.0,15.808899,92.32777,121.67483,181.35463,0.6046,0.35639998,0.039,25.56288,31.725937,0,0.7307692170143127,0.8557692170143127
60.10909,57.499996,5.473625,32.615818,41.449398,104.25,94.74952,68.71385,0.0,0.0,0.0,15.6000595,90.94163,122.62025,181.20596,0.6074,0.3541,0.0385,25.2149,31.327005,0,0.7307692170143127,0.8557692170143127
104.25,43.700005,13.888557,39.8777,41.140705,70.299995,80.24387,43.27496,0.0,0.0,3.435707,24.048431,99.52739,128.0212,185.15132,0.60469997,0.3563,0.039,25.064209,31.063612,0,0.7307692170143127,0.8557692170143127
70.299995,35.799995,25.76242,51.90175,42.326977,53.75,52.069916,3.4386072,0.0,7.586029,15.048233,35.95691,110.91159,141.49075,199.91277,0.5922,0.3676,0.0402,25.720957,31.837168,0,0.7307692170143127,0.8557692170143127
53.75,29.355927,40.118446,65.82696,42.269707,52.966103,24.256374,24.281294,0.0,22.072792,29.665596,50.843487,124.51191,155.5675,212.71419,0.5961,0.3656,0.0383,25.568071,31.595201,0,0.7307692170143127,0.8557692170143127
52.966103,34.033325,63.697376,89.42848,43.385536,54.61667,16.626257,63.73844,22.052082,45.65845,53.33211,74.26453,151.77962,181.80344,242.90509,0.60469997,0.3581,0.0372,25.727753,31.688269,0,0.7307692170143127,0.8557692170143127
54.61667,52.216667,75.656876,100.96026,42.130756,85.51785,11.530899,18.057522,33.66437,57.483337,65.204025,86.28946,159.56529,188.91556,246.4774,0.594,0.36679998,0.0392,25.303381,31.30913,0,0.7307692170143127,0.8557692170143127
85.51785,65.40678,78.762314,104.782394,43.120266,124.76666,36.87231,16.017315,38.692654,61.483643,68.57127,89.60147,165.76843,195.41522,251.87086,0.5959,0.3672,0.0369,26.020086,31.810724,0,0.7307692170143127,0.8557692170143127
124.76666,70.51666,72.5679,97.52481,42.39287,127.63333,43.143456,23.589857,30.361391,54.528976,62.11505,82.60718,157.56364,185.52475,246.69308,0.6052,0.3568,0.038,24.95622,30.96955,0,0.7307692170143127,0.8557692170143127
127.63333,70.416664,59.253784,84.86574,43.216507,125.25,52.69159,32.242924,15.74958,40.80478,48.539597,69.458694,145.27884,176.72247,236.13084,0.59779996,0.3622,0.04,25.60502,31.797281,0,0.7307692170143127,0.8557692170143127
125.25,50.783325,42.87639,68.07869,42.066826,97.399994,55.97907,30.104012,1.7076724,25.559713,32.1622,53.070877,126.86205,155.43494,215.94502,0.60249996,0.3602,0.037299998,25.115894,31.15778,0,0.7307692170143127,0.8557692170143127
97.399994,34.266663,34.535362,60.754494,42.815544,51.88333,33.436497,17.09829,0.0,17.256691,24.170097,44.992165,122.5842,153.49062,206.06009,0.6016,0.36389998,0.0345,26.044619,31.85175,0,0.7307692170143127,0.8557692170143127
51.88333,18.683327,24.682137,51.040188,42.902008,23.25,6.159727,119.52769,0.0,6.5085983,14.316872,35.31472,113.02711,143.75233,200.88986,0.601,0.35889998,0.0401,25.906721,31.969545,0,0.7307692170143127,0.8557692170143127
23.25,10.083328,13.64444,39.669518,40.947495,16.48333,17.222795,140.66447,0.0,0.0,3.2791748,23.838928,97.05689,126.43856,183.67616,0.6016,0.362,0.036399998,25.09624,31.02253,0,0.7307692170143127,0.8557692170143127
16.48333,5.7999954,13.13858,39.140007,41.5979,7.416664,77.14946,427.73062,0.0,0.0,2.5146637,23.281734,98.463936,126.82857,185.46432,0.6087,0.3536,0.037699997,25.000862,31.05159,0,0.7307692170143127,0.8557692170143127
7.416664,4.5,12.043861,38.274338,41.189457,4.75,153.55498,705.7756,0.0,0.0,1.1688309,22.500664,96.09897,126.6511,187.59119,0.5981,0.3612,0.0407,25.054567,31.37713,0,0.7307692170143127,0.8557692170143127
4.75,2.649994,3.7356186,30.557625,40.445297,3.7999954,1.6941292,704.149,0.0,0.0,0.0,13.5640335,87.19903,116.818886,181.82965,0.60719997,0.3502,0.0426,24.448051,30.91613,0,0.7307692170143127,0.8557692170143127
3.7999954,2.300003,-3.923851,26.657368,40.172897,2.8166656,239.30838,846.41583,0.0,0.0,0.0,6.929039,85.61919,115.654785,173.23865,0.59389997,0.3682,0.0379,26.538864,32.357925,0,0.7307692170143127,0.8557692170143127
2.8166656,2.2499924,-4.6435547,26.111826,39.542248,3.2333298,243.61525,707.5831,0.0,0.0,0.0,6.2093353,82.42121,112.16633,170.21709,0.5926,0.37129998,0.0361,26.475006,32.295662,0,0.7307692170143127,0.8557692170143127
3.2333298,9.683334,-1.2528381,27.532827,39.69206,10.283333,112.18319,167.74225,0.0,0.0,0.0,8.873596,85.50882,114.52311,169.28284,0.601,0.3592,0.0398,25.37834,31.517893,0,0.7307692170143127,0.8557692170143127
10.283333,14.299995,1.973259,30.119926,40.52135,12.849998,84.6439,134.39633,0.0,0.0,0.0,12.819283,87.10311,117.78222,178.8792,0.5955,0.36659998,0.0379,25.592724,31.624249,0,0.7307692170143127,0.8557692170143127
12.849998,20.649994,22.125,48.724194,43.01229,16.866669,31.175873,188.87859,0.0,3.9514618,11.759735,32.298264,110.01597,140.23961,198.26395,0.5976,0.3628,0.0396,26.072834,32.162174,0,0.7307692170143127,0.8557692170143127
16.866669,47.533333,39.19786,64.55254,42.514347,23.649994,65.74152,172.94952,0.0,21.024323,28.74501,49.654663,124.13414,154.77484,213.57344,0.6019,0.359,0.0391,25.236422,31.347246,0,0.7307692170143127,0.8557692170143127
23.649994,49.966103,72.11719,98.20675,42.995445,35.18519,104.96462,179.11389,30.095478,53.94365,61.92615,82.954124,159.22235,186.08879,247.97636,0.5938,0.3689,0.037299998,26.08908,31.946762,0,0.7307692170143127,0.8557692170143127
35.18519,60.10909,94.69122,120.14921,42.691936,40.881355,131.62447,193.89732,52.87627,77.60736,84.51954,105.25838,180.54903,208.99387,267.05258,0.6059,0.3601,0.033999998,25.457973,31.245193,0,0.7307692170143127,0.8557692170143127
40.881355,104.25,102.43696,127.94991,42.98388,49.73333,105.97246,157.27196,60.946304,84.26342,91.98411,113.06954,189.16766,219.49066,277.83768,0.6028,0.3581,0.0391,25.512955,31.528574,0,0.7307692170143127,0.8557692170143127
49.73333,70.299995,74.210236,99.82641,42.896732,44.783333,65.709496,122.90974,33.49926,57.01399,64.047714,84.93527,159.50694,189.81853,250.5641,0.6002,0.3629,0.0369,25.616173,31.428719,0,0.7307692170143127,0.8557692170143127
44.783333,53.75,79.24256,104.59701,42.680016,34.98333,126.51521,198.991,39.56167,61.96389,68.52837,89.875145,165.21269,194.62267,251.60841,0.60139996,0.3619,0.0367,25.354433,31.282234,0,0.7307692170143127,0.8557692170143127
34.98333,52.966103,93.23384,118.5093,42.18218,36.677963,154.1958,223.10765,52.712276,75.194916,83.24513,103.92436,177.05736,207.82764,266.4135,0.60499996,0.3568,0.0382,25.275455,31.099146,0,0.7307692170143127,0.8557692170143127
36.677963,54.61667,127.9918,153.26817,42.82566,56.48333,126.60101,171.35117,84.93001,109.81826,117.27747,138.11823,212.71614,242.73709,299.25787,0.5992,0.3613,0.039499998,25.276382,31.41265,0,0.7307692170143127,0.8557692170143127
56.48333,85.51785,148.9684,174.95435,42.64992,76.35,95.11251,129.1478,108.97143,131.77649,138.60313,159.82129,235.84792,265.67285,319.35104,0.6013,0.36409998,0.0346,25.985933,31.721222,0,0.7307692170143127,0.8557692170143127
76.35,124.76666,157.88666,183.53801,42.471287,105.33333,49.892406,74.24495,116.746475,140.60799,147.4338,168.48653,243.5166,272.08286,329.2518,0.5951,0.3676,0.037299998,25.651352,31.633598,0,0.7307692170143127,0.8557692170143127
105.33333,127.63333,150.62982,175.68788,42.28252,114.799995,31.210651,53.038227,108.69134,133.35115,140.0059,160.96068,233.53804,264.2282,323.64673,0.6037,0.3602,0.0361,25.058075,31.079487,0,0.7307692170143127,0.8557692170143127
114.799995,125.25,126.78774,152.9003,43.26208,122.066666,3.8676217,25.259668,85.243484,108.74882,116.42248,137.4493,213.38626,245.60362,300.04178,0.5967,0.3651,0.0382,26.112572,31.987843,0,0.7307692170143127,0.8557692170143127
122.066666,97.399994,87.818565,112.90232,42.044434,107.0,17.926575,5.5161877,48.458916,70.539894,77.365715,98.023476,171.5146,201.2281,258.82858,0.6026,0.36139998,0.036,25.083754,31.017946,0,0.7307692170143127,0.8557692170143127
107.0,51.88333,54.3667,79.78917,42.332527,79.830505,31.897339,0.051779777,13.113276,36.190308,44.001434,64.57161,140.33792,169.35536,222.19232,0.5994,0.3617,0.0389,25.408972,31.342253,0,0.7307692170143127,0.8557692170143127
79.830505,23.25,38.75624,64.43367,42.87261,38.33333,1.1032504,68.08786,0.0,20.582703,27.88121,49.213043,125.205025,157.5648,211.33862,0.59959996,0.3631,0.037299998,25.57482,31.646025,0,0.7307692170143127,0.8557692170143127
38.33333,16.48333,36.00138,61.909622,42.85982,28.799995,25.004816,114.964,0.0,17.962456,25.636116,46.60125,121.962364,151.71313,211.82716,0.6004,0.3626,0.037,25.732172,31.730955,0,0.7307692170143127,0.8557692170143127
28.799995,7.416664,33.859947,59.946987,43.341812,13.4166565,152.37247,346.81018,0.0,16.581276,23.145622,44.190804,120.68634,149.538,213.28009,0.59999996,0.3627,0.037299998,25.880295,31.953547,0,0.7307692170143127,0.8557692170143127
13.4166565,4.75,31.482956,57.26706,42.406616,9.333328,237.31757,513.576,0.0,14.204285,21.311272,42.05011,115.927414,148.55382,206.26678,0.60289997,0.36139998,0.0357,25.5261,31.369371,0,0.7307692170143127,0.8557692170143127
9.333328,3.7999954,31.01976,56.323025,42.84368,5.1333313,504.28128,997.2022,0.0,12.846222,20.283424,40.67736,116.58613,146.90033,205.97284,0.6048,0.3554,0.0398,25.032742,31.300758,0,0.7307692170143127,0.8557692170143127
5.1333313,2.8166656,27.427574,53.236485,42.39082,3.9666672,591.45135,1242.0961,0.0,10.148903,17.06231,37.55401,113.47475,144.18114,199.9029,0.6046,0.3593,0.0361,25.439522,31.44558,0,0.7307692170143127,0.8557692170143127
3.9666672,3.2333298,21.825851,48.65722,42.870987,5.6999893,282.9104,753.637,0.0,4.54718,11.66333,32.67874,110.39803,140.08199,196.60632,0.59419996,0.36789998,0.0379,26.343637,32.131184,0,0.7307692170143127,0.8557692170143127
5.6999893,10.283333,16.814056,43.04401,42.055004,10.383324,61.93328,314.54944,0.0,0.0,6.099869,26.98732,102.820786,133.07861,189.42592,0.6053,0.3584,0.0363,25.53502,31.529837,0,0.7307692170143127,0.8557692170143127
10.383324,12.849998,10.223152,37.446087,42.144054,28.400002,64.00298,31.852413,0.0,0.0,0.0,20.948193,97.130775,127.09033,191.53586,0.5895,0.36969998,0.040799998,25.85897,32.115826,0,0.7307692170143127,0.8557692170143127
28.400002,16.866669,3.5276108,31.754206,40.601105,46.199997,92.36448,31.26795,0.0,0.0,0.0,14.385422,89.1468,118.20134,179.7897,0.59029996,0.37219998,0.037499998,26.068645,31.891212,0,0.7307692170143127,0.8557692170143127
46.199997,23.649994,-1.4002609,27.904806,40.116676,47.872726,102.924965,41.71043,0.0,0.0,0.0,9.3247795,85.42563,114.034485,173.61467,0.6005,0.3653,0.034199998,26.097118,31.772552,0,0.7307692170143127,0.8557692170143127
47.872726,35.18519,-9.627281,22.236473,37.807644,55.416664,117.372536,59.874035,0.0,0.0,0.0,0.5325928,76.84782,106.24463,159.8278,0.6042,0.3599,0.0359,25.324234,31.348892,0,0.7307692170143127,0.8557692170143127
55.416664,40.881355,7.2763977,34.059925,40.672157,56.43103,87.10568,39.64327,0.0,0.0,0.0,17.359253,92.05858,121.32921,179.79707,0.6038,0.359,0.0372,25.186586,31.127762,0,0.7307692170143127,0.8557692170143127
56.43103,49.73333,41.764748,66.73716,41.828465,62.516663,33.194214,6.7509956,0.34249032,23.725822,31.05056,51.93801,124.81359,154.18199,213.37305,0.6031,0.3595,0.0374,24.877104,30.869719,0,0.7307692170143127,0.8557692170143127
62.516663,44.783333,79.33855,104.96307,43.708366,67.01666,18.3863,56.62235,37.398357,62.059875,68.62422,89.481705,166.51642,198.88298,257.1439,0.6045,0.3585,0.037,25.624527,31.752424,0,0.7307692170143127,0.8557692170143127
67.01666,34.98333,86.83238,112.894424,42.96075,62.666664,38.562317,80.15068,44.476402,69.64047,76.6607,97.6671,172.90427,202.44733,261.50803,0.59139997,0.3705,0.0381,26.062035,31.96341,0,0.7307692170143127,0.8557692170143127
62.666664,36.677963,117.0959,143.40997,43.976654,58.94915,98.638824,143.27742,78.6518,99.81723,106.64305,127.93062,204.71695,234.57776,297.9088,0.6005,0.3644,0.035099998,26.314074,32.158348,0,0.7307692170143127,0.8557692170143127
58.94915,56.48333,158.16621,183.59473,42.63218,64.77586,144.1746,183.43077,116.99006,140.12729,147.5423,168.33948,243.23895,272.66354,328.92676,0.6002,0.36159998,0.0382,25.428524,31.406336,0,0.7307692170143127,0.8557692170143127
64.77586,76.35,160.00104,185.82617,42.829536,63.933334,150.26231,190.65616,119.430885,142.80913,149.97974,170.85393,245.44786,275.76343,335.37366,0.5984,0.3651,0.0365,25.825134,31.544462,0,0.7307692170143127,0.8557692170143127
63.933334,105.33333,153.97768,179.36693,42.955505,67.899994,126.77127,164.16339,111.72278,136.699,143.35376,164.13754,240.57793,270.27753,327.7375,0.6059,0.35639998,0.037699997,25.389261,31.354637,0,0.7307692170143127,0.8557692170143127
67.899994,114.799995,150.99101,176.6899,43.1261,76.86667,96.432365,129.86543,109.78612,131.77031,140.27669,161.44781,238.36084,267.72284,323.26218,0.5938,0.3651,0.0411,25.698885,31.932186,0,0.7307692170143127,0.8557692170143127
76.86667,122.066666,141.07196,166.49695,42.32766,82.75,70.479706,101.20477,99.04293,123.79329,130.90944,151.27687,225.36938,254.20749,312.34247,0.59889996,0.36479998,0.0363,25.42499,31.391361,0,0.7307692170143127,0.8557692170143127
82.75,107.0,105.37121,130.65778,42.95777,91.48333,15.180776,42.821404,63.483856,86.150505,94.49618,115.51436,190.98596,220.02689,280.15652,0.5987,0.35959998,0.041699998,25.286564,31.479437,0,0.7307692170143127,0.8557692170143127
91.48333,79.830505,62.88083,88.74229,43.01974,76.83333,18.159435,15.49973,20.331654,44.841904,52.515564,73.51341,150.03255,180.243,236.76248,0.597,0.3635,0.039499998,25.857464,31.766087,0,0.7307692170143127,0.8557692170143127
76.83333,38.33333,35.451454,61.48002,43.66834,52.5,32.47342,17.104797,0.0,18.259544,24.576424,45.61133,122.6857,153.12088,215.60443,0.6005,0.3633,0.036199998,25.865751,31.92614,0,0.7307692170143127,0.8557692170143127
52.5,28.799995,28.461845,54.29876,42.35163,35.649994,20.163113,52.31071,0.0,10.416191,17.747658,39.029,113.41535,142.69687,205.37387,0.59929997,0.3627,0.038,25.518084,31.531565,0,0.7307692170143127,0.8557692170143127
35.649994,13.4166565,25.058464,50.240177,41.17415,21.016663,19.231415,139.04927,0.0,7.019539,14.693199,35.1849,108.20586,140.22206,190.68437,0.6066,0.3559,0.037499998,24.802383,30.694843,0,0.7307692170143127,0.8557692170143127
21.016663,9.333328,24.136559,49.83151,41.721294,11.73333,105.70937,324.70047,0.0,6.8578873,13.512642,34.971275,107.117966,137.6686,199.74066,0.601,0.3637,0.035299998,25.27965,31.176931,0,0.7307692170143127,0.8557692170143127
