x_last_hour,x_start_hour,predicted_raw,predicted_refined,target,ci_lo,ci_hi,error_rate_refined_%,n_resid_in_window,qhat_used,abs_resid_mean,abs_resid_max
109.0,89.0,109.27879333496094,120.00386047363281,109.0,49.007781982421875,171.02001953125,10.09528483819524,15,52.45108947753906,24.85405527750651,61.74122619628906
181.0,185.0,181.27879333496094,192.0038604736328,133.0,121.00778198242188,243.02001953125,44.36380486739309,15,52.45108947753906,24.57437693277995,61.74122619628906
171.0,185.0,171.27879333496094,175.0,177.0,111.00778198242188,212.0,1.1299435028248588,15,45.255758666992186,23.676881408691408,60.27101135253906
203.0,183.0,203.27572631835938,208.99693298339844,194.0,154.99693298339844,243.99693298339844,7.730377826494039,15,40.72120666503906,20.040227762858073,48.27879333496094
180.0,161.0,179.93740844726562,183.6586151123047,166.0,131.6586151123047,220.6586151123047,10.637719947171497,15,40.72120666503906,19.877195739746092,48.27879333496094
114.0,99.0,114.27879333496094,117.0,151.0,66.0,155.0,22.516556291390728,15,39.921206665039065,18.09160919189453,48.27879333496094
140.0,140.0,140.27879333496094,144.0,131.0,92.0,181.0,9.923664122137405,15,39.921206665039065,20.52110341389974,48.27879333496094
76.0,186.0,76.27879333496094,80.0,98.0,28.0,117.0,18.367346938775512,15,39.921206665039065,19.85486806233724,48.27879333496094
188.0,220.0,188.26551818847656,191.98672485351562,187.0,139.98672485351562,228.98672485351562,2.6666977826286766,15,39.52120666503906,18.721534729003906,48.27879333496094
211.0,143.0,211.2760009765625,214.99720764160156,171.0,162.99720764160156,251.99720764160156,25.729361193919043,15,39.52120666503906,18.624488830566406,48.27879333496094
63.0,80.0,65.69297790527344,65.4141845703125,94.0,17.4141845703125,106.4141845703125,30.410441946476062,15,40.54312438964844,21.0614751180013,48.27879333496094
190.0,204.0,190.27879333496094,196.0,236.0,142.0,231.0,16.94915254237288,15,40.54312438964844,22.26335754394531,48.27879333496094
186.0,201.0,186.27879333496094,192.0,176.0,138.0,232.0,9.090909090909092,15,43.54312438964843,22.596690877278647,48.27879333496094
169.0,178.0,169.260986328125,168.98219299316406,210.0,120.98219299316406,214.98219299316406,19.532289050874255,15,43.54312438964843,21.300529988606772,48.27879333496094
166.0,178.0,166.27879333496094,166.0,229.0,118.0,212.0,27.510917030567683,15,43.728329467773435,23.301459757486978,48.27879333496094
110.0,138.0,110.27879333496094,110.0,100.0,62.0,173.0,10.0,15,47.255758666992186,24.968126424153645,62.72120666503906
166.0,78.0,166.27879333496094,165.01327514648438,197.0,118.0,229.0,16.23691616929727,15,47.255758666992186,25.634793090820313,62.72120666503906
101.0,16.0,101.27879333496094,107.0,129.0,61.00279235839844,164.0,17.05426356589147,15,43.728329467773435,24.464287312825522,62.72120666503906
184.0,192.0,183.91909790039062,205.6403045654297,203.0,143.64309692382812,246.6403045654297,1.3006426430688116,15,43.728329467773435,25.930953979492188,62.72120666503906
55.0,89.0,55.23021697998047,76.95142364501953,55.0,14.954216003417969,117.95142364501953,39.91167935458096,15,43.728329467773435,26.584632364908853,62.72120666503906
169.0,151.0,169.27879333496094,191.0,189.0,129.00279235839844,232.0,1.0582010582010581,15,43.728329467773435,25.670819600423176,62.72120666503906
216.0,197.0,216.270263671875,235.99147033691406,236.0,175.9942626953125,278.99147033691406,0.0036142640194650427,15,43.728329467773435,24.537486267089843,62.72120666503906
191.0,167.0,191.26779174804688,210.99752807617188,197.0,150.99179077148438,253.98899841308594,7.105344201102475,15,43.728329467773435,25.234215799967448,62.72120666503906
61.0,105.0,61.22533416748047,80.94654083251953,44.0,20.94933319091797,123.94654083251953,83.96941098299894,15,43.728329467773435,24.168282572428385,62.72120666503906
214.0,176.0,214.27879333496094,234.0,202.0,174.00279235839844,277.0,15.841584158415841,15,43.728329467773435,25.23227030436198,62.72120666503906
100.0,125.0,100.27879333496094,120.0,130.0,83.05345916748047,163.0,7.6923076923076925,15,43.728329467773435,23.365789794921874,62.72120666503906
71.0,28.00000762939453,71.27880096435547,91.00000762939453,82.0,54.053466796875,134.00000762939453,10.975619060237234,15,43.728329467773435,23.46006876627604,62.72120666503906
176.0,150.0,176.27879333496094,195.3596954345703,171.0,159.05345916748047,217.01780700683594,14.245435926649305,15,36.73189086914062,21.126734924316406,62.72120666503906
202.0,222.0,202.27674865722656,221.35765075683594,155.0,185.0514144897461,264.9979553222656,42.81138758505544,15,36.73189086914062,20.793401590983073,62.72120666503906
