hour,hour_invocation,hour_of_day,day_of_week
1034,19.130982367758186,2,1
1035,11.681360201511335,3,1
1036,6.511335012594459,4,1
1037,4.685138539042821,5,1
1038,7.386649874055416,6,1
1039,10.132241813602015,7,1
1040,20.03148614609572,8,1
1041,39.97481108312343,9,1
1042,61.202770780856426,10,1
1043,71.20906801007555,11,1
1044,74.20025188916877,12,1
1045,73.35012594458438,13,1
1046,75.32745591939548,14,1
1047,80.84382871536523,15,1
1048,74.03022670025189,16,1
1049,77.71410579345088,17,1
1050,67.72670025188917,18,1
1051,66.60579345088162,19,1
1052,78.35642317380352,20,1
1053,77.05919395465996,21,1
1054,66.34760705289673,22,1
1055,53.6272040302267,23,1
1056,38.99874055415617,0,2
1057,26.164987405541563,1,2
1058,17.28589420654912,2,2
1059,7.2544080604534,3,2
1060,4.685138539042821,4,2
1061,3.9924433249370277,5,2
1062,5.528967254408061,6,2
1063,14.414357682619647,7,2
1064,34.068010075566754,8,2
1065,60.779119256492656,9,2
1066,74.77329974811083,10,2
1067,78.57020876915851,11,2
1068,71.01385390428212,12,2
1069,63.60201511335013,13,2
1070,67.40554156171285,14,2
1071,74.67884130982367,15,2
1072,77.60075566750629,16,2
1073,70.71158690176323,17,2
1074,69.09548889397756,18,2
1075,65.19521410579345,19,2
1076,81.05163727959697,20,2
1077,76.19647355163728,21,2
1078,68.3249370277078,22,2
1079,57.41183879093199,23,2
1080,41.750629722921914,0,3
1081,31.56801007556675,1,3
1082,17.455919395465994,2,3
1083,10.75566750629723,3,3
1084,3.973551637279597,4,3
1085,5.61712846347607,5,3
1086,8.671284634760704,6,3
1087,20.025188916876573,7,3
1088,57.27329974811083,8,3
1089,118.42105263157895,9,3
1090,125.80321801264587,10,3
1091,116.72544080604534,11,3
1092,103.62250779148701,12,3
1093,91.71284634760704,13,3
1094,93.98940328324503,14,3
1095,106.19734213497786,15,3
1096,105.04429775036914,16,3
1097,95.47787652678105,17,3
1098,85.1790974683004,18,3
1099,91.30982367758186,19,3
1100,97.0528967254408,20,3
1101,99.33249370277078,21,3
1102,82.36775818639799,22,3
1103,61.70654911838791,23,3
1104,41.82619647355163,0,4
1105,33.54534005037784,1,4
1106,16.624685138539043,2,4
1107,9.055415617128464,3,4
1108,6.6120906801007555,4,4
1109,6.662468513853905,5,4
1110,4.445843828715366,6,4
1111,16.03904282115869,7,4
1112,36.8198992443325,8,4
1113,70.58564231738036,9,4
1114,77.34517501954312,10,4
1115,80.90765486914572,11,4
1116,65.66120906801008,12,4
1117,59.949622166246854,13,4
1118,63.80352644836272,14,4
1119,74.97481108312341,15,4
1120,72.9030226700252,16,4
1121,70.93668616317295,17,4
1122,65.81054336092119,18,4
1123,74.65994962216625,19,4
