idx,x_last_hour,x_start_hour,point_pred,pred_refined,target,ci_lower,ci_upper,error_rate_refined_pct
647,83.55615,70.454544,66.09717,66.664345,62.37968,66.664345,69.96505,6.8686857
648,62.37968,49.004013,54.33008,50.61259,41.45054,50.61259,54.897255,22.103579
649,41.45054,29.873,35.593407,22.71387,24.331554,22.713865,31.87592,6.6485076
650,24.331554,16.270058,21.521774,10.25992,13.288776,8.642233,10.259923,22.79259
651,13.288776,10.775406,9.877514,0.0,9.725941,-1.3843397,1.644517,100.0
652,9.725941,7.4532127,4.7941284,4.6425543,6.169792,-3.4388704,4.642556,24.753473
653,6.169792,8.495991,4.6920624,6.067724,4.6991997,4.5404882,6.067727,29.122501
654,4.6991997,8.041447,5.122902,5.1300406,4.5588264,5.130038,6.498567,12.529852
655,4.5588264,12.787437,11.640961,11.076887,11.350269,11.076884,11.648099,2.4085965
656,11.350269,26.751339,38.188747,37.624672,45.481285,37.624672,37.898056,17.274387
657,45.481285,55.28075,65.33478,72.62731,97.27273,65.04408,72.62731,25.336409
658,97.27273,79.919785,73.0785,105.01644,118.95053,80.37103,105.01645,11.714189
659,118.95053,92.74065,74.24725,120.119286,120.683365,106.1852,120.119286,0.46740437
660,120.683365,99.14439,73.29058,119.16261,109.81952,119.16261,119.72669,8.507681
661,109.81952,95.12032,71.51994,108.04888,92.8877,108.04888,117.956055,16.32205
662,92.8877,99.946526,70.21887,91.58663,103.77674,91.58663,106.74781,11.746475
663,103.77674,103.36899,69.17956,102.73743,126.98175,90.54732,102.73743,19.092762
664,126.98175,101.44385,68.43839,126.240585,126.36554,101.99626,126.240585,0.09888315
665,126.36554,95.28743,69.18064,127.10779,117.23114,126.982834,127.10779,8.424935
666,117.23114,89.231285,73.829636,121.880135,104.63458,121.880135,131.75679,16.481695
667,104.63458,88.14839,85.10576,115.910706,100.46123,115.910706,133.15627,15.378549
668,100.46123,99.939835,92.874374,108.22984,98.18182,108.22984,123.67932,10.234093
669,98.18182,94.68583,91.35473,96.66218,96.90669,96.66218,106.7102,0.25231948
670,96.90669,83.55615,78.66699,84.218956,82.13904,83.97444,84.218956,2.5321918
671,82.13904,62.37968,60.256924,63.72897,61.864975,63.72897,65.80889,3.0130048
672,61.864975,41.45054,45.97681,47.58486,45.33423,47.58486,49.448856,4.9645343
673,45.33423,24.331554,29.471119,28.828539,24.110966,28.828535,31.079172,19.56609
674,24.110966,13.288776,15.749416,10.389266,14.57888,10.389262,15.106835,28.73756
675,14.57888,9.725941,8.177429,7.0068917,8.643051,2.8172748,7.006894,18.930346
676,8.643051,6.169792,3.113041,3.5786605,5.5748672,1.9425036,3.578664,35.80725
677,5.5748672,4.6991997,3.5461082,6.007933,4.939842,4.0117292,6.007936,21.621965
678,4.939842,4.5588264,9.582657,10.976392,5.441181,10.97639,12.044484,101.7281
679,5.441181,11.350269,30.100111,25.958637,13.696529,25.958633,31.493847,89.527115
680,13.696529,45.481285,64.324104,60.18263,47.84091,47.920525,60.182632,25.797411
681,47.84091,97.27273,72.2393,55.75611,99.11096,55.75611,55.835724,43.74375
682,99.11096,118.95053,71.250244,98.1219,117.402725,54.76705,98.1219,16.422806
683,117.402725,120.683365,70.81324,116.96572,118.44443,97.6849,116.96572,1.248439
684,118.44443,109.81952,70.08764,116.24012,108.54208,116.24012,117.71883,7.0922136
685,108.54208,92.8877,69.02095,107.475395,95.98262,107.475395,116.65214,11.973808
686,95.98262,103.77674,68.91836,95.88003,95.300804,95.88003,107.3728,0.6077846
687,95.300804,126.98175,69.40027,96.36194,122.81322,95.782715,96.36194,21.537811
688,122.81322,126.36554,69.492714,122.90566,125.29709,95.87516,122.90566,1.9086046
689,125.29709,117.23114,69.32344,125.127815,117.71026,122.73639,125.127815,6.301538
690,117.71026,104.63458,76.29672,124.68354,103.89133,124.68354,132.1011,20.013426
691,103.89133,100.46123,88.76551,116.360115,96.65776,116.360115,137.15233,20.383623
692,96.65776,98.18182,96.43884,104.33109,111.368164,104.33109,124.03345,6.3187456
693,111.368164,96.90669,94.65061,109.57993,100.30137,102.54286,109.57993,9.250686
694,100.30137,82.13904,81.935165,87.58592,83.221924,87.58592,96.86449,5.2438087
695,83.221924,61.864975,64.18587,65.472626,69.62567,65.472626,69.836624,5.96482
