idx,x_last_hour,x_start_hour,point_pred,pred_refined,target,ci_lower,ci_upper,error_rate_refined_pct
321,36.163105,42.43316,41.963676,49.3897,64.51688,49.389698,58.536316,23.44685
322,64.51688,64.96658,53.585808,70.15845,79.37166,70.15845,76.13901,11.607683
323,79.37166,75.588234,64.394,90.17985,83.40207,86.9472,90.17985,8.126632
324,83.40207,78.76337,74.33418,93.342255,75.38102,93.342255,100.12003,23.827265
325,75.38102,77.86096,66.01215,67.05899,67.51337,67.05899,85.020226,0.67301667
326,67.51337,79.95989,64.95659,66.003426,71.550804,66.003426,66.4578,7.7530622
327,71.550804,85.815506,65.94281,72.537025,79.27139,67.44402,72.537025,8.495332
328,79.27139,78.582886,66.636894,79.96548,82.37299,73.23111,79.96548,2.9227014
329,82.37299,82.49332,68.799194,84.53529,75.060165,82.12778,84.53529,12.623377
330,75.060165,71.891716,71.511665,87.247765,73.34468,77.77264,87.247765,18.955818
331,73.34468,70.70187,76.62936,78.46237,69.204544,78.46237,82.89033,13.377484
332,69.204544,83.17513,84.80373,77.378914,86.036095,77.378914,86.63674,10.062266
333,86.036095,81.79813,85.00315,86.23552,80.882355,77.57834,86.23552,6.618458
334,80.882355,70.42781,76.73616,72.615364,72.52674,72.615364,77.96853,0.12219362
335,72.52674,56.925137,60.719845,56.510426,60.942516,56.510426,56.59905,7.272576
336,60.942516,41.397064,46.452274,42.242855,44.318184,42.242855,46.674946,4.682793
337,44.318184,27.774067,30.216703,28.082615,33.50936,28.082611,30.439377,16.194717
338,33.50936,18.348934,16.816662,20.109318,18.529415,14.68257,20.109322,8.526457
339,18.529415,7.7005386,9.739124,11.451879,11.417114,11.451877,13.031783,0.3044928
340,11.417114,4.9732666,5.125263,6.838015,4.2179184,6.803252,6.838018,62.118237
341,4.2179184,4.2379723,4.226925,3.3195813,5.962574,3.319579,5.904916,44.32637
342,5.962574,5.868988,9.613113,11.348761,9.204548,8.705768,11.348763,23.295145
343,9.204548,15.300804,19.645126,19.236563,21.256691,19.236559,21.380777,9.503493
344,21.256691,36.163105,39.060986,40.67255,60.795456,38.65242,40.67255,33.099358
345,60.795456,64.51688,57.87427,79.60874,121.620316,59.485836,79.60874,34.54322
346,121.620316,79.37166,63.741978,85.47645,129.73643,85.47645,127.48802,34.115307
347,129.73643,83.40207,72.838646,138.8331,121.33447,136.58469,138.8331,14.42181
348,121.33447,75.38102,73.70473,122.200554,109.99501,122.200554,139.69919,11.096452
349,109.99501,67.51337,67.229416,103.5197,97.35294,103.5197,115.72524,6.3344316
350,97.35294,71.550804,67.44516,97.56869,99.7695,97.56869,103.73544,2.2058978
351,99.7695,79.27139,68.26117,100.58551,112.728195,98.3847,100.58551,10.771648
352,112.728195,82.37299,68.47723,112.94425,109.90737,100.80157,112.94425,2.763127
353,109.90737,75.060165,67.98357,112.45059,101.34951,109.41371,112.45059,10.953266
354,101.34951,73.34468,74.634056,108.0,90.41739,108.0,116.0642,19.44605
355,90.41739,69.204544,87.30208,103.08541,96.92514,103.08541,120.66802,6.3557
356,96.92514,86.036095,96.34888,105.97194,103.02139,105.97194,112.13221,2.8640132
357,103.02139,80.882355,92.82934,102.4524,105.44118,99.501854,102.4524,2.8345444
358,105.44118,72.52674,80.07694,86.74946,87.43316,86.74946,92.68878,0.7819694
359,87.43316,60.942516,65.02385,72.380066,65.50134,72.380066,77.63569,10.501652
360,65.50134,44.318184,46.64157,53.997787,44.3984,47.119064,53.997787,21.621023
361,44.3984,33.50936,30.386614,28.143444,35.60829,28.14344,30.864109,20.963789
362,35.60829,18.529415,15.548157,20.769833,17.647064,13.304984,20.769836,17.695683
363,17.647064,11.417114,9.096699,14.318375,9.612301,11.195605,14.3183775,48.958866
364,9.612301,4.2179184,6.2796516,6.7952547,7.0187225,6.7952523,8.37856,3.183882
365,7.0187225,5.962574,7.999138,8.738208,7.072197,8.514739,8.73821,23.55719
366,7.072197,9.204548,13.037853,12.110914,4.7192535,12.110911,13.776925,156.62775
367,4.7192535,21.256691,31.763052,23.444454,17.025406,23.44445,30.836113,37.702763
368,17.025406,60.795456,65.44197,50.704323,39.08423,50.704323,57.12337,29.730904
369,39.08423,121.620316,79.36859,53.01085,74.92647,53.01085,64.63094,29.2495
370,74.92647,129.73643,78.11221,73.67009,82.1017,51.75447,73.67009,10.269714
371,82.1017,121.33447,75.587524,71.1454,85.88326,71.1454,79.57701,17.160343
372,85.88326,109.99501,74.44139,78.43088,69.6992,78.43088,84.73713,12.527652
373,69.6992,97.35294,73.504234,68.76205,63.636364,68.76205,83.79997,8.054645
374,63.636364,99.7695,73.12224,63.254368,67.72727,63.254368,68.38005,6.6042886
375,67.72727,112.728195,73.49421,68.09924,79.58556,63.62634,68.09924,14.432669
376,79.58556,109.90737,73.63737,79.72872,77.38637,68.2424,79.72872,3.02683
377,77.38637,101.34951,73.56113,77.31013,75.2991,77.31013,79.65248,2.670715
378,75.2991,90.41739,77.93299,79.67097,69.85772,79.67097,81.68199,14.047478
379,69.85772,96.92514,87.05619,78.98092,79.251335,78.98092,88.79417,0.34121352
380,79.251335,103.02139,97.17102,89.366165,93.71658,89.09575,89.366165,4.642101
381,93.71658,105.44118,100.233315,92.42846,83.088234,92.42846,96.77888,11.241333
382,83.088234,87.43316,90.55971,73.41463,77.286095,73.41463,87.10527,5.009268
383,77.286095,65.50134,72.300995,59.02738,62.82754,55.155914,59.02738,6.048557
384,62.82754,44.3984,49.386875,39.91342,42.787437,36.113262,39.91342,6.7169614
385,42.787437,35.60829,33.44941,23.975958,29.525404,23.975954,26.849974,18.795496
386,29.525404,17.647064,18.692017,12.092581,25.080215,12.092578,14.768013,51.784386
387,25.080215,9.612301,9.845974,16.234173,13.094921,5.921967,16.234175,23.973047
388,13.094921,7.0187225,6.317833,9.566782,6.3770103,9.566779,12.706033,50.01986
389,6.3770103,7.072197,6.990982,10.239927,5.81551,7.050158,10.239931,76.07961
390,5.81551,4.7192535,11.0083275,9.832856,10.588242,9.832854,11.067506,7.134191
391,10.588242,17.025406,23.513195,22.337725,23.870323,22.33772,23.093111,6.4205184
392,23.870323,39.08423,45.938843,46.295967,70.44786,45.518757,46.29597,34.28336
393,70.44786,74.92647,69.431465,93.940475,119.729805,69.78859,93.94048,21.539608
394,119.729805,82.1017,80.142204,130.44054,129.272,104.65122,130.44055,0.90393376
395,129.272,85.88326,86.8671,135.9969,131.01253,135.9969,137.16545,3.8045027
396,131.01253,69.6992,77.00078,126.13058,118.67117,121.1462,126.13058,6.285776
397,118.67117,63.636364,74.392975,116.06337,112.05475,116.06337,118.5384,3.5773773
398,112.05475,67.72727,74.97247,112.63425,94.08423,112.63425,116.64287,19.716396
399,94.08423,79.58556,76.11755,95.22931,101.27673,95.22931,113.77933,5.971188
400,101.27673,77.38637,76.04506,95.156815,93.82952,95.156815,101.20424,1.4145797
401,93.82952,75.2991,81.44148,99.225945,86.09387,99.225945,106.60066,15.253202
402,86.09387,69.85772,89.657074,94.30946,85.99203,94.30946,107.441536,9.672334
403,85.99203,79.251335,100.85635,97.19131,95.325386,97.19131,105.50874,1.9574231
404,95.325386,93.71658,105.83306,100.30209,106.10963,100.30209,102.168015,5.4731445
405,106.10963,83.088234,102.57674,102.8533,99.97995,97.04577,102.8533,2.8739283
406,99.97995,77.286095,90.32262,87.72583,96.751335,87.72583,90.59918,9.328559
407,96.751335,62.82754,75.2458,81.674515,75.76203,72.64901,81.674515,7.804019
408,75.76203,42.787437,44.85146,45.367695,55.87567,45.367695,51.280178,18.805996
409,55.87567,29.525404,26.760578,37.78479,8.288773,27.276812,37.78479,355.85507
410,8.288773,25.080215,16.531673,0.0,4.3783455,-1.9401332,27.555887,100.0
411,4.3783455,13.094921,8.568607,0.0,2.6069565,-9.903199,-3.5847192,100.0
412,2.6069565,6.3770103,5.9851418,0.0,2.4532127,-6.1681876,0.023492336,100.0
413,2.4532127,5.81551,6.4937325,2.961802,2.6737976,0.53208035,2.961805,10.771361
414,2.6737976,10.588242,9.927124,6.1071906,3.72995,6.1071877,6.3951964,63.733845
415,3.72995,23.870323,19.74548,15.925543,14.498665,13.548304,15.925547,9.841444
416,14.498665,70.44786,48.532654,43.28584,40.320858,42.33548,43.28584,7.3534675
417,40.320858,119.729805,62.27488,54.063084,81.463905,54.063084,57.028065,33.635536
418,81.463905,129.272,65.24196,84.430984,93.5361,57.030163,84.430984,9.734336
419,93.5361,131.01253,69.19431,97.48846,96.56938,88.38334,97.48846,0.95172507
420,96.56938,118.67117,73.92291,101.29798,89.258026,101.29798,102.21706,13.488934
421,89.258026,112.05475,73.62649,88.9616,79.7861,88.9616,101.00156,11.500122
422,79.7861,94.08423,73.34759,79.5072,80.060165,79.5072,88.6827,0.6906846
423,80.060165,101.27673,74.95255,81.66513,90.97363,81.11217,81.66513,10.232088
424,90.97363,93.82952,77.825714,93.846794,98.649734,84.53829,93.846794,4.8686805
425,98.649734,86.09387,84.37088,105.1949,90.46791,100.39196,105.1949,16.278688
426,90.46791,85.99203,91.128845,97.225876,87.48753,97.225876,111.952866,11.13112
427,87.48753,95.325386,100.74599,97.104675,86.05615,97.104675,106.84302,12.838737
428,86.05615,106.10963,109.05661,105.4153,102.89439,94.366776,105.4153,2.4499998
429,102.89439,99.97995,109.56503,103.40281,103.81583,94.8752,103.40281,0.3978365
430,103.81583,96.751335,99.75635,94.00714,99.17113,93.594124,94.00714,5.2071466
431,99.17113,75.76203,82.88328,82.29806,77.820854,77.13407,82.29806,5.753218
432,77.820854,55.87567,62.118633,57.05621,61.925137,57.05621,61.533413,7.862602
433,61.925137,8.288773,43.20757,43.01407,49.3115,38.145145,43.014072,12.770717
434,49.3115,4.3783455,26.33928,26.145784,24.057491,26.14578,32.44321,8.680428
435,24.057491,2.6069565,14.008144,11.726357,11.370323,11.726355,20.112078,3.1312592
436,11.370323,2.4532127,8.882626,6.2448063,8.168453,6.244803,6.600839,23.54971
437,8.168453,2.6737976,8.598415,7.8842416,5.635029,5.9605927,7.8842444,39.91484
438,5.635029,3.72995,10.92968,10.215506,7.620323,7.9662924,10.215508,34.05607
439,7.620323,14.498665,22.441002,19.477613,15.461235,19.131643,19.477617,25.977087
440,15.461235,40.320858,51.399208,44.41944,35.147064,44.41944,48.08985,26.381653
441,35.147064,81.463905,71.03316,54.781017,63.342247,54.781013,64.05339,13.515828
442,63.342247,93.5361,86.72879,79.03788,81.15642,70.47665,79.03788,2.6104379
443,81.15642,96.56938,98.89653,93.32416,91.70897,91.20562,93.32416,1.761211
444,91.70897,89.258026,100.900665,95.32829,94.61899,93.713104,95.32829,0.7496432
445,94.61899,79.7861,101.29516,95.01348,87.45989,94.1076,95.01348,8.636632
446,87.45989,80.060165,102.12904,88.29378,89.14439,88.29378,95.84737,0.9541922
447,89.14439,90.97363,102.75832,89.77367,93.001335,88.92306,89.77367,3.4705617
448,93.001335,98.649734,102.71712,92.96013,98.20187,89.73246,92.96013,5.337724
449,98.20187,90.46791,102.42604,97.9108,99.32002,92.66905,97.9108,1.4188734
450,99.32002,87.48753,101.311325,98.20531,90.40107,96.79608,98.20531,8.632903
451,90.40107,86.05615,99.51672,96.410706,85.57487,88.60647,96.410706,12.662408
452,85.57487,102.89439,101.899536,87.95768,94.903076,87.95768,90.98928,7.3184104
453,94.903076,103.81583,105.144806,91.20295,94.51203,91.20295,98.148346,3.5012283
454,94.51203,99.17113,102.21962,91.586845,88.34225,91.586845,95.22316,3.6727595
455,88.34225,77.820854,87.86203,73.98466,78.28209,73.98466,77.229256,5.4896746
456,78.28209,61.925137,62.68365,53.10371,56.016045,48.80628,53.10371,5.1991076
457,56.016045,49.3115,45.55096,38.883354,36.016045,35.97102,38.883354,7.9612007
458,36.016045,24.057491,27.101902,17.566988,21.831554,17.566984,20.434296,19.533958
459,21.831554,11.370323,14.73671,5.201795,12.847595,5.2017922,9.466364,59.511524
460,12.847595,8.168453,9.767574,7.8784585,7.232624,4.4972253,7.878461,8.929462
461,7.232624,5.635029,6.9583206,4.4233713,5.046795,4.423369,5.0692077,12.352861
462,5.046795,7.620323,6.9541054,5.0425773,4.6524086,4.4191537,5.0425806,8.38638
463,4.6524086,15.461235,11.313732,9.012037,11.94519,9.012034,9.402207,24.555098
464,11.94519,35.147064,31.45143,32.082886,31.925137,29.14973,32.08289,0.49412218
465,31.925137,63.342247,59.4876,59.961308,56.0361,59.961304,60.119057,7.0047865
466,56.0361,81.15642,83.79542,84.26912,74.27139,80.34392,84.26913,13.461073
467,74.27139,91.70897,93.0107,83.48667,86.69786,83.48667,89.5592,3.703885
468,86.69786,94.61899,95.1085,88.79566,88.963905,85.58447,88.79566,0.18911423
469,88.963905,87.45989,94.12786,87.98327,89.05749,87.815025,87.98327,1.2062082
470,89.05749,89.14439,93.044815,87.97444,90.454544,86.90022,87.97444,2.7418218
471,90.454544,93.001335,91.95686,86.88649,91.664444,86.88649,89.36659,5.21244
472,91.664444,98.20187,90.77404,90.48162,90.37433,88.18377,90.48162,0.11871975
473,90.37433,99.32002,89.85358,89.453865,86.617645,89.453865,89.56116,3.2744136
474,86.617645,90.40107,88.71744,85.48151,82.647064,85.48151,88.317726,3.4295738
475,82.647064,85.57487,87.960175,84.72424,80.88904,81.8898,84.72424,4.7413163
476,80.88904,94.903076,90.38573,84.31535,88.08155,83.31459,84.31535,4.275807
477,88.08155,94.51203,92.115776,89.8116,87.580215,85.04464,89.8116,2.5478177
478,87.580215,88.34225,87.704315,83.168755,78.44251,83.168755,85.40014,6.0251026
479,78.44251,78.28209,74.32054,65.05874,68.49599,65.05874,69.78498,5.0181746
480,68.49599,56.016045,55.390045,46.128242,50.093586,46.128242,49.56549,7.9158707
481,50.093586,36.016045,36.996014,31.171461,31.925137,31.171457,31.699554,2.3607588
482,31.925137,21.831554,21.9017,16.83082,16.203209,16.605238,16.830824,3.873376
483,16.203209,12.847595,12.374699,6.6762104,9.017384,6.676207,7.303823,25.962889
484,9.017384,7.232624,6.778286,3.4209695,6.350273,1.0797948,3.420972,46.128784
485,6.350273,5.046795,5.052376,1.6950623,4.485298,1.6950593,4.624364,62.208485
486,4.485298,4.6524086,5.0473137,4.4802384,7.867649,4.4802346,4.6193023,43.054928
487,7.867649,11.94519,12.433369,15.253702,17.540108,11.86629,15.253705,13.035299
488,17.540108,31.925137,29.596169,34.702908,37.225937,32.416504,34.702908,6.7776113
489,37.225937,56.0361,49.385025,54.491764,71.78476,54.491764,57.014793,24.090065
490,71.78476,74.27139,56.852013,79.25175,91.87166,64.48178,79.25175,13.736458
491,91.87166,86.69786,68.69917,91.09891,93.114975,91.09891,103.71882,2.1651378
492,93.114975,88.963905,71.66661,96.08241,89.30986,96.08241,106.68626,7.5832086
493,89.30986,89.05749,70.73849,88.38174,68.79679,88.38174,95.15429,28.46782
494,68.79679,90.454544,69.74686,67.80516,75.99599,67.80516,87.39011,10.777972
495,75.99599,91.664444,68.889465,75.138596,102.52673,66.94777,75.138596,26.71317
496,102.52673,90.37433,68.49057,102.12784,104.32487,74.7397,102.12784,2.1059496
497,104.32487,86.617645,69.38259,105.21689,92.87433,103.01986,105.21689,13.289528
498,92.87433,82.647064,71.93445,95.426186,84.94517,95.426186,107.768745,12.338569
499,84.94517,80.88904,79.42339,92.43411,80.11018,92.43411,102.91513,15.383723
500,80.11018,88.08155,88.65728,101.668,91.47059,89.34407,101.668,11.148294
501,91.47059,87.580215,91.95198,94.76529,88.316864,92.63877,94.76529,7.3014655
502,88.316864,78.44251,83.823425,86.636734,77.292786,80.18831,86.636734,12.08903
503,77.292786,68.49599,68.509674,64.87456,64.41845,61.979034,64.87456,0.7080395
504,64.41845,50.093586,49.32548,45.234257,37.707222,42.79484,45.234257,19.961784
505,37.707222,31.925137,30.594248,18.97599,27.974602,18.975986,26.503025,32.167076
506,27.974602,16.203209,16.900444,5.2821865,14.592251,5.282183,14.280799,63.801426
507,14.592251,9.017384,9.966763,7.6585684,8.342251,7.347115,7.658571,8.195419
508,8.342251,6.350273,5.2354546,3.6109412,5.213909,2.9272604,3.6109443,30.744072
509,5.213909,4.485298,4.6639977,4.6424503,5.3743362,3.0394847,4.642453,13.618164
510,5.3743362,7.867649,10.578835,10.557292,4.1711273,10.557288,11.289174,153.10405
511,4.1711273,17.540108,21.001015,14.593308,13.589577,14.593307,21.711355,7.3860416
512,13.589577,37.225937,42.03533,34.623894,34.284763,34.623894,35.627625,0.9891578
513,34.284763,71.78476,64.61537,56.864807,70.02674,56.864803,57.203934,18.795582
514,70.02674,91.87166,72.78894,78.20031,79.75936,65.038376,78.20032,1.954694
515,79.75936,93.114975,69.64678,75.05815,84.093216,75.05815,76.6172,10.744106
516,84.093216,89.30986,68.53312,82.97955,81.37032,75.50354,82.97955,1.9776622
517,81.37032,68.79679,66.91337,79.75057,69.69251,79.75057,81.3598,14.432052
518,69.69251,75.99599,67.91432,70.69347,74.30482,70.69347,80.751526,4.860184
519,74.30482,102.52673,68.92342,71.70257,94.93984,71.70257,75.31392,24.475788
520,94.93984,104.32487,69.19188,95.2083,93.295456,75.582375,95.2083,2.0503054
521,93.295456,92.87433,69.07929,93.18287,86.59091,93.18287,95.09571,7.6127586
522,86.59091,84.94517,71.31406,88.825676,82.34372,88.825676,95.41763,7.871829
523,82.34372,80.11018,78.609314,89.63898,82.17246,89.63898,96.12093,9.086395
524,82.17246,91.47059,88.27731,91.84046,93.830215,91.84046,99.30698,2.1205895
525,93.830215,88.316864,90.840675,96.39358,90.53476,94.403824,96.39358,6.4713464
526,90.53476,77.292786,82.83723,82.53131,78.30882,82.53131,88.39013,5.392098
527,78.30882,64.41845,65.63769,61.109283,61.951874,61.109283,65.33177,1.3600724
528,61.951874,37.707222,46.965897,43.280083,42.185833,42.437492,43.280083,2.5938797
529,42.185833,27.974602,30.82597,26.045908,27.118988,26.045904,27.140158,3.9569325
530,27.118988,14.592251,17.354862,13.64788,15.207222,12.574797,13.6478815,10.253959
531,15.207222,8.342251,10.563557,8.415915,9.819523,6.8565736,8.415918,14.294058
532,9.819523,5.213909,6.326618,4.1789804,6.631016,4.1789765,5.582586,36.97828
533,6.631016,5.3743362,5.2505455,5.554941,4.4184494,4.5065103,5.554944,25.721508
534,4.4184494,4.1711273,8.3116455,7.4795513,4.959896,7.479548,8.616044,50.80056
535,4.959896,13.589577,20.332142,16.980394,15.233963,16.98039,19.500046,11.464065
536,15.233963,34.284763,45.069477,41.717728,39.425133,39.9713,41.717728,5.815059
537,39.425133,70.02674,69.295494,63.65115,75.448654,63.65115,64.19732,15.636468
538,75.448654,79.75936,79.63616,85.78932,105.31417,73.99182,85.78933,18.539623
539,105.31417,84.093216,74.407166,100.085175,110.38722,80.560326,100.085175,9.332645
540,110.38722,81.37032,72.879036,108.85909,105.28766,98.557045,108.85909,3.3920727
541,105.28766,69.69251,71.21668,103.625305,96.463905,103.625305,107.19674,7.4239163
542,96.463905,74.30482,71.862305,97.10953,90.04679,97.10953,104.27093,7.843407
543,90.04679,94.93984,72.87717,91.06165,104.9131,91.06165,98.12439,13.202782
544,104.9131,93.295456,73.01801,105.05395,101.200905,91.2025,105.05395,3.8073204
545,101.200905,86.59091,73.008736,105.04467,88.8369,101.19163,105.04467,18.244413
546,88.8369,82.34372,79.527214,95.35538,85.2519,95.35538,107.710106,11.851322
547,85.2519,82.17246,89.4986,95.22328,109.56676,95.22328,105.32676,13.091083
548,109.56676,93.830215,98.4161,118.48426,112.680145,104.140785,118.48426,5.150965
549,112.680145,90.53476,96.30711,110.57116,108.26203,110.57116,116.375275,2.1329064
550,108.26203,78.30882,85.252594,97.20751,91.83155,97.20751,99.51664,5.854155
551,91.83155,61.951874,68.11581,80.070724,72.3262,74.69476,80.070724,10.707768
552,72.3262,42.185833,48.714474,52.92487,47.707222,52.92487,55.29343,10.936809
553,47.707222,27.118988,32.483387,36.69378,27.546795,31.476133,36.693783,33.205257
554,27.546795,15.207222,20.111645,15.175054,16.143051,15.175051,19.104395,5.9963727
555,16.143051,9.819523,10.964424,6.995829,9.431824,6.0278306,6.995832,25.827398
556,9.431824,6.631016,6.7049217,5.17232,5.1002693,2.7363267,5.1723223,1.4126817
557,5.1002693,4.4184494,6.023979,4.4193287,4.3315544,4.4193254,4.4913797,2.0263922
558,4.3315544,4.959896,8.377449,6.685026,4.8729973,6.685023,6.7727976,37.1851
559,4.8729973,15.233963,22.239964,18.735514,15.775402,18.73551,20.54754,18.764097
560,15.775402,39.425133,49.542595,43.078033,42.185833,43.078033,46.038143,2.114929
561,42.185833,75.448654,72.81278,66.34822,88.696526,65.456024,66.34823,25.196371
562,88.696526,105.31417,80.975586,96.85932,110.13507,73.61882,96.85933,12.054062
563,110.13507,110.38722,80.7487,109.90819,108.75102,96.63245,109.90819,1.0640503
564,108.75102,105.28766,78.638214,106.64053,107.2861,106.64053,107.7977,0.6017265
565,107.2861,96.463905,78.0468,106.69469,96.29679,106.04912,106.69469,10.797759
566,96.29679,90.04679,77.22716,95.47715,88.25535,95.47715,105.875046,8.182849
567,88.25535,104.9131,77.505905,88.534096,107.597275,88.534096,95.7559,17.717157
568,107.597275,101.200905,77.586296,107.677666,108.5466,88.61449,107.677666,0.80051756
569,108.5466,88.8369,80.29266,111.25297,102.76217,110.38403,111.25297,8.262572
570,102.76217,85.2519,87.88927,110.35877,96.066345,110.35877,118.84957,14.877664
571,96.066345,109.56676,100.117004,108.29408,104.338234,108.29408,122.58651,3.7913702
572,104.338234,112.680145,106.846924,111.06815,115.15375,111.06815,115.024,3.5479472
573,115.15375,108.26203,107.13142,115.43824,107.61555,111.352646,115.43824,7.2691107
574,107.61555,91.83155,95.80089,96.28502,103.61631,96.28502,104.10771,7.0754223
575,103.61631,72.3262,79.15024,86.96566,78.30882,79.63437,86.96566,11.054741
576,78.30882,47.707222,50.94999,50.108574,50.8623,50.108574,58.76541,1.4818971
577,50.8623,27.546795,33.110798,33.02311,9.27808,32.269382,33.02311,255.9261
578,9.27808,16.143051,19.72002,0.0,6.457222,-4.1126986,19.632334,100.0
579,6.457222,9.431824,10.519028,0.0,6.6042824,-13.313691,-2.7437696,100.0
580,6.6042824,5.1002693,5.7985,0.0,4.344925,-7.4642997,1.8837557,100.0
581,4.344925,4.3315544,3.9663162,2.5127397,4.044121,0.051569507,2.5127425,37.866848
582,4.044121,4.8729973,5.11438,5.1921825,4.271393,3.6608036,5.1921854,21.55713
583,4.271393,15.775402,15.8448715,15.001885,11.637703,15.0018835,15.922677,28.907616
584,11.637703,42.185833,41.79884,37.59167,42.787437,37.59167,40.955853,12.143206
585,42.787437,88.696526,58.91828,59.90688,88.93048,54.711113,59.90688,32.63628
586,88.93048,110.13507,63.65321,93.665405,111.93851,64.64181,93.66541,16.324232
587,111.93851,108.75102,68.65043,116.93572,113.47548,98.66263,116.93573,3.0493312
588,113.47548,107.2861,74.03927,118.86432,110.89232,118.86432,122.32457,7.1889563
589,110.89232,96.29679,73.82863,110.68168,105.367645,110.68168,118.65368,5.0433254
590,105.367645,88.25535,73.71665,105.25567,104.43712,105.25567,110.5697,0.7837731
591,104.43712,107.597275,75.19385,105.914314,120.37433,105.914314,106.732864,12.01254
592,120.37433,108.5466,77.59666,108.31712,126.32205,108.31712,122.77714,14.253195
593,126.32205,102.76217,84.11228,129.29276,115.83432,129.29276,132.83768,11.618694
594,115.83432,96.066345,91.24013,122.962166,102.88125,122.962166,139.96553,19.51854
595,102.88125,104.338234,101.509476,113.1506,91.55942,113.1506,133.23152,23.581604
596,91.55942,115.15375,109.348656,120.98978,103.96538,99.3986,120.98978,16.375065
597,103.96538,107.61555,110.64131,100.69125,122.35538,100.69125,105.25803,17.705902
598,122.35538,103.61631,99.73596,111.45003,95.04679,94.352684,111.45003,17.258064
599,95.04679,78.30882,83.09819,94.812256,74.318184,78.40902,94.812256,27.576122
600,74.318184,50.8623,61.61852,52.838516,49.71257,52.838512,56.929348,6.2880397
601,49.71257,9.27808,44.188347,32.2824,34.124336,32.2824,35.40834,5.3977256
602,34.124336,6.457222,27.998505,17.934492,17.640377,16.092554,17.934496,1.6672833
603,17.640377,6.6042824,15.426025,5.362013,14.478611,5.0678964,5.362016,62.965973
604,14.478611,4.344925,8.175438,7.2280226,11.437168,-2.1826909,7.2280245,36.802338
605,11.437168,4.044121,5.9965973,5.0491843,8.46257,5.049182,9.258328,40.3351
606,8.46257,4.271393,8.124489,11.386216,9.505352,10.590461,11.38622,19.787422
607,9.505352,11.637703,25.90852,27.289385,15.594921,27.289381,28.374493,74.98892
608,15.594921,42.787437,64.310165,53.99657,34.157757,53.996567,65.69103,58.079964
609,34.157757,88.93048,84.95192,54.79951,64.33155,54.79951,74.63832,14.817053
610,64.33155,111.93851,94.3624,73.74203,88.382355,64.20999,73.742035,16.564762
611,88.382355,113.47548,97.95361,91.97357,109.54039,77.333244,91.97357,16.03684
612,109.54039,110.89232,99.53143,111.11821,105.655075,93.55139,111.11821,5.1707263
613,105.655075,105.367645,100.51393,106.63757,102.54011,106.63757,112.10071,3.9959636
614,102.54011,104.43712,101.303696,103.32987,105.07353,103.32987,107.42734,1.6594663
615,105.07353,120.37433,101.635315,105.40515,103.33318,103.66149,105.40515,2.0051332
616,103.33318,126.32205,101.5504,103.24827,105.98262,103.24827,105.32024,2.5800004
617,105.98262,115.83432,101.27887,105.71109,106.971924,102.97674,105.71109,1.1786586
618,106.971924,102.88125,99.285904,104.97896,101.216576,103.718124,104.97896,3.7171607
619,101.216576,91.55942,97.76817,99.698845,96.65107,99.698845,103.46123,3.1533797
620,96.65107,103.96538,101.73819,103.66886,110.99071,100.621086,103.66886,6.5968094
621,110.99071,122.35538,103.50829,102.39119,104.597565,102.39119,112.76081,2.1093943
622,104.597565,95.04679,94.67937,95.76864,90.75535,95.76864,103.931885,5.5239615
623,90.75535,74.318184,77.03888,73.11486,70.454544,73.11486,78.12815,3.775933
624,70.454544,49.71257,59.627106,55.703083,49.004013,53.04277,55.703087,13.670452
625,49.004013,34.124336,42.615715,31.992624,29.873,31.99262,36.03138,7.0954547
626,29.873,17.640377,26.898567,14.155853,16.270058,14.15585,16.275476,12.994449
627,16.270058,14.478611,15.733185,5.104674,10.775406,2.9904678,5.1046762,52.62662
628,10.775406,11.437168,8.699387,3.7416058,7.4532127,-1.9291241,3.741609,49.798756
629,7.4532127,8.46257,4.4033775,3.157202,8.495991,-0.5544026,3.1572049,62.838924
630,8.495991,9.505352,3.2952232,7.387834,8.041447,2.049048,7.3878374,8.128048
631,8.041447,15.594921,15.761261,20.507483,12.787437,19.853872,20.507486,60.3721
632,12.787437,34.157757,47.117584,44.14376,26.751339,44.14376,51.863808,65.015144
633,26.751339,64.33155,78.37963,58.013386,55.28075,58.013386,75.40581,4.9431953
634,55.28075,88.382355,89.93073,66.83185,79.919785,66.83185,69.56448,16.37634
635,79.919785,109.54039,93.402145,83.3912,92.74065,70.30327,83.391205,10.081285
636,92.74065,105.655075,94.07585,93.41435,99.14439,84.0649,93.41435,5.779484
637,99.14439,102.54011,94.02818,99.09672,95.12032,93.366684,99.09672,4.180384
638,95.12032,105.07353,93.0928,94.18494,99.946526,94.18494,98.16133,5.764672
639,99.946526,103.33318,91.80871,98.66244,103.36899,92.90085,98.66244,4.5531554
640,103.36899,105.98262,90.27528,101.83556,101.44385,97.12901,101.83556,0.38614073
641,101.44385,106.971924,89.08589,100.254456,95.28743,100.254456,100.64617,5.212677
642,95.28743,101.216576,87.5786,93.780136,89.231285,93.780136,98.74716,5.0978208
643,89.231285,96.65107,86.36911,88.0218,88.14839,88.0218,92.57065,0.14361526
644,88.14839,110.99071,90.46686,92.24614,99.939835,92.119545,92.24614,7.6983266
645,99.939835,104.597565,90.81795,100.290924,94.68583,92.59723,100.290924,5.919677
646,94.68583,90.75535,82.988976,86.85686,83.55615,86.85686,92.46195,3.9502838
