rps,input_size,sum_avg_power_total_w,std_avg_power_total_w,host_count
11,940930,404.5644907911309,6.69200382276232,2
21,940930,449.1570758252782,24.223110289274562,2
30,940930,485.0389933773537,49.55616163545193,2
49,940930,573.0053708649534,47.101798587877106,2
57,940930,610.4919138290536,0.2914532268660586,2
