rps,input_size,sum_avg_power_total_w,std_avg_power_total_w,host_count
10.0,563135.0,404.1566261866667,11.834783502275023,2
20.0,563135.0,449.1474157883333,5.175769258911689,2
30.0,563135.0,494.18218885500005,6.441174690556982,2
40.0,563135.0,547.7651046066667,1.1403655003566306,2
50.0,563135.0,583.1080230550001,4.7391710653330055,2
