mean_t1,std_t1,mean_t2,std_t2,mean_t3,std_t3,mean_t4,std_t4,mean_t5,std_t5,mean_t6,std_t6,mean_t7,std_t7,mean_t8,std_t8,mean_t9,std_t9,mean_t10,std_t10,mean_t11,std_t11,mean_t12,std_t12,mean_t13,std_t13,mean_t14,std_t14,mean_t15,std_t15,mean_t16,std_t16,mean_t17,std_t17,mean_t18,std_t18,mean_t19,std_t19,mean_t20,std_t20,mean_t21,std_t21,mean_t22,std_t22,mean_t23,std_t23,mean_t24,std_t24,mean_t25,std_t25,mean_t26,std_t26,mean_t27,std_t27,mean_t28,std_t28,mean_t29,std_t29,mean_t30,std_t30,mean_t31,std_t31,mean_t32,std_t32,mean_t33,std_t33,mean_t34,std_t34,mean_t35,std_t35,mean_t36,std_t36,mean_t37,std_t37,mean_t38,std_t38,mean_t39,std_t39,mean_t40,std_t40,mean_t41,std_t41,mean_t42,std_t42,mean_t43,std_t43,mean_t44,std_t44,mean_t45,std_t45,mean_t46,std_t46,mean_t47,std_t47,mean_t48,std_t48,mean_t49,std_t49,mean_t50,std_t50,mean_t51,std_t51,mean_t52,std_t52,mean_t53,std_t53,mean_t54,std_t54,mean_t55,std_t55,mean_t56,std_t56,mean_t57,std_t57,mean_t58,std_t58,mean_t59,std_t59,mean_t60,std_t60
-0.2671371102333069,0.22355934977531433,-0.29353752732276917,0.2245475798845291,-0.3067770302295685,0.22949618101119995,-0.3152547776699066,0.23759187757968903,-0.32197055220603943,0.23498541116714478,-0.3230981230735779,0.2389422357082367,-0.3225218653678894,0.24555042386054993,-0.3268393576145172,0.24712678790092468,-0.3332466781139374,0.2543032765388489,-0.335200697183609,0.25618067383766174,-0.3373030424118042,0.2613674998283386,-0.3434911370277405,0.2578827142715454,-0.34695887565612793,0.25298652052879333,-0.3522697985172272,0.2535906434059143,-0.3604362905025482,0.2546902596950531,-0.36072951555252075,0.25078025460243225,-0.3617033362388611,0.2536284327507019,-0.36480405926704407,0.2573297619819641,-0.3706033229827881,0.26136597990989685,-0.37386149168014526,0.2617332339286804,-0.37708842754364014,0.2533983588218689,-0.3755543529987335,0.2541314959526062,-0.3770964741706848,0.25888147950172424,-0.37745919823646545,0.2560129761695862,-0.38438645005226135,0.250240296125412,-0.38913002610206604,0.24478837847709656,-0.39389318227767944,0.24678868055343628,-0.39826449751853943,0.25191909074783325,-0.3991323709487915,0.2543836236000061,-0.40015751123428345,0.2605295479297638,-0.3974442481994629,0.2602248191833496,-0.40002402663230896,0.26410067081451416,-0.4013034403324127,0.2687776982784271,-0.40256983041763306,0.2699660062789917,-0.40576988458633423,0.2749128043651581,-0.40821295976638794,0.2722700536251068,-0.4062463045120239,0.2713679075241089,-0.4087982177734375,0.27365002036094666,-0.40422263741493225,0.2781423330307007,-0.40489307045936584,0.2880209982395172,-0.4064512848854065,0.2962552011013031,-0.4057447016239166,0.3052946925163269,-0.4081435203552246,0.316896915435791,-0.4027290940284729,0.3225317895412445,-0.4069582521915436,0.31893256306648254,-0.40978139638900757,0.3114084005355835,-0.40968748927116394,0.31042882800102234,-0.4098038375377655,0.3178090453147888,-0.41299644112586975,0.3285207152366638,-0.41944533586502075,0.3337959051132202,-0.4222077429294586,0.33788520097732544,-0.4190303087234497,0.32993045449256897,-0.41329193115234375,0.33088308572769165,-0.4164407253265381,0.32980966567993164,-0.41850602626800537,0.3321398198604584,-0.42059919238090515,0.32933735847473145,-0.42113053798675537,0.33552494645118713,-0.42502281069755554,0.3273824155330658,-0.4285949170589447,0.32601702213287354,-0.432746946811676,0.3333945572376251
