mean_rps,std_rps,lo95_rps,hi95_rps,mean_z,std_z
77.32627868652344,40.51181411743164,-2.0768769836425776,156.72943435668947,-0.432746946811676,0.3333945572376251
76.99101257324219,41.008121490478516,-3.384905548095702,157.36693069458008,-0.432746946811676,0.3333945572376251
77.37664794921875,40.04267501831055,-1.1069950866699259,155.86029098510744,-0.432746946811676,0.3333945572376251
78.0730972290039,40.158294677734375,-0.6371603393554608,156.78335479736327,-0.432746946811676,0.3333945572376251
77.69093322753906,40.02801513671875,-0.7639764404296869,156.14584289550783,-0.432746946811676,0.3333945572376251
77.44027709960938,40.310821533203125,-1.5689331054687443,156.4494873046875,-0.432746946811676,0.3333945572376251
77.18623352050781,39.97069549560547,-1.1563296508789023,155.5287966918945,-0.432746946811676,0.3333945572376251
77.12174987792969,40.72166442871094,-2.6927124023437443,156.93621215820312,-0.432746946811676,0.3333945572376251
76.64935302734375,39.733428955078125,-1.2281677246093778,154.52687377929686,-0.432746946811676,0.3333945572376251
76.2158203125,39.56771469116211,-1.3369004821777395,153.76854110717773,-0.432746946811676,0.3333945572376251
75.71189880371094,40.463104248046875,-3.595785522460929,155.0195831298828,-0.432746946811676,0.3333945572376251
