HashFunction,TotalSum
de2eb132d94481dd04385dbacc8bd76a1f628b6b3cc0868459de56eb13cae6f8,20072
4336f8cac3779f6549e5525bd90a1aee473b858f8a4dd33f4de99ecdae005ac6,20072
78d6a954fb4b3fedfb0ef88f2cbcdbfdc73d9319b29ecc5549d7ed4308319f3f,20071
42ae54342b6cfa5be231d2ecd1ac02cf8e61a8f9dc5b56a5f42d69df11f9d8e6,20071
3c4cde97cbebd25cd8ec72765182ca24e46e1c194a3860d68e00c86009c54fa1,20070
826554e22e62a2ca7c2e79ba5711b0eae0846b85e914aaa60da4025e6738e1fe,20068
9c8b8826c1e201e2dcc2a381e3c396a56785d0c4838d81a45c2d5c3e1846a690,20066
96a813b5539e87e8083055c7ac43dfaf165ef2ef96846b80cce50408324a2b1a,20066
7aa2a0e849309487d634b84435e23418bd33ec82871f0efbaa776118e7176441,20065
7ed482519e83322eae2c80db5a845264313e8d7ad3fc940ccb9cf385d9a431bf,20065
c214a4aac4b5b0f8c489ab807f67b3020d0cf1a6bf8923a93dfd59b8ba713362,20064
d339e0520e5ed28d2972003fdd446b82b6f11d3fc3bec90faad4f343d6d8c9bd,20063
6750c8b21807b51813eca0e7054ce7ea89ba8b97fd3b972cbe00edf63ca2ab0a,20063
40cd15dbccaaa5aa8c032022931ed109760873869e8fc879a393869a3dde6075,20063
d4f6b0a501df77fef3ad1fd3b5f2ffc80a4386f0faf58a408831f724f50a9897,20063
714599b2e4f217640cacbd1becae022bf347ba0e6de822d596f0156c6c131238,20059
93f160515480ef532545f4458dc2b37b9762028d784d0148e4d2619afe41c08d,20058
a76b83d36077eb600e009c6c56e41c569e72a2cc1c100c1a0cb8e5164341a92a,20057
0d4c72e1975a58e17f74453dde00f893759696e9df3cac6da6ffc6dd8d25f308,20055
71dceba0521c8eb4e479d262f677373962611b902d119bfeb86a68b5526a2945,20052
33cf1da17e11586451a0098c85ac4eca365ba81621f639a8cf63bb6dfa3dc5e0,20047
e0bd0131285693721e177549776b7ca29ef41f3a660aa4512d7e825613cd2a18,20047
5860e64e3136e32ca85d5fd01e23867621173039ce2a49f3eff94d07bab22c44,20047
86f8e5cce5f4715b0bb8498063ffb4d79ae50fad46267503b694a6e0c6b54eab,20043
e5a725c354a137bf8ef9125d9a5a138f344d77053b6e186edb00e25fc44ad606,20041
0afef0fdc4a9cf49677e51c1afc06c6b939c5427b1ec1cd495dd525f1d29755b,20039
f8688c5c3de14cab825f5718fcc67789c1073c4f5387e68d20a2ad8f0161c73b,20036
d11ea17d234c3618138ea115345bd472b74e796c7c767bb8ac59d47997f4a3f8,20033
2917317d9d0eddaf4bc5306f0a751720c73d0ee0f1f2549e19b75c2caea3a75a,20018
862df3d0ce2ef186a643d24972f41154a777eb5f416c8b5e58969831d974fb0b,20015
8689c15f3e757387dac33e00adad447c712932ccf7e0d5e3d5bc21b017801217,20013
f8183f6947360db0d14605ae050ebe1162b78a93aab5c03e888a480d6c95d3e1,20012
bde70fa4b022720a94d29bca54f1456d522e7d7442510afe77c7407489582583,20012
319b18a5b988b13c2b0914bb55bb45efc09ec5906fe8888dd09c12da4d8680eb,20012
0850f5ab3ab3d1a048e6417219f2b95c721713d8203187e46fa44b41f3ad19cc,20010
21376ee54879ca7ae097fbf0de430dea6cea36b684f39b578d62c0718b28e407,20009
8048920f6a4a84c85601182e7bb5129aace0e0de5959004a038b86a3408cae74,20007
8026030da91dcae24edf7a8a072271b7884317bf15020d9336b3c7bc0470e145,19979
a4ae00ee34a3f1dc51025f7c9a0edd94d1209be51cce458ce756a5c5eb313cf9,19975
01211bff08f6629cad6b2e2b157b6caa3ec01ca69375733097ef6a680aa73176,19965
c65fa20d6731226bccc159e153e477b52edca0bafda098804258e66fdce5f8f7,19955
9c5a33779ccde68f9ace2ad7ca3349578940dbf13c6da4ef9f19daf520cfc90c,19946
7bf1969c281775f5668db0f80c15fea4d8aaf7f271a10fde502b187c95960dfa,19927
74c8fa3a911d7adaadb75907c159203918a922be912f5fd3e0d88eb974dca4f2,19917
d1a1bf09b3e5c43f87b60a5215e99f0cc09d61f5af4d6ea2b3afb2a6383dfdf8,19915
05c7296187d09136801e21617967259b5eb9087d3698e827b3d671815a4428d1,19896
299ef26b0fa88f16c0fd4ccfbf702eb526fdef3973475b2b3d7c11df203b59b4,19885
1f99eba3e7f8f159efa702700273e75ec6bc144a7394a06d07f19e7667ca14b4,19881
7bd3dc65c9a22743f74a00c308bb3ce9e056f273c7ef78a3a7f3390d6ce89f63,19875
493f31762befa1316a08e70ba1628c0071aa5846c59405fe8c55b6b491c3e7a9,19869
5a5aca1d79604c62b220f2cc449ecf14a83e67ab1402364e2af51fcd12255246,19869
cd16a16dcb492a35f7d9879b20ff9431a65a3431119149e6710ac4fe4e99efae,19852
8a52c956cd5eea0fb23d2c7646671ed95f4db08cfbe485ee37998f21a2aed7b9,19851
af44c18b5e43b81dcfa92a3073ab948debc30a822e0084fd10808496254b9c44,19845
8246331dd5d62cde272fb84c3cb00ea8b78b6cf81b4adac7865f8dcde2e25e54,19831
c5c19efa507f8ceae49c9ffd627dbd72d9d161424f1d0bfc8f688cfcb9479da3,19830
ad0d0a6d78c631ff7a60ce54a706a67808e1481706f73423d2acdbefb632e3c1,19829
7304719559a3de67d336cac0df3466cc4b37df101a5dd368e9c772e5f1dd8a13,19829
865edb222c1172547a12d406c65abd8ead26ec16d1a4a7aa6efe61b64174488d,19828
08fa6b2d1bdd86401e6c463974e64ea36d1fab1d34e2650da45a115fdc254a78,19822
ed37646d0acb51f541808d1d147725a0879df619ca80520deade506527693fcc,19814
74c8770746a916efbeff49a23714265679c024fcd70072a26077d0eecdcbb3d0,19813
79bbfaade3cfd07f2a4f03660c19c1b7a5ea05e84b7fcc6295e89bb6c987960f,19806
28f8601a76c73de117c3b723f91b894f23034701cf0eb7a97cb091f3368e4580,19805
7f89c44723b87164fc87b7bcdcda206327b082a4d4c5b23c3f55ad5d8844049f,19800
a904ffcc962cbf0cb1977a2fdbbd715c3b6cdc18382dfb181abe71eb31e2e234,19787
f5069d0c0be2f0d6797a910c9bc4dd75254cdaa39623250b8c03351b23234b3f,19779
4a4e87f8c90608c564ffe88da42ed92aa93d6093d475f754a015be99ecd95ba6,19777
aa96b5b81f8a78a81d3d6b52a599525e43140f673144b9da5407cc540872ccaf,19752
701e8af6f7eb6dc3ace83412853e01d8c5a37fcfb74580cdd0af4f70f2a30b56,19745
65fa1f89e488f7224b919fca5014babab5e7fdf6d4ee9bf618f2e087a617e90d,19732
32e5f7ecfc8213816c6b21ae7c4a18694b11609bca859a2db9c35146640faf77,19729
183cbe8d6f61034f67f93d32e26ea422f83619d7690dd7019438cfeabb46cf36,19725
90ed78c3f0e81ef3738749fcb35260b03bf73b236b19607f7f07640b794d68a8,19720
2c02d66f20e07a5e6333a001d604c7706adba47820d7b2bd76a06ecfd5231a85,19712
ca3e40cf9bf8857a6e7f5e5d4ec3fec2a32867d9e67cef0da6fba014de6f5198,19703
5608845e27d3891f67649a3b50e4dc608f4e700d6ef24ce8e487ccb88d2de186,19693
6aaf4a23e732a434aca077fe451aa5378ea1e1bfaac3d4061a668ca7322c8678,19686
c212a001a984509afb39a94e03fd6ded73c70d98135836a436753c9454f604cc,19666
abdfa4176d9d6c928092088cb04ced9e324387277df3b99795ad716acf30d5fc,19665
7b6507784acf1523f26ee80bb665dd2b03e5873b9e2c77673fdbbac6a2e9621c,19652
dc20e0cb051adaa5474869b2f5ce9bfa6d7317dd5ad6db884fa6948fd2fc9ae8,19642
6d768937a9570bbc47db4240bc9a3136d156eaf93a22e08635c7022493d64b7e,19604
9b84eb0739a90d78358edd5f8c6a8bf087723b53546a99d95bca89f7091783ec,19578
0c4b81dd7a18dc9914247c6839891f24e1d7ac8c28c7678c206da9b4c42851d0,19578
fbb7839c53690432cf4a58437a730f0c7ee7a7352abe0e829e7b31d7f9720cf8,19513
01d59e23969b913f5dc51a16f5f230de97f4ade661287b71eaa4b914e6726375,19509
a9116c741e705c5e2e2387908cfb16599f591affbd0e45301bc1d02ad17e8f7b,19509
8ce5aa33a491ba583727dacd07a6a7070292b596612ef4ef7713460daeaad235,19500
b0fb9db0af22eac04e829bc41c56cfa59dc6c95f057ac79b9677ed8b32122543,19454
0499f943adea36cf696687239ebef2f61b34568dbd3fc289d2544aea2f32461a,19445
ef78a723c9b097ae910939d4442db5afd25c8c66b6a938d94d52858520cb8fc3,19433
ad775da6c22b02e78b7d931561184d2e9440ff5c9d3090375cf50783bf1572ef,19422
4112cea1c580d3b1fa2441a6d1824c1ed633f166c4eab7d7cd66d7c6cb4d361c,19416
57dbff4af6c111d8f69248205cfb173790bb7ceb39e61d7382f7a05a5bfd2a4b,19412
51a3ff41e61e57790de082fa3ebf5953819700d5beb4acaae047474c00684514,19397
97b704cdb1f69b6f0b3648d900ec946eeb0bda98071c31814b42067671e8cd05,19391
1b9c4adf6bb56eec72b4e465d9442f4a33110ba29609ed837b784b08167553cf,19353
a1c8bd1142df5c6b5b35607522651b28f10a307608d1ab83db37b663366607a9,19348
21f18160f023ed19ce1f39c517ecbc84b45917e565d10c70634c6d4425b75bb7,19322
9242eaede8ec9d7d7c3189363874b0eeb2fa6842d10956627c3b6c3e4faa1fd4,19321
571e2986898479d30ab7140d46755eb682efc33787be27fb186a7bc95583d102,19318
89f2890ead5ed576ea4155be40c559de8aa274f6c0eafdda3251fbbcf0a32388,19297
52a859e71c092c81b56b3d4ea5d32df3ce93a5e9b6181191ea8946093726cbee,19254
3adc17bf1512cdfabecf472a5b9704c4bb0a94e5443431e6a27f8db197168508,19246
9638eb48ec234daf467eee45c85dea9b16d7cd1dff764c93f1a3bb9cb19ee52b,19221
0053345fed1d23792641471ee6c502540c5eb95831aca9b58b665161178b0187,19219
f8660d86093427a7ff76196f115a002b117953260ba68d1bd00e0957619eb0c5,19217
f4b7a22596ec9a9bd2412395eb23285fb265520dcc582d70b40bf823e628cc3c,19211
519315ab173cee22a31abb75ab689ce36be88d88917313ae0b1760293d6cffea,19127
b728473ede8f4cab632ff42956be677909c35fe6973cad34ed4f83f3be667f27,19126
c010c380f0f37f25ac5c89645d592eda3e3f03f61488730b943e8dfdab8b1edf,19120
cb92bc3bb120812c51aa4a2e54373712b497235dcd70e6ce60299cbe69b477b9,19118
615d9f9917c1a8b3587a9d48ba5f7c55750b3a75ccb97b5f539a9141ae811209,19111
601030a5491b4558ed54e092a4fb009c68b0bb5892b6bb2fe674f5356855de79,19107
10465ec62074ed64926a4039abe98b8b962e88f2733e121150398f0cb625350c,19106
0fc38b7d6bdb007cb28196a41418314da2ef8ce7cb853a271aa6a6b046edeb14,19105
465e55fccd8cfd50b9af0c7206b8e26fc06c67826e7ac83ad9fd61a6bc8c3a54,19093
69036266706312822d0df412a28cfe155d1a6dab621cc931ae886a6acd471863,19077
8d1226b606bdc875c2adbc045a615b8ebc537c0253f7a86a2d852691faf05d19,19075
0fc3ccfd8cece958c9d62a3912791bb3ede59333a2af9af588838dc53372dfb5,19070
1d323be18605efe0a41f33e4e52536613a1e9c26db73a42bdd7414211d3f90b6,19066
ac048bf95ed739b2b0b299af4023b4ac48492efda2e3dc6ec214af5984439fa3,19025
1b3964a63ce46df47d6df1ce092ecbb1caf1c923548c8654febb7257cb6dd610,19023
5275206c06dc5be9d159c1e157c3e9940a671e40ed9a26339da5a579e55eb8f5,19011
42ebe3a22e1371bb508d694efacc2e304e94f4668581f90282b8d67b0ab32d85,18980
da00b03fa176c7334cc9419afd5ea38f466f0ad417525490d55e3a569272cf78,18969
295e8bc0587aa464cc3ceae97b8c85ce93e74b8dedf7e35383da23705dd426e6,18940
bb82078befc0d8435413507accd97fd307bfd9cad958228d1605765be382bb6d,18926
df59d3e5bf19068ce0db019399b22e8e82df57381d9d25618ad5d00198912b62,18914
1c65406013430bf45accf724732af7a23409f6916a03a6d80289203db4a80a21,18903
357b952daf4c76700997d6b63973cad79eaa37145dd73ab34e42efe7b1ddedaa,18900
0e6e47496716675c04534acd0ede23ded51741e020895f631d0fa23ef9d2eb7d,18885
768a629fd8b7aef7a930885cd21d39887ea0684c2b50a58613883a9e512a2f7f,18844
dee8e407a0fab2647551e9fa376a7fc15314506333f56b30d9185f9b98162503,18841
d1345f89d484c785f475e83aed0f6802884b9373c143257037b6c1b043949a43,18831
375d6f9a48a5f652afaa243a9a552e8b830294dec7a21cca98f8d4986e58b939,18806
a05da1375243add907909066b9fdae787f291c8ee93dd82b1dee864a0f50b471,18787
535dd3f31d2ea41626eede19205bc94c29ec7da486acfbf9117b45244028e3ec,18787
4fa698f61cee00eb317dccbab3fd4a32989370244bcb6d599e753e8e8ce860fb,18787
5f99f03284a7863f24b5140d69dc0781bd41c83e14e3f9da8bd69a397e0f74d0,18786
b62796ae46e91ae0412c588aa6fdda16e04fcae47310dbdc7484c6df71d587b2,18776
a320cb4c691bd65432a69f0de855b6b05064082c2b1771672ae5123994d8b80d,18770
e10076528ad001146ffb4984decd79bc487815c88c77926b34eae04d578c68e6,18770
a7d752a9d504c49e4845697b5f7f1bbf79a11452d0a4b52b1498dbe0c54834b5,18769
351f766acc6db4b9674f49a24b2ae75b4c24e70910fcce3d29378e6714d1c42d,18769
1e37f16cff64e7fb67f916d9636d15858451ad6f87a643ee2e1bfdc5ba73284b,18759
7d8dd0d124bda74c7d3aa8a60f5e65479cdc0b4b34d43153c848eebc11381dcb,18759
ee80c5795922f5a1c1d52c397ffe4ff18e15a98ecd7a7a6857d2545993e7ec95,18757
2b882c2791864a07c8092f02297f014677d5e502cd4731b4873799267ca061a3,18751
5cc1e7a1233efdb2b3dfb28709b8f4c363523c6c092db7a595f56ec231355320,18748
754a84dd3bca4435ac34c014b5c8ccd6c04e4cef255068c79e8a868dc3d5ed90,18741
c738e44a480a74c25e71dfae5e23367ffd7f15633dc0d713a73123b416f6d768,18741
00c5c15263ebbcb3ca37c55883ff8c91f53a85e6f6f64e543a3af21961bf2be9,18741
7035c4390c23070a41cc10c42c3c8a6c2224ce044a361c5f674602526e317f1e,18741
c044261f968e8d9f09a9b871bd13734ee70f90d8431932a1962a0b1cbfab4b3d,18741
5872e532c038a28666322bba0140b520e441b850eca7c2c53ceb21debd190fc4,18739
5f6d5a8cd70e3559f23e1e546c0e4ab41c8084b1eb959e49d11f9efc0b2a1721,18723
767c668750602c323504e3213bbd85dadab968d426636a5ca100b8c7f2e4ce89,18718
a5e7b46530cbf534699d75873272ab914962d60ce85cc3b4b43542eb5d3236fa,18688
fccc1e824099337c5d21a30934c79f75c8929e86576ae5262b6970adc649255a,18682
43988bf9087a99bd5ecbbe948bd1b13722fa217f61018c9c0e642dab3d068c16,18679
8ac025d9f1a928e5a9239ded7566165979dae02665ff0252f2ccd54e2d3cba4d,18676
1d33ce652ea749e32fbe7cf2c1be8f50bfc8593985928d9335c176638eed3f01,18675
f22d8cb6095cb187fa3dd94977cbf202e5176a2de84c4e86885164020d4f09a7,18672
dfa905705dec3ae7b548737834e22076c1348393cd77769ed7ba51b31c6dd703,18671
fe485a4a2984c734c72d3e96d2ae1d54910b2055c6c556d78db59ec1cf3ac588,18671
d3e1d3830e4a5c59ea2bd6fb158767202e6ffcb2e58bd9353954541156d0c16a,18671
7a84c5bbb4776de405cedd05496c4cdddf9b3bed3d00a0a73238376ccd94bb17,18671
bd40f3e37db395fb554fa82ad9859b5f530ace13aca8f323b7d0d1f617b8e2fb,18669
53333a0954bb46f7cd825ceee3d347544074a759037cd59b70c1b0211bc05441,18664
f1f5fb1bf910bc8327c82c750a9b5a4b3f13dd4838c07059ea45cebe4fe8956a,18608
933019646e55c611e597348083dc142651958857e3007313d341befc059e6298,18592
4f80fd358a2a1b01e80ce3ddebe5d7e1e93ec5a63a28d140069aebdcd388c99d,18592
8be924adbf769a5499e65ef8bce42a890a8a9c24f224f17b21f6225fe46468a1,18571
2a985128eb1b368d7f2bdaecb65a86930b5a60d62e64ce67fce91c776e3b548b,18520
088bb7e9c75e92deb18917e8292394380a0dd27817ba8f3563073bffafe4a390,18501
b80a9da3629de8bead503683938f510e00ae6c9222e66af745756a39d3ec324d,18486
b27bcae0ffaa67a467655e0cd83f97bb954dcf958aad8afde98202a23a5396ae,18470
33cbf5bdcb00305f16cb6269cbff7c3f8c76a1185d5c7d685d69ac9c3c9ae3f2,18443
e571254da9d083b50bed2ad279e6db57f9367caf59477aa88d81f89ccbabed9a,18428
d17b33969accaddc578bd0c93babec8e395bda1ba79fb0464b64660ace5bb33a,18412
d933a5cd57d39518c69af37e28595b4686b6a980ac81f6bc75f8f0848fa78b5c,18400
6c5f33bbf867a72784318c487e13f9aee4288d7e77bccf30cae00c032f0a0a13,18399
9c54bd7e7566bac68ca28d12ba3343d97991350ed651d509272c40e931fb9f1f,18378
9211a57decbeb62ee0f11785be5bc7615f212eee2030b3e6df3a776710b84494,18365
6af4bd00f627afa6a96ca2a5421eb302ce43ce5e4d625beaae75a1a0f06de7f8,18343
0ca25bea6b7066e22cd90cd1d7b791fcf1d175a5758d12f0da499e39a8a744e0,18342
06b6cda840b02092c177bcc2914f72312d4f162e544e3921ab7fcec5794d9859,18319
086fd696427e1d9e7d3fc7ebf2b0a73179dd082174a7d9c53cf04f047d2c02ac,18296
c8a6e5a422d033ece84fca7efb23bbe77c367118fdf7f45d08275850a8950d1d,18294
1d8c737c58c49a76190042247f581bd276cf26f5c4d904aec29c3a0721ccf5d0,18260
7eaef40d67ba293aec77ef977b629ac89b208c1400c576a6e6ab56c29f44dd64,18240
7fea35bfc5ea799601d3c0067d19f28c2108099c1a9b6fc9b9b1d70cea6925dc,18208
da708abab38c5079d73b8d7fb465613ad67c2c3d032ca92005ca959802c2daa8,18206
996d3823d55a901d41265c1e6fac9839ce3aa35a54e877707a6e749a07562807,18186
2019f8865366156eccf726c1d6f99c0108d0a9f4c4ef719e94a8419908e29344,18183
9206603883f6ef841d9ef9f82c44b3f26828c3878862a2d9cf074f6dd615369b,18181
93b19e7a6ea126f6c591840bb008e5e0fd6c622a5e7d13a2d6f3a68d9fa85b6c,18166
42e01efa95362e3b07f674f229fe767fb6f79b351b0f3d60cefb021c5e2ef972,18144
0d729f8b9b28e542b8fcdb75f5c10055aa428cdcdf914842af822b4e7ae7b4a2,18110
fc4a65865917071f6a82ce93f99f713d2ad5aa87a293d49c65301ef734e3d896,18103
5cb8033fce5fbbe24ecaeb55097cdc733c42c098d2b32b342e1b1068a4e51afa,18090
8a5bd040ea28cb2e40913924083d3f26997f1ffa9a58badd05b2c240fa07937d,18090
86d47a4961adfe1f8f4fa7e275a6199214a8fb6cae99742d33f1c654eb2811b5,18001
3302afeb58b3f901e0076e9a969ebc924242aee5cdb189c4989517fdf0769654,18000
f46c8fd20d8f5f5ad6c60d5b696222239ab78dfc31f618d426508e461d7eafcf,18000
576985c822fb621ddb0b30f091e5b8a998cca5957c0889f7893430054dec0b68,17976
87c1afa383cf31fe02e17d1b0e74f7645585eb5e9d1a890f9bd1b1ba805352f4,17960
7dc5aeabc131669912e8c793c8925cc9928321f45f13a4af031592b4611630d7,17942
0d2362c0f0eba69b49d1b57ab7357df96db17fdbdf0def63d05a83e739b37766,17941
55e3d3fe9d6e0c052f9a8f9374137f829cc95c756b1cdf32cdeb14c2146dc298,17938
b358bc024ce85e659d2fc4ad5ab2071a5ce00a7c1c035c48f628ca45cb4157ef,17882
5d764750f06b17804ddef873fe638a0e2a3add682e95a2df729177f7b27fc9d3,17875
bf6885a5e2823b584b24d1e8edc8bac64bb6bfbfb7b155eba82ffa4a61333f3e,17869
3de51cc0139e720b56574e7ed6644b90552ca8200f6476592e8c86b83f641b7c,17848
7bc15d18351742fe12752206443a167a2e94506f3eb8593d023cf16777e0a321,17826
a3d2f825cd78cde9c8b508088fd40f9f9e0470f549eceadce50d7b475cbe2d6b,17747
c910b64b6bab10c09b414e9905f78546ddc09db18831bd0cfd4bdd66fe2aff20,17733
0bbbcf9cf94f5ec40d2e44931dc8c6e4ee65cab02a47c7a09123de7e1d9bf9fb,17727
c4d732bc763aa42de9e2fd150c299ed9a496a40bb50292d72a2b78bd882fb7b2,17693
d3b6fd0536c0ebe79c57b9499e4d8de7ad194988524cd8a924c178b223ef7cde,17684
2e677a96946e00258ce295512d26c07a9609e57aacd884d953e27343ef93ed56,17678
1b41fb380968e002e482684cbcb6cc527eb3c3139753ea28137bdaaa14d6f2f1,17654
6eea56aa408ea3d23abb80d950be70d176be72a25e6785a9c5b0c94fee9e4702,17640
7a8dc676ae202a203a21f5d0f810a2129a2051484021f7647dc499c29039e1e7,17627
1dcd94aafa7805f176c703bd7ec7f50f129c4cf2552bf9170468409f671c215c,17595
9b4bd2f673063e3e5bc8fdb0b05df2ce5ab1e7b88968ce0cd44aa7001e4a4cc9,17595
ffe46b37aa9c46fccd7da34f29a045ef4f52dca4091b62ed2414d61ce5a69818,17578
5b905ec6b54fb3cdf01f5f79529060545565b707766cce3ead84f5232b0cd8db,17568
df3f4c9ddc7294316fc419e87425180ff2c6fa52997f4e15f2561e0bedfcbf65,17561
7060dbea4d44f0bb566d4ee9dca08d652ef4d625b28ea662a1c05d57f94799e2,17559
2d9e47467e3e3d544e4bac73dc953a40b20e49a541e9e4eeb4ae4bdbda715423,17546
fbc105734feb833bb02930e6808955a2e9fd126271ec3d4f93e2c31adb1cc273,17541
7a9ef7b406ebb87797ff38f71a09b0e538ead32928aaad29312e91d49567044f,17535
b508eabe505ed8a26702646132aed494fc5f77ff1f244241d3ebe0baf92bbc23,17518
8cefc62a5724f6bef7d75954acebecd9f3803338dd5f6c45561e14f7a2484591,17499
3efde137b5cb1f5f208cf0572e7478575321b2b41a10f2d6afffcf1a6db78939,17493
e8001c23800e9ad2e28133457ad17df091b24749282c3abfe5461c9e1cd8199e,17493
b71bfe06726a01f71c0dd358d7b6dd1aa2e06a3894d99e8dacca10ff15cdbd9e,17486
007182c6d0eba448c80a77130506795dcd87ef0bb9a0518ef6139eafc97d9b69,17468
0c99cd17a051be101dd9ca34db6eb378ae2e4df1eb24250d2951463809c70382,17460
8708a8a3a7c237d99d1cd3b60e5d2be66573e0bdfae7316f57f5df1d14191618,17460
cf688c1a1a01b0f9f03a243d78f8ec37ef63faadb81dc512b94556bbd3940b81,17460
0e8d2a304dc40d1664683d92d15f31c21b87bb75ca17ff1c31dcedf2fd032977,17456
99875ff7c5feeb33259b25e2b104942691d37b5ab322ee1b0ad4d2f895177f4a,17456
2210b489fb73e61ea0e4dfd00c5ff147a94da563ca8f189f11e46682c53b85e7,17447
0047d6dc6d0af961de0fa75807fb6b6a81b121e991a8571366bb9c103089e91b,17446
8f8ebb7cd8f848f27f13f153232a26cf5c801f1dc3f6c95916418799c2e82430,17431
3a123f76c24d61ec715c736de2d9b1d2c49d96ee01e2acf5937acc92a66302a5,17430
a5777aee498b3395b16e7cd7435ca0e47a83af74827541ad3b3bac21913c5c78,17424
57d6eb6455a7c4fb359c74005f4d7ac6a78f9e7e160165be0c2b29b9088759bf,17380
1672d7ed2dfb7aed6b489fe8ce88006b7764fc560314ca64b9652b7accaf1d70,17364
85951a330cac38639b44a0550b8995db964cd805aef0b129d8baff47b88c23f0,17355
e4581f62c451eae59d8f9d0cff444da90e3e9054f746763eb3362198bc370030,17337
6472da9fa58ba0ce9381ebe88fa64830e5f483500646ca55bd8a9345223beddf,17283
805207e05c470844030f93fd5f1551b23aa141e79112750288a7ba6911cc96aa,17265
4c8defa8d795af45cd550ee4280e2942d20dedfaa5e0514966a5421714059921,17263
e1aaa764897ba0a3b4fa88c1b1640e755b53a1c9c0cae92fb932b01a27eb8c29,17263
0b5ae901e9603e4c84a566b2a2e0c581f422a0473cbe5d7ceef26d065e7153ae,17258
96d806d8e53605b0bdd499a6e6c7c1fa52fad1723f2374bf988604db68b416ee,17258
14431a6eb11a5baacaf9611e8efb4436b1cffa9f3747c0142a872bc0af8e3265,17223
e4d038090ac43486faf58ad02701617146c3d7b56bb91ae99e34b16bc64bff22,17223
c3c290579a1cc7f8e5f114f151fa4653195c5f6e1aeaeb084b4f6c47def29d12,17222
cd6f6b5adfce675df5b2e00819ec6e6bd2cc172a30af42d818185a14f67b4af9,17209
9adde4c7561cd82201669a2e1eedf9e4816719afdc13ab99b6ebbe9006f85664,17196
1195698f78202b6d387f3c770b9fad6ad6b174c532fd5cd133a6147ed8d5d332,17190
44cad5b6d7a0dfeb44db2e56cd722c4cc2cdf4990610015d31c7ac37821c99d6,17185
facf22e5531841a958a7a57ae979a1ffa52159acadc3c1f3c6741fda6bcffe82,17174
bead184074c8fafcfb13577acfd7b4ff96326562d27432bafe849e4dc2bf5ca8,17129
8929d790495f6742c9ac710fa425ace4cc205e96c21255e5795989718f9a62b2,17124
76f8aabd28f7ab0e10f9373bd80d40b4d3744e9046b73444dd481d6e52e684f1,17108
93fcc07bc6da5ef4098cc831d32318c240ca8b41cabe2e230f458d072940f1ce,17106
55062e9d5f66f497adaab8f6613cbcf46876c38b79cd525f79807d77c82e6063,17072
d171f2a3129ac9fb6601504556cbae9d90591e2a2d2203fd5b8ccb873b31ffa4,17065
7eb4105bb5956b7db74f4ee6bbf8a699afe5ff4443de866f7a2cd9357c4a2661,17046
a51faa216bd01d266ea03cafed5441b894ef43d347c93e082b3af1deb9848dce,17025
4a9fe59950e1da6f01f4d46e3b3c797e541bde3cad566c2da0acefef5e894317,17016
a33d7806a760b89ce21dd41373ef92be4820b076d34b1f5db0d4092dc56e74ac,16995
4b4bbd1a38893f18910aafda037a32aa6c3c6897b34cfb3c7bab95d85a39e5c1,16927
8ef5057fab1149261282b7b98f1e32182e034faeecd8768ba6b21fa1a01a46c2,16894
f4911f3a4df48ecac380d9fad746326815c3e30cadd3ccfdd841cee2fe98c5bf,16883
5d566af69117689b49ff6dc256817e1c9c87b9ef7049e1b36bdf17dc9a64e5fd,16843
45d9223629cb6d77812a3b45ba83b87fd477fc8f754d4fc0e2d58e94d568d74d,16839
10142877e428d7d8963a7f7bba923c30da4b704f3537af2c9d2bcfafec638a53,16838
bd159fc792f0997f0f4952b6da2c0482e0b5cb5efdc06d2dcbbbf993a4c68a6c,16823
309f68de46e5a2bb1451e171f65e586ec92786cd15ed725f8439d268a4c4da75,16823
83573232c4dcc06bfab072ecb288e013d47c0cfd1f180da93dab0d99ea58b047,16816
b9db3d497cc649ff91596a43e196711cee010513c069029c5cbc00b9c2af7372,16804
9aa7f2e32ddd6906cb8603fb9ae319d48a72d8829c23b110292900f2708af051,16800
7f033245c3c6a45a51795837b3f7f85321087878e10164f68ad1b47b22fce3b5,16800
563526ec99a9a60016cd3a04804369a426fb78f97d5607836fc45fde909685af,16784
b52505800a804792a004d18184727fc3cd7125e2270cfc7f88fc1231810038ca,16783
a0c51bad291f7f3ec1173070582e31457e940e5181e31cc996d495d7867de35a,16777
02f6de01fcc078b4f7a38d0e9aef1073cd060c9d05d7ab96bb08d0763e619b18,16769
13e853c271ce348a0ef44785cd0150661b1e771256ee6a64f112bcb794bd6c09,16765
065e5633d9352c5c468056513dbc3df347cf872454d38cf49ebc47ee2d22ed3a,16747
efccae35f69594a28186a25bd2a5787783ab9219196b7724f315e9064179581f,16735
163dd90f08d089e2b10819edc680f145c4885ccf9772f16e3e81ace7d35a8a62,16733
39775f22c5fd86f50a3a6235b086f2a19ab28a19a0a6784f537e8070819f6554,16728
b72b3697c79f95ee116d23ec35229c551930fb4a0243c02b3e74d56581c0b334,16708
6a9089cfd5dea6fed7d382eb0683f7b1ef0e248dde5b7146f99b9c7c9df17497,16702
96a2605c100de579d901bf8894eb2c312f3707fa90bccc9d407ddeae0491cc6d,16691
425bd7809c38dfa24dfee5efda0004b28af59c6e6c8c65682ed19073ddfec1d8,16682
4a316131446d9855685abb74a35b8ed55520d9c3b8cafc69bbd7ee5ed214fa17,16671
