hour,median,mean,std,p05,p50,p95,true_hourly_energy,mean_minus_truth
794.0,276880.31541498104,282537.5434845521,20717.96591626926,255583.11545816017,276880.31541498104,322331.5131038195,260274.97941326606,22262.564071286062
795.0,230151.04229667646,229290.1983614468,9972.745489548806,215441.41574343643,230151.04229667646,242202.10598241616,226159.0168136421,3131.1815478046774
796.0,210737.7394060557,217904.2417642935,18633.520571988865,195997.4849168522,210737.7394060557,248808.86226752106,209179.07848387145,8725.163280422043
797.0,206798.660599797,212721.66079336134,19994.994072344674,192613.68288987916,206798.660599797,243730.07859861836,203326.71805109526,9394.942742266081
798.0,230129.082648053,228835.70491874265,6923.127373989903,217664.55521568202,230129.082648053,238675.05965257518,222526.7129119363,6308.992006806337
799.0,288113.1344628715,289976.0435657113,17555.976868295395,267838.9837519593,288113.1344628715,319983.54898227385,260701.69352976925,29274.350035942043
800.0,369980.2111607207,372530.962054737,13721.864409295475,350920.42184410273,369980.2111607207,394554.1196114684,349467.4679062527,23063.494148484315
801.0,452626.90230854665,449919.0055629794,5927.511543527726,440341.17012733093,452626.90230854665,456396.9997397276,448636.23488564877,1282.7706773306127
802.0,506117.05896138854,508278.04348315916,7604.149344860167,499475.89301076735,506117.05896138854,522475.9627202612,472074.0678515257,36203.97563163348
803.0,518955.7294848521,520473.73758539406,8454.764559460273,508661.5385170533,518955.7294848521,532836.0474011871,473048.68256473594,47425.055020658125
804.0,501287.56081332976,498685.47169147007,12740.56028127156,476837.3610139538,501287.56081332976,512094.7107246113,484629.4314239398,14056.040267530247
805.0,491324.4261370949,494674.58234249294,9357.391363102031,484736.0861060029,491324.4261370949,513147.6813863145,459713.12906928285,34961.45327321009
806.0,487246.71781990584,483423.5878548501,12925.050955420425,459240.7499948805,487246.71781990584,499371.014592782,458029.9573796792,25393.63047517091
807.0,492680.6312658019,486680.1871423651,16177.80740309492,458239.09062681906,492680.6312658019,503441.98016675335,487787.01766739826,-1106.830525033176
808.0,487850.6299700797,488157.70457703655,12514.620525302995,467945.53255946125,487850.6299700797,509991.1967283446,499535.8910594384,-11378.186482401856
809.0,499782.9960856502,500700.6282605699,12691.261378339163,482531.9577618799,499782.9960856502,526655.0827648335,500562.49017472623,138.13808584364597
810.0,518143.0776156579,515822.5148395548,11954.203846364999,499844.7726632671,518143.0776156579,532128.5162562222,472192.1192918371,43630.39554771769
811.0,542578.9235166064,540820.7761786905,9539.70506430149,522904.8642614151,542578.9235166064,554120.3596475729,506414.82559910207,34405.95057958842
812.0,564516.2620499736,559173.05153578,12962.768631914576,536548.0899461957,564516.2620499736,572960.1445775969,555589.4843679402,3583.567167839734
813.0,571293.5066371768,570745.7813725508,13020.97988602787,549370.9659547432,571293.5066371768,592199.1983082605,558909.101098473,11836.680274077808
814.0,554986.6757806183,554796.7295269914,10717.206434683576,539682.9727178073,554986.6757806183,568732.3356942405,510427.94567670656,44368.78385028482
815.0,489425.48882736947,481199.92453773064,17555.35331049592,456916.5836491032,489425.48882736947,501060.798374179,465657.1845621122,15542.739975618431
816.0,406603.3596320136,404592.9071492054,22777.249381768466,365357.1190377785,406603.3596320136,439653.2043548103,402915.6330157425,1677.2741334628663
817.0,312388.0300133901,306807.9373203618,19367.166425056505,271740.7437927169,312388.0300133901,326400.2706959278,358313.03392047243,-51505.09660011064
818.0,277166.3872509493,272389.8088110793,34791.73191393077,225221.66070852845,277166.3872509493,328526.0476678067,287036.39829009265,-14646.589479013346
819.0,227088.29138785638,225568.28623793932,23784.310609926535,184244.74775187395,227088.29138785638,266818.07105397526,236815.1155623195,-11246.829324380175
820.0,219814.62591077547,216556.01746487,24160.765770031772,182977.77968848837,219814.62591077547,255733.36724074636,216696.05850317425,-140.0410383042472
821.0,213168.5132511363,210540.65341386126,16038.125792358678,182753.73452391406,213168.5132511363,231048.7403113707,217344.72077404274,-6804.067360181478
822.0,207393.15161747855,215456.5199628042,27195.65036319181,182936.69290351454,207393.15161747855,262208.1858474168,220079.6516438846,-4623.131681080413
823.0,272531.6814558477,275794.0602995423,23820.28054808232,241571.67802306355,272531.6814558477,315737.40904313384,259663.88634479826,16130.173954744067
824.0,344891.0039236616,344046.81172751926,26695.297412060147,307526.7194477451,344891.0039236616,383134.24669517094,338678.79029447515,5368.021433044109
825.0,424661.9405994456,427298.68087270245,29402.80361640503,379863.75162402535,424661.9405994456,466600.2073263612,456253.6912131102,-28955.01034040778
826.0,482863.1561386352,477559.153218809,29356.059412179682,437101.2540505589,482863.1561386352,518996.1956927968,524045.92605050193,-46486.77283169294
827.0,496209.6344365442,493236.61187369685,27633.68354540324,460865.75870963425,496209.6344365442,548805.1954746136,540955.4223058638,-47718.81043216697
828.0,480591.7317736554,484262.962151542,28934.65297666386,449026.06935330975,480591.7317736554,539553.1987888928,557668.9886965599,-73406.0265450179
829.0,462468.0501071374,471266.34926160827,30758.62083627972,443765.5759010398,462468.0501071374,517203.8094874093,525334.9848899383,-54068.63562833
830.0,482505.73414183507,482885.3075489759,38324.8824175507,436671.35521722044,482505.73414183507,550968.4875104587,523516.61316712666,-40631.30561815074
831.0,479705.5125612144,487564.08861950075,31425.070795002917,450493.56551560125,479705.5125612144,546338.8032404819,534048.4756101118,-46484.38699061109
832.0,508796.1493394878,507968.42222287215,30798.494410212887,469808.38404746813,508796.1493394878,554614.0161020334,528962.2916274773,-20993.869404605124
833.0,538839.9102750749,541855.3509270345,39327.11182213729,476918.68785740354,538839.9102750749,594120.5277999142,519752.34760316287,22103.003323871642
834.0,539075.3749340075,540875.2141962611,28693.69964111738,494483.75922621676,539075.3749340075,583818.3914057296,520437.7842688167,20437.429927444435
835.0,572302.3305364009,576880.7307906095,26929.7834053474,539347.5192581464,572302.3305364009,626372.4492160232,537936.8342598802,38943.89653072925
836.0,588678.3690409678,594035.7936848811,28783.507260260994,557459.8139535936,588678.3690409678,642250.7323314431,572087.9585995454,21947.835085335653
837.0,586718.4422780075,600348.4103725404,36438.48656874529,559217.8403287587,586718.4422780075,658169.0148764229,548472.041041208,51876.36933133239
838.0,570906.7165922284,577913.337183365,35833.10556430865,525993.1300391364,570906.7165922284,634716.4850990054,548803.5343835612,29109.802799803787
839.0,541031.7094695428,539812.0488459985,25685.311849111647,494542.2912929849,541031.7094695428,573187.0133709823,481776.3728377635,58035.676008234965
840.0,453537.3068836428,455756.94742905325,39693.28006870569,394636.2738394352,453537.3068836428,514091.5750093826,417858.70204141526,37898.24538763799
841.0,411764.8766487597,414873.0138055536,59724.77304714621,337243.2535034601,411764.8766487597,486294.80527042976,351321.25254178705,63551.76126376656
842.0,335084.6961936129,348779.4559331111,64428.89292054108,264378.7020957957,335084.6961936129,439038.4428650831,268027.5553583174,80751.90057479369
843.0,257112.7333815474,257040.05899438765,51013.56933803401,198840.01993220937,257112.7333815474,334201.3570320562,230941.70858928625,26098.350405101402
844.0,195216.42371693376,213498.9006909201,43045.00778539981,182952.17253366733,195216.42371693376,289667.0540905494,218757.6108171881,-5258.710126268008
845.0,246103.9753526975,260486.562949133,64835.082482410064,182956.89087612779,246103.9753526975,362896.3653989334,210140.08996371788,50346.47298541511
846.0,250997.4188994565,258168.80346504302,65382.828848993675,182949.0777068922,250997.4188994565,361249.9686956442,211260.56959989562,46908.2338651474
847.0,282060.59388867166,278587.56573425134,50035.905529551914,216567.09397529654,282060.59388867166,348655.8155885148,243232.24820115676,35355.31753309458
848.0,392299.76375406684,417143.05074390577,63899.20285771213,333993.04803481436,392299.76375406684,503713.3956977586,344685.164966649,72457.88577725674
849.0,467835.7476867709,492147.51835609064,47487.84608162964,438125.38939564687,467835.7476867709,560518.121479453,431745.79225578374,60401.7261003069
850.0,539884.583423207,554560.3275603213,41172.387070262,505242.7615497898,539884.583423207,622372.2020568339,502794.6048619492,51765.72269837209
851.0,562634.706232319,583425.0164415234,37913.45919044244,549180.4414035894,562634.706232319,645514.3864849134,512909.8217229904,70515.19471853302
852.0,566705.786263255,576407.1407636892,27006.232433922025,553888.656589418,566705.786263255,638913.5689409178,523941.06957054825,52466.07119314093
853.0,571026.3101979605,580667.8541294044,33404.382306160216,537603.1164150995,571026.3101979605,636326.5529573476,522883.6279001044,57784.226229300024
854.0,572771.5848241624,577844.6132411021,22518.09953122454,554706.6160027424,572771.5848241624,627012.3312505913,516714.8338121622,61129.77942893986
855.0,578693.7009184598,580719.3368024693,21188.36716657308,550132.9753908052,578693.7009184598,619034.5597624325,525837.5476761918,54881.78912627755
856.0,579292.9837071071,577500.1238719084,16924.449793369553,550918.0474142614,579292.9837071071,604329.4437112022,508551.5819225958,68948.54194931261
857.0,565446.1547368565,566605.3804401286,11685.620441758032,549630.7929596585,565446.1547368565,583812.3539976424,535829.1639302669,30776.216509861755
858.0,562063.7378106677,563712.2817232189,11435.278126584833,546934.7550257138,562063.7378106677,581325.3911730936,544431.8199778376,19280.46174538124
859.0,567049.4428716985,565545.1281673198,12224.322629427848,547062.7048934437,567049.4428716985,582766.4108976162,514223.2778820527,51321.85028526711
860.0,572916.9634857981,575520.1739371676,13101.84695908605,559335.2744709771,572916.9634857981,601467.6170559223,536189.7872823788,39330.38665478886
861.0,579084.6043734301,577347.2916793805,8730.425522063806,563257.3634529383,579084.6043734301,587682.744427152,534657.4758880724,42689.815791308065
862.0,566487.1681266058,565780.9162530751,10170.231236113477,552079.3791405149,566487.1681266058,582319.5494941393,516703.6467164846,49077.269536590495
863.0,504831.498593404,508188.15257569065,18542.965495495377,486441.5592538704,504831.498593404,542037.9361556655,483318.73003649665,24869.422539193998
864.0,447636.9292264817,447439.0334198231,12419.259246241632,426379.1534803044,447636.9292264817,462738.90472464426,414373.06418295496,33065.96923686814
865.0,379226.53208800167,380294.53108032537,18328.50240626512,350080.7418271792,379226.53208800167,404100.8202112164,332123.9294701021,48170.60161022324
866.0,290436.37870196265,297565.7062874304,15879.200385936752,280686.3200410622,290436.37870196265,323876.1274975897,282435.38797395554,15130.318313474883
867.0,264528.87776858715,259420.89188174246,24952.572752200867,212594.565346714,264528.87776858715,293350.880697364,242423.6695889574,16997.222292785067
868.0,229007.3335402629,227377.6779837794,20777.94841015117,200709.85717051654,229007.3335402629,255477.9145555847,215135.00570351598,12242.672280263418
869.0,199032.46964716027,203548.14558836605,19352.071670551773,182681.63393865462,199032.46964716027,234262.0566027437,225808.62490773972,-22260.47931937367
870.0,198945.22893789088,208896.16619953158,27038.420378186773,182655.102986497,198945.22893789088,263308.2593092062,224172.91574240758,-15276.749542876001
871.0,243397.6696528937,247693.3778211997,31673.682921335723,204580.08834925835,243397.6696528937,294758.75875838025,227764.9784440862,19928.3993771135
872.0,320095.6515484416,319403.3452356525,22336.55364588713,289174.26729487226,320095.6515484416,357217.83039593144,308953.27111552376,10450.07412012876
873.0,404735.21466502815,407681.4328717794,23559.24032029433,376740.46227175463,404735.21466502815,449260.18466988136,414185.03215855476,-6503.5992867753375
874.0,462869.834321404,477977.3270222567,28579.595157826854,449977.69222200353,462869.834321404,525687.4663306117,472401.1176493466,5576.209372910089
875.0,529583.1716004619,528753.0441457623,15610.732783106721,509981.9119904206,529583.1716004619,557944.489822721,518314.6819029355,10438.362242826843
876.0,550327.0222569412,549183.9793657134,17602.956034553783,522535.0392550987,550327.0222569412,571976.2162964173,505058.58109082334,44125.39827489009
877.0,537595.2591947098,537899.7389994629,22173.713797774177,505220.77311219467,537595.2591947098,573341.7651895691,505204.4606857503,32695.278313712624
878.0,557806.9068546381,552105.7751185504,17527.965021608296,519073.2065557379,557806.9068546381,572581.0099219913,521508.22249353,30597.552625020384
879.0,536264.4972385669,538812.367809251,13703.96828941381,518896.1145166238,536264.4972385669,557635.2780934027,531421.5039536447,7390.863855606294
880.0,533483.1369179178,536110.7509342403,18012.651340703578,505070.6587953631,533483.1369179178,560269.5782273198,540857.1929574052,-4746.442023164942
881.0,518830.6270270556,525769.6356711314,18566.904201726764,505529.66890655935,518830.6270270556,556820.0241602706,531600.1076292574,-5830.4719581259415
882.0,539673.4250068233,529847.4964404518,20528.333842287626,496898.2060622999,539673.4250068233,554691.9889081488,509239.3545187881,20608.141921663715
883.0,540342.7467961537,535441.076292625,18271.51544321479,507185.2212003647,540342.7467961537,561229.2729346871,518585.42004736344,16855.656245261605
884.0,546626.095463496,539915.7020141779,21012.23942362925,504260.03009129834,546626.095463496,562083.5351895783,536625.0842515157,3290.6177626622375
885.0,538730.5972319543,536765.0070813216,14729.595836258237,507713.3014415902,538730.5972319543,553124.7453966272,486968.1822299751,49796.824851346435
886.0,527046.0112521489,528287.8815806408,13970.201432277374,509849.6623116897,527046.0112521489,550085.9730137219,476771.77488954505,51516.106691095745
887.0,476570.23850581003,469763.46230494307,22107.429216932705,437382.00719361403,476570.23850581003,496382.12059491524,440164.2129882182,29599.24931672489
888.0,427291.0385688561,423111.86260286655,18035.054121522764,397333.9126753695,427291.0385688561,446165.82726466353,368710.274865631,54401.58773723553
889.0,344924.29844198236,331947.8213025165,28400.470894943526,283833.72167308594,344924.29844198236,363235.97173892177,313492.486157418,18455.335145098506
890.0,287051.7410139609,280296.89825025,28241.777421425613,229329.99621557535,287051.7410139609,315255.3504210283,256491.21496564816,23805.683284601808
891.0,233455.11743176577,235280.5087573338,20949.833636840794,200400.5242315669,233455.11743176577,262148.9615840148,233869.71104642685,1410.797710906947
892.0,213980.81482166893,212720.88070159685,18463.2436351028,182574.8573414256,213980.81482166893,237681.30670407615,230146.10129132232,-17425.220589725475
893.0,214739.72281879993,210106.3660439048,25364.519976900046,182990.54965405073,214739.72281879993,248568.39339155407,204610.36948876147,5495.996555143327
894.0,216109.30592851446,211098.29017888728,17536.811818743452,182998.919215641,216109.30592851446,230730.93516472084,209460.6908396723,1637.5993392149976
895.0,231464.0570065082,231929.47385703822,29397.80568286333,184661.59834100015,231464.0570065082,272875.85061760986,248432.74161460868,-16503.26775757046
896.0,311882.23116544535,296138.483811655,30312.030860288996,244911.49823111203,311882.23116544535,329867.94797082484,354829.8988121622,-58691.4150005072
897.0,392556.37332465133,392008.501578352,19328.213066373595,364090.8953680808,392556.37332465133,420097.12801579776,492336.53237335215,-100328.03079500014
898.0,419223.6501089131,422887.24992327363,39643.345552648985,375990.0408890803,419223.6501089131,498516.4545589015,523892.1739142169,-101004.9239909433
899.0,466392.5942097951,478771.35068322514,52953.619422140335,419770.6287346434,466392.5942097951,572412.8269287127,543752.4630440534,-64981.112360828265
900.0,433795.6302492364,458146.10948774416,56785.17084640583,388630.33996692265,433795.6302492364,557193.4296781186,492598.9772991078,-34452.867811363656
901.0,440499.2731338433,449437.7989987476,34548.6839427551,404318.0441652242,440499.2731338433,507032.3037486574,487001.1260150419,-37563.32701629429
902.0,464040.7839857966,470393.08503003855,57648.22359341432,385353.74544092815,464040.7839857966,560310.2298269186,497910.1217649204,-27517.03673488187
903.0,454093.31147600815,460214.5952952396,50335.72261236508,388431.65762149525,454093.31147600815,549031.1444587266,553466.2553386214,-93251.66004338185
904.0,431946.35890365153,438210.9817503597,33709.16678351291,394050.4355405877,431946.35890365153,502860.39476869203,548073.6453619278,-109862.6636115681
905.0,480965.64263080433,499064.01561174035,44414.23228246083,434770.2516886002,480965.64263080433,555879.3265009923,519682.97602276306,-20618.96041102271
906.0,473867.6435973682,450681.2620304699,38092.46239927291,386409.853537734,473867.6435973682,490941.25430394686,506389.4709433713,-55708.208912901406
907.0,499760.12023267156,507997.19371244113,47016.9911308655,437954.36647543963,499760.12023267156,575481.3837254085,523154.80582390836,-15157.612111467228
908.0,536373.2224149621,533704.5812702429,51196.27013771617,459265.0809912088,536373.2224149621,601770.638741434,546755.4010823516,-13050.819812108646
909.0,511956.7652898389,514415.0056008989,44181.3506173506,444975.27252979303,511956.7652898389,580231.0491130054,539450.0271777861,-25035.02157688723
910.0,514618.5341601379,520938.6022535374,38189.850669663625,477729.73110246885,514618.5341601379,580732.9036816607,506778.7299756928,14159.87227784458
911.0,442929.95729567145,448619.6423315391,49181.01930877691,377907.39454527764,442929.95729567145,522040.8242259723,469808.37125071493,-21188.72891917586
912.0,379533.65456634527,400907.8926718059,59499.95556149691,308097.9392153912,379533.65456634527,481364.8444551279,399497.34577186225,1410.5468999436707
913.0,315990.7911700514,318471.013737944,31881.572370535545,279827.3726070172,315990.7911700514,366980.4069227726,306088.13751562097,12382.876222323044
914.0,263141.7490347914,268374.6652171818,50201.052654413186,199001.13872358526,263141.7490347914,350924.063123565,249664.99863386143,18709.66658332036
915.0,207191.3310651722,225550.97261751455,42490.33387686379,182855.45938763054,207191.3310651722,296492.0896647994,244226.2373201979,-18675.264702683344
916.0,213373.84242627988,232360.76895244032,55537.85557304922,182422.39907160093,213373.84242627988,344615.8440591728,221956.54599892048,10404.222953519842
917.0,233842.61103892088,232322.03910209492,43955.20359101834,182941.7173463282,233842.61103892088,305484.5628165158,207393.68453923476,24928.354562860157
918.0,219140.49921408202,251589.1704205599,57780.24723729445,182596.50083490554,219140.49921408202,334084.0933408592,222688.903847086,28900.2665734739
919.0,274098.62398121617,296018.4515015332,51325.814056765885,226815.3299164216,274098.62398121617,369454.8523009387,258310.12782174928,37708.323679783934
920.0,370665.5316607291,372691.0701001579,36913.626041243566,324341.74860211724,370665.5316607291,428008.026629142,348950.09903764765,23740.971062510216
921.0,458850.1188763558,468649.40685214475,48654.89022042342,401315.6296967713,458850.1188763558,548005.8243241945,466961.4090918385,1687.9977603062289
922.0,498423.4540548655,500549.3666075543,31377.030940674973,454161.18794509827,498423.4540548655,549622.1501774827,521288.6840946982,-20739.31748714391
923.0,470726.33270454116,477542.72310451494,38787.50088756431,424251.5274626873,470726.33270454116,541909.32650601,535405.1809982056,-57862.45789369062
924.0,461107.41526046756,474846.43919185014,37876.82208176866,430473.89882705035,461107.41526046756,540370.1465091726,484919.46136234957,-10073.022170499433
925.0,463201.15458587796,466815.79896456114,25481.76097045526,435037.96670477797,463201.15458587796,503537.7885432357,475067.91166476026,-8252.112700199126
926.0,462172.043316577,466663.78742906364,22328.98652917534,436701.2719330167,462172.043316577,499705.5779019603,493373.9758696632,-26710.188440599537
927.0,463687.8197924705,477697.278231577,41551.514302887736,435545.75996470056,463687.8197924705,554883.0015861708,526371.3313782207,-48674.05314664368
928.0,469522.6039951594,475335.53893995046,22609.996506374475,446257.2425619161,469522.6039951594,517390.62146225444,536957.2538657096,-61621.71492575918
929.0,461523.0221889402,469407.9025613385,28269.421156161065,439011.06320723746,461523.0221889402,510517.601092902,518377.5508065001,-48969.648245161574
930.0,492842.0307411893,484092.0284076926,31941.122027367248,436191.1024741276,492842.0307411893,523101.19033187046,482461.5702356373,1630.4581720553106
931.0,517208.46263934876,508737.7947101556,31122.51325638133,459712.2813960158,517208.46263934876,552836.8976787872,485224.66131402104,23513.133396134537
932.0,545630.2405675862,543525.1135581883,22435.57298026586,505680.32510124106,545630.2405675862,572476.8038259937,526511.6703510968,17013.443207091535
933.0,563478.2420740039,566100.9950154418,28167.734787229536,519789.6362318852,563478.2420740039,604739.2389575305,535730.1209520218,30370.874063419993
934.0,523113.1664196522,529031.4850972907,24669.38719289433,495133.03649671975,523113.1664196522,572810.0552237128,511372.01178107754,17659.473316213174
935.0,478609.9315648096,478963.02978661464,23742.447128461034,444322.22978423955,478609.9315648096,519666.13210037304,455102.0479403186,23860.981846296054
936.0,399684.7606195074,397253.121240479,31357.653659042357,351900.72620539356,399684.7606195074,445907.3297025985,358135.3009810475,39117.82025943149
937.0,318469.54982649063,321707.2991297579,33435.919091719086,278502.43980005593,318469.54982649063,369862.18333701807,312864.8874233607,8842.411706397193
938.0,248857.40005219786,253447.3795545008,36176.91146705314,204936.0332639491,248857.40005219786,309035.241130013,251150.6171641311,2296.762390369695
939.0,247420.8634501671,250135.35277251675,40756.665299521206,191494.6330869163,247420.8634501671,312324.63236256375,241442.1866257614,8693.166146755364
940.0,201827.39651625475,211425.49965290312,31719.334874559703,182268.63311062657,201827.39651625475,273122.79661023227,238767.45268502104,-27341.95303211792
941.0,211061.2076966871,227368.7610441704,42237.01908481317,182985.11425882924,211061.2076966871,304664.08159100235,202460.5469613086,24908.214082861785
942.0,304387.6734213353,278535.2078934183,56169.828891893085,201209.08091320543,304387.6734213353,340544.60759993555,207842.7811600632,70692.42673335513
943.0,282179.10814506805,295863.14825251454,37339.177655032254,256227.53179811657,282179.10814506805,360778.77126319404,257501.955134798,38361.19311771655
944.0,416029.9929619613,402211.33130218077,37985.212097079224,350457.7262193019,416029.9929619613,460218.1929771541,351673.0396448998,50538.29165728099
945.0,455848.4958895722,468608.22914590436,40365.59113606603,422872.9270779365,455848.4958895722,532891.0690121634,449029.66695376625,19578.56219213811
946.0,499110.63527000835,504865.50511079427,31073.782043697105,469165.1406142323,499110.63527000835,553614.7395793605,497457.81187419576,7407.693236598512
947.0,507135.02185527806,516925.2413417875,27957.207173578456,484852.17762212426,507135.02185527806,561722.443411075,550967.7593695488,-34042.51802776125
948.0,511735.9425055456,503327.1775638976,26641.924149524468,466012.36537745426,511735.9425055456,538485.2176073238,519829.5324454517,-16502.354881554085
949.0,475160.2600026653,477591.09248968883,22972.964616688514,450719.0814016671,475160.2600026653,514187.57552712195,488870.57934145245,-11279.48685176362
950.0,479284.3927008282,481929.483670452,28629.629539560665,448707.3349012221,479284.3927008282,534602.987570083,490258.0428346893,-8328.55916423729
951.0,483741.31184023217,494520.30806921853,30240.610061090665,462947.1885242589,483741.31184023217,552285.9457242964,519107.72931056796,-24587.421241349424
952.0,491093.0376254123,505512.31295644044,35433.3730912571,466121.06768897997,491093.0376254123,562651.6261772071,536607.1516507121,-31094.83869427169
953.0,494142.3660941632,502450.91359940224,36705.13241770549,458929.90568952664,494142.3660941632,551384.7555220407,533562.9829087907,-31112.069309388462
954.0,503095.3921449557,511306.62170142884,32537.922012702504,473247.40369478206,503095.3921449557,559979.7310027902,320353.98066884244,190952.6410325864
955.0,534290.1884361615,547310.9704900312,42544.543773517275,499087.9018917195,534290.1884361615,609580.3491819915,459494.718845549,87816.2516444822
956.0,557834.8892982088,567077.4376053497,36227.86056113635,523779.0964084672,557834.8892982088,627251.9148662966,523871.89280816587,43205.54479718383
957.0,573266.6579767043,581633.6845798845,50182.610731245484,527917.9548283814,573266.6579767043,673683.5986686453,558253.7475989806,23379.936980903964
958.0,521843.73969391093,530860.3838093529,42845.36736689928,487803.19755527464,521843.73969391093,620719.4818125896,582008.0896370715,-51147.7058277186
959.0,473849.1608250014,496854.80111592734,54064.89024733042,432451.53775409923,473849.1608250014,591573.5095723988,512141.9054407833,-15287.104324855958
960.0,404834.5389279959,414939.43394307425,43503.32865787375,364952.59439411125,404834.5389279959,477996.361104857,393038.23842614173,21901.195516932523
961.0,380939.6207725319,375753.9383360635,47539.449694696275,299229.56673472555,380939.6207725319,433982.4622398821,334562.7040049044,41191.234331159154
962.0,298496.38019785116,292988.0037687926,46424.939793557554,226842.99794771182,298496.38019785116,353351.7585934536,257946.6969396823,35041.30682911031
963.0,282779.32418221474,277692.82332190196,48222.42232137229,199943.92534979072,282779.32418221474,341412.27149613533,225458.5289127513,52234.294409150665
964.0,224499.13091641123,238564.9834717442,49540.670249471295,182882.48650519928,224499.13091641123,337376.1536974941,214697.2145056693,23867.768966074887
965.0,213508.3571097793,242812.98067903562,71980.66166961966,182973.74119322115,213508.3571097793,382481.35196878755,209686.49484379022,33126.4858352454
966.0,251253.20593537553,263896.14788000577,56875.43250395696,193290.14263425808,251253.20593537553,353505.8668261088,215977.69500268096,47918.4528773248
967.0,328210.7333737636,314871.3809685725,68977.14149212705,238331.74296262764,328210.7333737636,444126.19936844107,275765.17294693156,39106.20802164095
968.0,399473.44291368726,420224.7075432242,60853.970854971754,349848.34536760964,399473.44291368726,534657.2346623723,381442.5632496283,38782.14429359592
969.0,472916.5536435435,491625.585568526,48130.870628275996,447722.0908590777,472916.5536435435,586060.3517219606,511729.11982502363,-20103.53425649763
970.0,535909.1206526689,533520.794656231,39646.48779090942,476945.98603242886,535909.1206526689,588101.5215829108,532221.6099360147,1299.1847202162025
971.0,514963.29686750367,524441.1254067974,45701.98668030963,470615.7753536391,514963.29686750367,601332.8157707159,567764.0304021062,-43322.90499530884
972.0,506149.93490750325,514369.55688405375,43257.505497777056,470330.7219297869,506149.93490750325,579358.0357950812,563021.4672327633,-48651.910348709556
973.0,489280.6930530685,497948.02999312046,30869.331355536135,463495.8360368164,489280.6930530685,547884.2860133514,533196.8696000029,-35248.83960688242
974.0,517342.6615558427,511650.7800435863,63090.9390742674,433849.44642866263,517342.6615558427,618925.5242554254,497570.6588521977,14080.121191388578
975.0,458463.4567986892,478701.38956763153,46274.50648643037,426007.26578248147,458463.4567986892,556961.5292160974,516746.48380025884,-38045.09423262731
976.0,529890.7044332593,530600.4526927762,51673.88672914566,467421.7763678818,529890.7044332593,619905.9410520329,507501.84564961115,23098.607043165073
977.0,487773.3807161328,494665.5213312106,35156.940889246216,462533.31181638665,487773.3807161328,538007.2316789923,493466.1273118691,1199.3940193415037
978.0,536536.2426172337,554461.5645189813,42038.58468331015,510013.32403272175,536536.2426172337,634194.1993876095,480737.60150504735,73723.96301393391
979.0,564608.469273474,581107.9630160514,37636.534697907315,539311.969285191,564608.469273474,643259.8918300308,494143.4293098888,86964.53370616265
980.0,593319.7655226984,604355.5641839597,47385.901476757914,531768.5143121146,593319.7655226984,675259.675499564,497304.30062476767,107051.26355919207
981.0,574770.0721271941,570837.3226598899,38000.06083077864,512604.3549927513,574770.0721271941,624104.9571570376,507124.84322585724,63712.47943403269
982.0,564791.6350720706,563103.2853204331,35050.83559126906,495985.33101915335,564791.6350720706,606082.1619957236,501359.2053730805,61744.079947352584
983.0,527424.2485734227,532240.0733079236,27287.67899095722,494441.9302781225,527424.2485734227,576805.598540749,438782.77851514914,93457.29479277448
984.0,399693.46694514644,375613.910866619,59977.16946664416,296376.69591456384,399693.46694514644,465369.0313966304,367714.8990708199,7899.011795799073
985.0,313906.1206003345,313220.32866903837,62074.14344078094,224470.81411212243,313906.1206003345,416913.60437186435,199670.83086587407,113549.4978031643
986.0,263078.319857218,265858.5788787424,63860.91982057464,182970.6197306418,263078.319857218,374042.18349205854,199570.2405321499,66288.3383465925
987.0,205219.9751126096,220293.22895986037,50390.27511846793,183022.79546597882,205219.9751126096,300881.76652613166,189964.5396901184,30328.689269741968
988.0,236193.59310742014,226912.00363100358,38571.625921527484,183018.57052008208,236193.59310742014,283567.05598739034,190247.36123073293,36664.64240027065
989.0,197511.16253562242,212859.04808198242,40499.70935422497,183013.3482112943,197511.16253562242,281722.62630209,191262.1939505705,21596.854131411907
990.0,182833.8533318225,207843.1796628408,41735.444311051964,182833.8533318225,182833.8533318225,288045.54750984797,202687.99140817582,5155.188254664972
991.0,311254.88111365144,299181.74700832565,58947.91567450382,203637.41732953797,311254.88111365144,366411.282417037,227966.1253037333,71215.62170459234
992.0,378740.8599516601,362022.0755680725,69956.19556187287,271199.01803323324,378740.8599516601,455745.4557370028,318324.6530406932,43697.4225273793
993.0,472427.8318200603,462871.7851369048,73415.68504813501,356807.9793791503,472427.8318200603,567344.0324407716,448456.11763919477,14415.667497710034
994.0,485241.6341592976,491240.6617699008,41170.800385729286,427657.1709721441,485241.6341592976,551215.1821177695,509863.94315404363,-18623.281384142814
995.0,540607.9539078518,545384.9844777704,50069.679712400466,470204.56026155525,540607.9539078518,609486.0816257471,512621.03880097374,32763.945676796662
996.0,498532.5191684796,489491.67735712905,47697.67127045078,408632.58077520184,498532.5191684796,544649.8391801855,485168.5572830579,4323.120074071165
997.0,453428.86961654044,451737.1011607755,43912.81429490752,392353.6211369312,453428.86961654044,511641.4349242875,458792.13042466185,-7055.029263886332
998.0,465539.48164848844,467474.92349612276,36292.62535936577,409432.7917274946,465539.48164848844,519522.1963025273,475826.63494738203,-8351.711451259267
