mc_mean,mc_median,std,p05,p50,p95,true_hourly_carbon,mc_mean_minus_truth
236583523.3976625,235186093.93454912,13467600.842147768,218885580.07473662,235186093.93454912,264814539.84530416,265774490.45898062,-29190967.06131813
240129116.64564753,238933131.7122181,15808299.414754162,218436412.17024586,238933131.7122181,269015846.0829742,261773281.97158238,-21644165.325934857
247718420.85947224,244344502.53971237,16665256.410940828,226615539.96501654,244344502.53971237,279583500.41665983,276077063.6792394,-28358642.819767147
253829992.40833864,248868603.92413014,19303545.797688376,227125334.55471623,248868603.92413014,287608159.219797,284874004.6683301,-31044012.259991437
255845249.93998447,252810436.0518368,19942488.23237964,228094833.0705278,252810436.0518368,286946051.6669988,281694576.8266961,-25849326.886711627
259623808.15872508,255187054.159446,17913510.76422857,235114684.81824636,255187054.159446,290961242.38300073,170572477.00712517,89051331.15159991
280430599.3858268,274820435.1582643,23215754.811990365,250674102.24574578,274820435.1582643,328768443.26470774,243054326.48054162,37376272.90528521
300422753.813008,296419789.5711996,20638359.75637154,273419816.3906632,296419789.5711996,351539134.44365364,276756282.25162596,23666471.561382055
306659582.02437735,300832004.83573544,27813256.20201809,272809351.8490723,300832004.83573544,359580207.0092866,295868903.6899837,10790678.33439362
280181792.5416093,274154015.7893271,23955125.72367111,253033171.47822618,274154015.7893271,330425380.1547957,308382806.3750987,-28201013.833489418
259296004.34185958,250582957.6056358,29303895.783826135,221831751.3757167,250582957.6056358,313438263.89050317,272075387.26541615,-12779382.923556566
215095172.08732265,211229520.78549322,23381994.816980824,183043449.29307517,211229520.78549322,259630250.2553603,209953166.20247638,5142005.88484627
194081403.07340628,196110776.66036907,25413439.266871907,142744766.46680182,196110776.66036907,230583696.82756558,179981352.24647838,14100050.8269279
150351300.33085728,153234000.5634989,24229217.11687175,103541764.3303767,153234000.5634989,187588501.979796,137918939.91970932,12432360.411147952
141865871.09304157,143594849.02878386,24998036.9333331,95023421.33882834,143594849.02878386,195932945.50144634,121348544.01671013,20517327.076331437
120896887.44465695,113759501.61426637,25394697.248558402,92258242.63216355,113759501.61426637,174405859.84024718,116340126.59633209,4556760.848324865
121957738.08506863,106159242.21435092,36361862.33308829,89364145.14145301,106159242.21435092,197464209.37456197,108259040.42290044,13698697.66216819
132084162.91939694,126019497.71299879,28776106.208528467,92756388.45190947,126019497.71299879,214145710.50805375,109064416.42245384,23019746.4969431
157813705.88358524,160984199.60167474,34840875.123188995,110621859.26862712,160984199.60167474,234160855.00731504,138345871.96401662,19467833.919568628
211613788.1079225,202682203.220573,31411329.295217723,173644329.80555472,202682203.220573,272691528.34313136,192124990.25757277,19488797.850349724
250409649.0136365,242492069.36947435,25859581.732140243,220786490.31048536,242492069.36947435,310770247.87933314,257553266.0079344,-7143616.994297892
276219948.8375383,276938302.30913794,21746243.37428391,243898512.47093257,276938302.30913794,319812096.22402126,275195827.84961516,1024120.9879231453
273716805.47399604,269941332.62170506,25429520.861627866,239065007.1820515,269941332.62170506,323420343.44035536,300631054.09791523,-26914248.62391919
273591696.6992301,270156995.0458001,24120621.594713647,244453356.24211484,270156995.0458001,337520810.64481896,296025427.04164225,-22433730.342412174
266095950.8031023,261589298.50749254,17900551.284083534,242817348.66614607,261589298.50749254,297749779.7351381,282253094.89145756,-16157144.088355243
274871785.3963497,275349476.6772224,34355910.716717094,229554681.69163492,275349476.6772224,335183326.0478101,260801660.8373794,14070124.558970332
255351180.62494165,247678015.4785332,25841196.455198135,224282174.59544465,247678015.4785332,317306318.2920611,268863195.5212746,-13512014.89633298
284000002.02186394,283300301.67691886,28535191.705988124,244740708.44457388,283300301.67691886,336139355.729487,264890588.33681455,19109413.685049385
262827946.5997938,259305065.5510862,19557431.952201094,243309404.05118465,259305065.5510862,323584036.2504844,256474085.00907087,6353861.5907229185
294251663.932863,286664140.2093346,23436219.48244678,266759851.4197422,286664140.2093346,340247856.54926425,252156486.74142742,42095177.191435575
307891988.2557824,302607304.9528941,22367579.12575627,277027777.2102997,302607304.9528941,353688191.8365176,258792796.79817498,49099191.45760745
317886835.4826268,312919834.7213242,26257684.553433206,272804200.7039007,312919834.7213242,360439642.6731829,258692724.14199793,59194111.34062886
297280084.8067293,299250502.00083864,21212980.554951873,260296609.47617534,299250502.00083864,331406868.2373821,263542638.52761346,33737446.279115856
293609321.8784619,295604399.7499735,20112379.394619055,256696268.51172853,295604399.7499735,325858194.2663399,260922371.25231227,32686950.626149625
278185090.0035757,276257792.398335,16161946.763495222,254783933.30026343,276257792.398335,307190379.71929,224564638.21626818,53620451.7873075
194449367.59365895,201415552.16047657,31745488.36220108,150196251.80257368,201415552.16047657,245372615.9778989,188277382.6222412,6171984.971417755
162540640.1939808,162617298.50362512,32376285.820244364,113832033.3978072,162617298.50362512,220195734.0958419,103521338.97072108,59019301.22325973
136599878.71631518,135947269.66586444,33034288.76940053,93299785.63469833,135947269.66586444,204058897.8030323,104387210.01274632,32212668.70356886
112354364.75458185,104124145.34365198,25870055.74643738,90474929.49915655,104124145.34365198,186785824.33525077,95875103.18160276,16479261.572979093
114647873.65671031,118220039.77849849,19792323.936191227,90315430.90674919,118220039.77849849,152875982.90650415,91111363.76701032,23536509.889699996
104589174.10579689,95932246.96067207,20059114.87004069,87062278.05098325,95932246.96067207,157061715.98676223,86848337.02907506,17740837.076721832
99328609.49304403,90612308.17672762,20112446.035841156,84699813.54725744,90612308.17672762,160551618.08271924,93690497.1485152,5638112.344528839
141800308.63092795,147721539.98005256,28103796.89552969,91790895.78855199,147721539.98005256,176480080.7278934,104802866.78588532,36997441.84504263
171163465.07276365,179977760.7971118,33435631.62623741,118054689.55371664,179977760.7971118,218576060.4708928,143335224.7711633,27828240.301600337
222794971.88603848,224605060.17206588,35838428.79363145,132137421.88489683,224605060.17206588,278522915.93095535,199616787.08355838,23178184.8024801
241159123.58041665,241208130.76405412,21602023.875456136,194824432.2825929,241208130.76405412,274401183.2487294,239799209.7442098,1359913.8362068534
272247781.1247725,271533465.9990028,25932688.3008691,220591365.27646205,271533465.9990028,308228095.35518855,240988276.55072576,31259504.57404673
248462407.32936624,251897223.21848467,25241030.745174594,197638720.98032686,251897223.21848467,284479452.15905535,237087318.8875119,11375088.441854328
231876660.4727721,233931655.6662112,23552077.192802574,196404924.75869516,233931655.6662112,270861090.2257803,238727897.14516857,-6851236.672396481
242145362.11082992,241442056.97694045,19875164.98576728,209355716.08728674,241442056.97694045,272825919.1947849,253910608.940622,-11765246.829792082
249297008.27871734,248879265.83685786,20994502.85645213,215629197.80842546,248879265.83685786,283331955.69297236,261857647.87350947,-12560639.594792128
259848709.93765575,262663647.9072992,19725420.17765035,225060942.9020521,262663647.9072992,289443341.3826885,250882343.26766518,8966366.66999057
271262780.99584824,272865595.9841003,16879572.548808556,243033083.31364837,272865595.9841003,296918462.1958814,259766416.58516917,11496364.410679072
286395909.0447257,287494645.22780055,17711398.314542476,253263945.3139338,287494645.22780055,314366443.838319,258874317.67939478,27521591.365330935
282860134.4729508,284282035.6767843,17423293.4257137,253019993.50431344,284282035.6767843,312911004.8494886,241836210.93231893,41023923.54063189
270442216.34966797,268755908.60751617,20260651.541604016,241540136.42178243,268755908.60751617,308114443.4684781,260401160.82933882,10041055.520329148
275764996.8356402,277310424.2400496,16906210.394368228,245526445.8915645,277310424.2400496,302356596.5802621,257130790.27395967,18634206.561680526
264676557.68562242,266585453.59317172,16160431.511134489,236910672.68435702,266585453.59317172,289365239.2530986,259463651.7845198,5212905.901102632
230914815.4663594,229007778.57448137,22391820.55607659,196480238.94464886,229007778.57448137,266166328.2692134,237487243.32441562,-6572427.858056217
216475932.28843173,214689394.0440563,16648312.135473555,190687296.77483702,214689394.0440563,245052258.56478217,196366822.609382,20109109.67904973
173246549.00456756,172892208.39129907,20809388.086057186,124033832.96493182,172892208.39129907,200344761.3976963,163120891.04104376,10125657.963523805
138875813.4397182,135175654.81800056,14972684.069409968,118946901.74517155,135175654.81800056,167546222.95524168,129582679.22113812,9293134.218580067
126096517.48231536,127019478.76573165,12731634.295453,97768852.8340502,127019478.76573165,143853509.54840052,109828305.73332958,16268211.748985782
102662467.70105259,97567129.3600892,19235581.06028657,81579307.56077538,97567129.3600892,135996207.55149627,93811802.93461838,8850664.766434208
93445056.07926743,89089896.44981293,13488677.477708856,80366373.9840335,89089896.44981293,126337435.7163201,89055178.94145022,4389877.137817204
98090648.31325203,94168619.69784248,15627355.956924863,78194088.34170562,94168619.69784248,124823261.54789425,95939236.94017202,2151411.373080015
115695805.72437738,115140681.99785641,17418490.56821624,82446995.99733563,115140681.99785641,143665563.46875376,108508628.96141464,7187176.762962744
159382500.3019105,161558151.71030164,14782003.421861188,133807062.35858756,161558151.71030164,182104946.61007538,142974027.98146126,16408472.320449233
196201857.39019695,198788530.99032056,12896866.7282946,174061506.39551768,198788530.99032056,213544716.11648378,176314325.7343346,19887531.65586236
229467415.57568043,227504559.5120593,13893888.415461622,209875699.22837114,227504559.5120593,253484339.5905987,220579269.92717144,8888145.648508996
264044990.2474802,264004681.67235965,11093811.394706586,245452661.42127234,264004681.67235965,282238027.263061,255197193.55402407,8847796.693456143
270876371.3914954,270591176.6101806,11344929.93396193,251613133.58773842,270591176.6101806,289677991.46273273,264233410.1069292,6642961.284566194
267198975.11305878,267609724.99394143,10325261.01308656,250060986.9491068,267609724.99394143,286339285.1524572,268309333.38838628,-1110358.2753275037
281614827.4415803,280683107.6716336,14269015.393666156,259968712.82032156,280683107.6716336,305155758.83893025,284059485.16331494,-2444657.721734643
280029047.2347809,279456125.15164745,11410996.860127868,261801112.26910937,279456125.15164745,299322248.50041336,289233886.1296794,-9204838.894898474
286728706.4260966,286123096.1329206,12262778.599676946,267785885.61116615,286123096.1329206,307558722.9961436,293081378.8915047,-6352672.465408087
278143385.6513665,277627237.3905373,11774690.20371567,259650452.3688081,277627237.3905373,297476948.6347454,269065819.597342,9077566.054024458
287594145.3664765,287574662.9537176,8441852.192840539,273868540.14214677,287574662.9537176,301590406.88232636,263698603.11249524,23895542.253981233
291388365.876104,291317392.7462118,11416742.281063236,272673847.9169545,291317392.7462118,311280199.5170456,263960324.5863029,27428041.28980109
302373947.5557757,302101784.22763836,9377860.454296518,288110249.63689786,302101784.22763836,319443825.46541566,267498230.89382067,34875716.66195503
299709752.33125097,298608709.0181143,12189300.353540367,280036449.72368205,298608709.0181143,319130778.02421117,271181968.1705086,28527784.160742342
289299581.7604654,289089082.40020823,10801421.745907055,272239798.4055512,289089082.40020823,307610093.6508761,262042661.21783343,27256920.542631954
251929822.7453079,252066631.0960598,11132569.63564364,233406321.80064997,252066631.0960598,270100869.71463954,233058913.8505281,18870908.8947798
224220832.93253377,224225202.72352248,11185037.657475157,206454244.63548926,224225202.72352248,244475026.41522533,188256792.75750804,35964040.17502573
189367135.1874395,187166122.84011933,12459237.493861506,165914881.04315612,187166122.84011933,209737700.32226375,161525988.40031043,27841146.787129074
150328934.34880736,150380363.32458276,13822897.521135272,129229249.45531553,150380363.32458276,176126011.29773727,146920000.74546385,3408933.6033435166
125914407.15312672,124671683.52035217,17171179.46054076,98297696.00019889,124671683.52035217,164138579.39363885,125830003.52028884,84403.63283787668
113734781.28020424,109027640.3319842,18548600.22303091,87144212.7348015,109027640.3319842,143760044.81162912,110515147.22644545,3219634.053758785
103685647.73612157,103126497.54669437,15458279.14421632,81701204.26609093,103126497.54669437,126722875.6119451,101741596.63116357,1944051.1049579978
100419573.57958628,98506272.3343159,13316028.73930661,80972904.57783055,98506272.3343159,118867717.1485976,110253683.03967682,-9834109.460090533
106872445.79557513,107037727.00201412,13110874.857972505,84297875.04245256,107037727.00201412,126964474.09124598,115826565.42181678,-8954119.626241654
132444127.69136095,131062847.63237518,18711242.555720586,102402717.13568866,131062847.63237518,160952666.07640272,135635408.3895615,-3191280.6982005537
178241980.04907933,175591735.87456894,12565276.852321962,159947780.44820982,175591735.87456894,199932362.92506215,164402026.02156276,13839954.027516574
212369583.7524535,212452038.2826407,12911392.002616052,193059604.5364428,212452038.2826407,235922857.6141056,214846133.263771,-2476549.5113174915
233208243.13383046,234673042.63082093,18094616.403822944,196894330.0599802,234673042.63082093,259055428.29778236,237240992.39182717,-4032749.257996708
258113275.58269328,255810801.76073933,14756209.519810183,235767825.790994,255810801.76073933,283638162.4888265,261775664.48182997,-3662388.8991366923
256830954.44101167,256568774.65287676,13098560.535703264,235501816.9383389,256568774.65287676,281910581.9379802,272461341.60698146,-15630387.165969789
265525371.73697975,266159019.50518483,12226345.009346489,243007197.8112467,266159019.50518483,283377007.94347584,276586712.17389864,-11061340.436918885
265605290.91250235,266689436.4052054,17269242.688193828,233702722.88350314,266689436.4052054,295133682.4981606,278876366.2971629,-13271075.384660542
265092077.43674782,266451764.36391997,11194474.057243627,243768874.83097786,266451764.36391997,281273053.19089603,246989871.93714705,18102205.499600768
256439281.9942294,254459063.07172012,14263104.74941354,235547320.68903404,254459063.07172012,281296815.103079,244304506.18937045,12134775.804858953
266018746.86706793,268455120.25445837,13099150.650641125,242744048.01139256,268455120.25445837,283734138.6277565,243437509.9522042,22581236.914863735
266692204.68049526,268075489.8900359,14791592.564496793,242927039.0631197,268075489.8900359,287893441.9089318,243707980.8027613,22984223.877733976
276802947.95830053,277745894.2566949,11343456.89075897,259416802.51904655,277745894.2566949,296203784.9001613,271244671.78886,5558276.169440508
279707576.7582287,279585384.670608,12353688.755244121,259154519.26673737,279585384.670608,300011102.49571157,263533473.07310432,16174103.685124397
268849542.29755735,269947849.7233323,12242065.3977456,247676508.43478972,269947849.7233323,289201759.49557275,248413623.53966704,20435918.757890314
235382551.0095899,238209593.97564626,13159051.842040088,214863882.92563704,238209593.97564626,253013502.35207936,225229547.42555222,10153003.584037691
211151689.80194822,212075382.6215753,11911334.408423385,190620285.12029752,212075382.6215753,232454110.5673647,197372227.55023494,13779462.251713276
174364768.45887792,174763117.4741256,10504146.647227872,157091919.03995517,174763117.4741256,191100975.30814672,166132189.10500252,8232579.353875399
149434886.53852013,148062081.0220066,13786847.953860087,127330190.12628175,148062081.0220066,171215851.99386388,143291245.32101735,6143641.217502773
120757692.27358262,121923178.9934719,14441937.521569766,95186561.01696323,121923178.9934719,141040987.33462563,112694562.0745117,8063130.199070916
110127169.59369719,110578933.40120666,9495022.034330184,91844885.9955816,110578933.40120666,126634369.85397007,105284588.43069834,4842581.162998855
100455538.31001115,97923807.1691517,12235623.183678309,85122814.94412415,97923807.1691517,122980291.988265,102361524.31549206,-1905986.0054809153
91343639.831472,89854625.7164754,7266267.856273501,81710286.42401142,89854625.7164754,105390673.61160018,103479914.61404027,-12136274.782568276
107474769.09454393,109082499.75651288,11272554.496448306,85891528.33510683,109082499.75651288,122978087.09855784,122524892.08235757,-15050122.987813637
127234669.52307987,125565008.01138097,10331796.39123172,110240239.0396879,125565008.01138097,145786442.31993696,165586097.1313258,-38351427.60824594
173904517.63462013,172261351.9758848,18356584.898950316,148200695.83281794,172261351.9758848,210036409.52775013,203827146.2698323,-29922628.635212183
198816246.97061077,197878470.6746413,13309437.500548223,177848868.29605013,197878470.6746413,224463686.535358,232210683.36655387,-33394436.395943105
216610002.46921873,216340666.68243867,18880310.880827658,191167779.4054438,216340666.68243867,258486700.18541712,237607040.66598403,-20997038.196765304
249228675.0400293,245961576.6993229,18928796.231596503,218917303.94790807,245961576.6993229,287554083.4163424,231754616.99259934,17474058.04742995
238070888.90040803,235770539.917356,19856254.003500566,206830557.08949113,235770539.917356,276451088.2224102,237542682.8291053,528206.0713027418
238009397.35276398,233934273.57398766,23481795.853422396,205206888.78728983,233934273.57398766,283925911.38041854,246149368.91572183,-8139971.562957853
247225961.6051631,245414015.92853427,21715848.526162703,212245216.7356261,245414015.92853427,279634809.9002302,260296531.9063819,-13070570.301218808
243375759.13564596,240437270.7396894,17645110.584857166,218185649.75445625,240437270.7396894,278382586.92377234,263345908.560428,-19970149.424782038
248326921.98235768,241998559.96901655,24941399.82813114,216959214.19781902,241998559.96901655,299483241.8098919,249411080.36507958,-1084158.382721901
242958727.8906294,244415107.52410048,21376656.979980327,204743715.37326294,244415107.52410048,277268234.6132679,225505259.29020485,17453468.600424558
254518821.3986723,255283000.09115344,17653295.668833528,223590484.82335818,255283000.09115344,288309053.5550041,242323440.953456,12195380.445216298
270934767.1637869,268668669.7868899,20937586.67809185,238332355.57026502,268668669.7868899,306872663.04710615,274841081.01631945,-3906313.8525325656
279145487.7948582,279607087.981637,19461701.39688685,247215416.51996183,279607087.981637,308304422.821039,264747507.43503,14397980.359828204
252695160.41784912,251565593.15298274,17226238.275114756,227431653.8160567,251565593.15298274,293026633.3355629,251433728.37530965,1261432.0425394773
216862496.18478167,216306191.3537163,20574065.29177614,182269851.0382791,216306191.3537163,255931108.12576804,222393796.85833842,-5531300.673556745
204491788.90817016,200643389.46826077,23831379.126817174,171904944.6370813,200643389.46826077,241748208.17689726,189906538.85565206,14585250.0525181
156746509.86484614,156585803.96474838,15919202.793851038,135721663.5829436,156585803.96474838,196155479.06325662,159455377.73803452,-2708867.8731883764
147782135.71242976,140437442.61940008,19899993.08135902,122653394.51745461,140437442.61940008,179401341.75922662,133475088.60542165,14307047.107008114
119176858.40820105,115288149.20512411,15581168.765841985,97953530.6122294,115288149.20512411,149334999.48069704,117310192.89204302,1866665.5161580294
102246643.64824602,94357242.23472844,21204253.46212964,84283865.70298614,94357242.23472844,149702165.73841414,102480282.3644746,-233638.7162285745
100387033.28703871,98217422.40547559,15603792.327237027,82375802.60646524,98217422.40547559,132286093.62341847,102175902.55474387,-1788869.2677051574
110885213.38379253,102309368.0656594,20119975.6996948,90968432.54643397,102309368.0656594,153806730.55493388,108290108.8625279,2595104.5212646276
129342963.05897447,125323561.88443732,16873027.150499005,108161401.02679329,125323561.88443732,166266005.19098458,132946882.31060615,-3603919.251631677
162277530.49850297,160292169.37094808,11110263.71860304,146818575.7955723,160292169.37094808,184570412.410052,209873060.51402193,-47595530.01551896
192534773.62573838,191361640.9277286,12497916.46461065,171345222.1091361,191361640.9277286,214839059.70447385,245251058.89685786,-52716285.271119475
209021212.54101002,205761148.39607084,13970734.883923782,192024261.8849282,205761148.39607084,239171812.484969,215577387.5787891,-6556175.037779063
237428266.62466806,226319323.16872722,29909949.11430062,209265896.48917732,226319323.16872722,307916187.2218023,285876214.30299723,-48447947.67832917
245641271.41299218,239169925.497836,24297631.7704796,220292004.56513447,239169925.497836,310230192.6343603,292636476.06034905,-46995204.64735687
239193006.12663218,229869836.60374936,26268163.64268247,216085440.1542351,229869836.60374936,306268842.8356563,287207350.84334064,-48014344.71670845
240441730.71392348,228093726.63531566,33089310.269063763,209802604.46549,228093726.63531566,321228720.88012415,297949454.878533,-57507724.16460952
249423167.17324764,233017642.2471739,36301006.09835148,215507553.8712197,233017642.2471739,326080470.9842934,308122401.9556483,-58699234.78240067
254636179.5463027,243484954.53974244,29935567.67905429,221422904.40121767,243484954.53974244,323569217.01204544,296753146.7304605,-42116967.18415782
270159928.78215706,261555909.51571232,41303312.77806541,218993096.1881621,261555909.51571232,335487970.3678351,264636862.38121757,5523066.400939494
259594270.24246475,249336765.6135979,26831058.952508625,225713311.17694765,249336765.6135979,305810545.0793152,265727360.30970314,-6133090.06723839
292521118.45075893,280687556.20912886,30046472.484423917,257032011.12549856,280687556.20912886,348231321.5691057,267872419.15067834,24648699.300080597
290390339.2197578,290220699.52448386,27731744.77366976,250660765.64467818,290220699.52448386,333745610.9739197,282902866.3260086,7487472.893749177
282194869.3669083,272118519.5431969,30663925.53342304,247059539.99551103,272118519.5431969,340073143.4641025,287727086.5782795,-5532217.211371183
255199924.134511,243948625.4850208,34840198.32334207,207391289.25247216,243948625.4850208,314420753.8324456,272972556.06558543,-17772631.93107444
220016246.27433088,208218118.4712969,34712317.20054273,178465381.25903657,208218118.4712969,300677832.5871968,236247341.85838476,-16231095.584053874
199845446.5799624,210735507.42688626,37624161.8871525,151017046.491561,210735507.42688626,257688552.31376514,196633263.81905803,3212182.7609043717
159202551.75662965,140596061.99086595,40723257.130505145,114502592.34934944,140596061.99086595,238913610.50757873,175401159.86618292,-16198608.109553277
119887933.67453489,105052540.8699274,37514403.8262146,84683147.93499756,105052540.8699274,214363036.98218453,139567798.82271466,-19679865.14817977
113569721.53260967,103391086.90261622,33011271.954541136,79929776.72055013,103391086.90261622,191379643.13921514,112873278.34409831,696443.1885113567
126618587.19586198,121735918.71241628,42393999.18017023,75928474.85971467,121735918.71241628,194062675.76570117,105033670.32853198,21584916.86733
114543141.73962969,89149283.63101856,45740567.87644817,73913105.79913417,89149283.63101856,194734509.85380733,105302313.14888336,9240828.590746328
112505159.57561775,105348389.21524298,28718092.34668774,76572957.76312445,105348389.21524298,166236682.60585508,95282570.7267887,17222588.848829046
146871016.15919203,135256915.23322183,40559011.162297405,86678053.70260376,135256915.23322183,225874583.70295936,115379078.98580617,31491937.17338586
198914047.70133308,189656185.57582384,33681084.13897636,157995504.22726506,189656185.57582384,262607351.104147,159703327.55966854,39210720.141664535
242876349.10523877,247786599.2027173,31573245.271026425,198712173.50836194,247786599.2027173,292998409.9220675,217522651.1574597,25353697.94777906
226500489.77642643,218338627.39960748,45841256.925215185,156094208.56771424,218338627.39960748,302679865.7628587,234144042.80829215,-7643553.031865716
248250328.90147015,241525280.90707546,22293211.60944394,221068959.02319658,241525280.90707546,290103038.7107844,254903644.78129566,-6653315.879825503
233660839.5593564,232713594.32505244,24005814.186347958,192895916.9321189,232713594.32505244,279017439.00528336,239917902.88137254,-6257063.32201615
238297786.32884416,235490757.19748098,23629875.187082894,206082697.54654282,235490757.19748098,279701496.33487594,221226475.29681456,17071311.0320296
241281018.40186495,241831751.36283463,26614161.668839674,172504437.4251889,241831751.36283463,285453652.30606794,236630507.7323479,4650510.66951704
238491609.36510506,232451277.749444,26135907.240108345,208276722.3848717,232451277.749444,298706212.3026253,249553886.65590724,-11062277.29080218
229756584.96079773,221411063.55264556,24223346.116973333,203741985.05609116,221411063.55264556,284546301.79189,240016195.07121453,-10259610.1104168
224647483.52368188,220797467.34804857,23699805.4166201,194116201.95888007,220797467.34804857,274520304.4351594,228584754.63456422,-3937271.110882342
228772028.5634542,228753058.71213374,10438699.837519271,211828788.04476947,228753058.71213374,245177428.2533746,212312309.16098392,16459719.40247029
231027733.91796443,229447802.66159213,13571441.32639242,209051422.93690258,229447802.66159213,254423358.82699406,242185881.2867057,-11158147.368741274
270887232.20654094,272000858.7632718,16087203.125368942,238306121.87266693,272000858.7632718,294109456.0363076,261719512.04617295,9167720.160367996
282381397.7306125,284628708.64660513,16590888.404942686,245782219.66202736,284628708.64660513,304491374.28477186,240839363.09523618,41542034.635376334
271635023.02904,270569216.8332234,13498066.066210931,251178978.58847004,270569216.8332234,295742918.22502273,229458897.09344622,42176125.935593754
240939430.38107425,241605908.4756475,13958784.278593332,217583241.49089146,241605908.4756475,263040161.04019246,204027305.73150235,36912124.649571896
194944659.80169308,193006055.35746944,16596643.208337171,170855044.1305409,193006055.35746944,227093957.74025777,172269055.67828563,22675604.123407453
163304266.51509583,162511026.36462888,14978560.123021664,139787577.30665696,162511026.36462888,188586578.6898827,146110416.95505363,17193849.560042202
124611014.1045217,126125680.12954727,22957107.765991807,87203664.13518761,126125680.12954727,163527256.3644722,135823897.54090866,-11212883.436386958
114496807.08348218,111043738.93116036,17713155.258310497,90030841.13850997,111043738.93116036,151631996.00544378,112895850.14602052,1600956.9374616593
101847682.16790542,99549629.89248429,14324573.271828044,82447633.01425962,99549629.89248429,127574412.61426742,99435898.49546082,2411783.672444597
96894665.4737723,94666653.4589748,13570943.45383116,79414346.65569264,94666653.4589748,124786599.30861504,97634371.54707462,-739706.0733023137
93023994.56346811,90025671.76331544,12880091.342521595,75893578.34705664,90025671.76331544,115997088.08772032,108583255.90417871,-15559261.340710595
124920537.40110646,123949606.24181548,13645974.791738402,104142630.7603337,123949606.24181548,148740124.09158298,136312259.5119049,-11391722.110798433
159702254.82673037,158676557.7603153,14336690.981452838,137365585.86574116,158676557.7603153,186361875.6824181,223061769.29367173,-63359514.46694136
212414298.8062396,211330214.13397408,10406953.838741228,198141077.5134039,211330214.13397408,232774974.69289482,281348777.98603004,-68934479.17979044
242081557.23417306,237934301.2510886,20887302.612792615,219317609.5553696,237934301.2510886,300912612.5550084,222682024.72327194,19399532.510901123
259790892.55522525,257122684.04827076,19865792.835234568,236970137.35769564,257122684.04827076,316375404.20668983,191995651.69415712,67795240.86106813
257727997.92338246,244613276.48272097,32555076.01969443,224219613.0328433,244613276.48272097,322347789.13168997,253596376.48312628,4131621.4402561784
254480216.1257635,242986389.72617033,30221359.041060902,223007414.02962178,242986389.72617033,320620404.56574816,281283960.36711305,-26803744.241349548
259066262.09708482,251328494.07344994,30394171.46920154,221974902.1938969,251328494.07344994,319420950.6880427,262142920.73687023,-3076658.639785409
264651781.06498814,257860235.8242076,31920465.176044714,215993239.5622264,257860235.8242076,330309372.44135624,274080563.6237335,-9428782.558745384
269408394.11742586,260917536.71119055,31558716.84391737,220499278.42915693,260917536.71119055,318112896.75018567,258273747.21074882,11134646.906677037
275284895.18450135,263990003.254654,29823307.706516083,235280585.0026265,263990003.254654,328526705.76263076,243449527.88990855,31835367.294592798
295200386.0522431,295208720.3578522,30958690.67649635,246286978.33554566,295208720.3578522,338037394.34492695,258476382.89876956,36724003.153473556
305126321.1652787,300086815.0902705,26901692.006349348,269481927.5890844,300086815.0902705,353016815.52986676,274558218.6819987,30568102.483279943
306859916.26558393,304984049.7083214,23377171.173783924,274353817.4787026,304984049.7083214,348307471.9255324,292701204.9887169,14158711.276867032
292225725.8308549,290195834.3611093,21788870.001505934,261963866.77221403,290195834.3611093,336230503.3089087,279730624.0002276,12495101.830627322
293059225.3375566,282690649.00507116,31768780.27405323,252328534.56251317,282690649.00507116,342559338.96948326,277182382.4723939,15876842.86516273
259360448.6654789,250276754.57601768,28841060.417669382,225890269.51509935,250276754.57601768,317117057.2431952,247334568.49521512,12025880.170263767
203522145.91388676,198215817.67032373,28126505.95362807,162367623.42798758,198215817.67032373,261197651.8793126,216074888.97141287,-12552743.057526112
186186329.70736665,188500494.69836372,36204157.20995646,138266684.0120528,188500494.69836372,248267977.1669068,115302443.5484915,70883886.15887515
143501010.4760178,150765955.64819878,34104885.26170992,93654684.9069141,150765955.64819878,210843150.387087,106492878.45873123,37008132.01728657
129285564.60703619,123334452.02328199,30793177.084542677,91801252.4641735,123334452.02328199,188666979.86024418,100933771.34902489,28351793.258011296
128262518.06725392,119988072.9138653,33587682.61550056,86358820.0057853,119988072.9138653,187920189.12824085,96156561.0421284,32105957.02512552
129617735.6216697,110113089.96452695,45803397.250197016,85333680.44794871,110113089.96452695,203003342.94421914,95971789.11032331,33645946.511346385
134495924.61572382,140007784.86496374,37385824.03856268,85616665.13782611,140007784.86496374,205353772.160115,99558008.8216709,34937915.794052914
143717756.3395971,127801263.75958778,42221300.99303974,94241001.53990646,127801263.75958778,225262178.08737957,123909106.9049111,19808649.434686005
202623286.41527298,213063332.7364501,32878314.974461284,150457518.3253518,213063332.7364501,249123747.38785902,179619266.56993926,23004019.845333725
227620310.62407467,222512838.7168722,28787203.484930106,185040561.32625484,222512838.7168722,283948865.9430269,257482875.6612282,-29862565.037153542
251379467.64107698,249559740.89301538,31038474.567739904,191786206.1800377,249559740.89301538,298357974.0654898,281980716.0209278,-30601248.379850805
232710714.2047551,225474400.89382344,28680922.311878785,191830284.98975104,225474400.89382344,294404946.09819233,286914509.20961154,-54203795.00485644
250740544.6960797,243689173.92068318,34422979.5910176,201891907.755807,243689173.92068318,308841721.56051666,276953155.3678998,-26212610.671820074
260717821.16059318,259505974.61153036,21915890.630895585,230662673.52993453,259505974.61153036,301648698.7562419,263923996.6972532,-3206175.5366600156
