mc_mean,mc_median,std,p05,p50,p95,true_hourly_carbon,mc_mean_minus_truth
248639923.6656307,238329912.69012597,27726237.990553137,213382463.93363702,238329912.69012597,294209975.8188841,261006440.14335996,-12366516.47772926
246593499.23165515,246037777.98687917,18637242.412630845,217126572.03158644,246037777.98687917,278552837.03484315,267018172.03684133,-20424672.805186182
256379693.08124256,250330762.45632604,23743550.93983965,224965862.63467047,250330762.45632604,300386530.9792281,286142547.4391535,-29762854.35791093
272403406.3305457,270935723.795193,25007135.49387981,233293530.13330334,270935723.795193,314410212.6674662,271797181.73692274,606224.5936229825
273581546.9275402,270404946.12502944,19283084.446296882,244818072.8556512,270404946.12502944,310332917.7508136,265541113.72277233,8040433.204767853
286631005.7199743,288398307.85295576,22904061.062895223,244428572.62357306,288398307.85295576,323289285.49493444,268167678.30825186,18463327.41172242
313216691.5767387,315512120.8214183,20107834.074001834,279315905.6988181,315512120.8214183,341221864.16712314,292173757.8296277,21042933.747111022
312956410.5081671,313191625.32726765,20359551.706339832,282606058.00600606,313191625.32726765,346764154.2366182,292736142.55024046,20220267.95792663
294435409.5378052,294070980.14000106,20221263.21964828,257179395.99849224,294070980.14000106,329539277.1182392,297843524.4179992,-3408114.8801940084
278919968.5196617,275821038.6751038,14872319.872677753,257819139.83360973,275821038.6751038,307448628.57690114,267413558.92363638,11506409.596025348
251172658.3001625,248184486.14187542,22319811.109668314,218635949.66090178,248184486.14187542,293245165.829821,237571707.86831617,13600950.43184632
204629258.99465153,199945484.90480977,24532326.64850551,172397518.86200812,199945484.90480977,250120246.23311022,215021456.3225673,-10392197.327915788
167063382.1460239,160279950.77962655,21451615.958787262,142268279.04288453,160279950.77962655,215090028.9825554,161785436.87169877,5277945.274325132
150952159.9803793,165181558.61698544,32784172.783135906,106435351.1422117,165181558.61698544,197023055.73022994,132155604.33879483,18796555.641584486
112168220.42629048,109318571.98365101,17121257.83015098,92522480.8516044,109318571.98365101,160045500.64535862,123655391.03562894,-11487170.609338462
123691225.51384035,115645970.43837598,19849840.159051497,101630958.62830488,115645970.43837598,157850827.7062032,113718090.92646635,9973134.587374002
133911553.25197002,127499674.75609744,23889550.690138828,103284731.6917703,127499674.75609744,176892518.56690973,114422777.11655541,19488776.135414615
158344311.02750832,151983786.07878423,24113356.213063683,129192788.30606847,151983786.07878423,206104244.22403067,130608328.24033727,27735982.78717105
208128604.95752242,209926404.8183133,16440017.112742554,180608031.2346743,209926404.8183133,235463053.21907988,174003119.42807826,34125485.52944416
242233452.11833256,240023372.45901594,21032631.687939905,203322587.83535266,240023372.45901594,279443995.1058785,231013631.71420678,11219820.40412578
284107964.91347206,282646587.47262836,16462135.823095841,259453612.4193424,282646587.47262836,312295684.9981543,267035127.3934907,17072837.519981354
301584181.89720553,297894389.14952445,17833856.369922046,276131879.8656863,297894389.14952445,334668654.1688281,280924322.8401902,20659859.05701536
305596272.8528882,303872275.2755897,19509423.58825757,272560557.7616281,303872275.2755897,337253237.42726445,288881665.6487842,16714607.204104006
307909063.7400114,306701491.7844243,16087928.451303033,282926837.68499786,306701491.7844243,334111000.3090762,276366865.3995738,31542198.34043759
295836871.9208932,295459601.67341113,13253349.083450176,274587039.05246353,295459601.67341113,323957524.79964244,278279477.2081514,17557394.712741792
298817184.4991148,299285676.5854647,12512298.798971351,279536506.9105714,299285676.5854647,318469007.0313979,289442708.8795154,9374475.619599402
303929385.3011398,304345675.21905994,14689494.930028664,282618455.6704216,304345675.21905994,336077080.3900159,295537047.7135198,8392337.58761996
298520077.09426844,299394772.67935836,10342628.19615735,280773457.8188071,299394772.67935836,314096269.29386914,286932902.6186919,11587174.47557652
299024195.88122606,301267509.17910403,12234470.852624519,279574312.8114456,301267509.17910403,318374593.453727,283529383.7504639,15494812.13076216
297615464.4562054,298692376.8946345,10261004.23750385,279819170.78755355,298692376.8946345,312501498.99028164,273098969.8791008,24516494.577104628
299882441.2765691,301777278.7770315,11153231.079202788,281283704.34977585,301777278.7770315,317593396.8421369,269145128.7239485,30737312.55262065
304867558.94250953,305123348.75752985,11132899.94401949,285770077.9526653,305123348.75752985,323022554.3063226,286394644.2664555,18472914.67605406
306398699.93654776,307799233.12672544,9738165.614236241,289090133.18144333,307799233.12672544,320573639.9062407,277328417.96494657,29070281.97160119
280466779.80501664,280024119.069423,10461875.020393912,263786439.49100104,280024119.069423,298886128.5979473,263457563.4755246,17009216.329492033
232711104.7483255,231468984.12226886,11774438.738741731,215758142.31162277,231468984.12226886,255667822.7817539,224221597.4951902,8489507.253135294
199780543.99828768,197634855.3654228,12476459.876337701,181961237.08043405,197634855.3654228,222053546.2684169,182940123.99065465,16840420.00763303
158144519.778064,159815196.9886177,11389454.547710469,139348091.2369287,159815196.9886177,173418014.44623044,156255641.6568346,1888878.1212294102
130917688.73610508,129712739.0666322,10388971.279048301,112627695.57418215,129712739.0666322,146006986.1947,136129894.81242907,-5212206.076323986
112661724.22792242,116456213.95389703,11155960.799940675,94687028.1771258,116456213.95389703,129061756.05452178,121262973.1701939,-8601248.942271471
107820048.63426045,107522171.3609285,10881516.581353212,92607612.3990032,107522171.3609285,125340257.79182288,113089787.70755963,-5269739.073299184
112615513.57799506,114159275.46229158,9347457.64735409,94022807.23828153,114159275.46229158,126549889.70280682,113867871.6204888,-1252358.0424937308
117054586.56907077,117070742.75451665,7766746.042613044,105209364.60180415,117070742.75451665,130305224.50947826,132524046.99385633,-15469460.424785554
166665021.3348647,167671553.52184385,12370932.352583086,146504363.28256258,167671553.52184385,186850765.76898998,180430331.38276735,-13765310.047902644
223553845.72424856,223917157.19990635,8715668.288281247,208964206.71592972,223917157.19990635,236937359.43860748,233756079.90126058,-10202234.177012026
270425937.9790903,271630024.26312363,10165130.789123023,252186444.55137527,271630024.26312363,286381757.7064496,263722590.98716,6703346.991930276
290134366.69424033,289705906.3719599,10176113.117113117,273850869.68139005,289705906.3719599,306643457.43535274,281062169.43782693,9072197.2564134
293338234.49901724,293120477.2247319,8546285.41750538,279314481.2858716,293120477.2247319,306461163.72387516,284920785.2654721,8417449.233545125
285489512.4665259,285147862.06324494,9850303.49179909,269245212.1341559,285147862.06324494,301006247.8174481,284887043.96504885,602468.5014770627
289890964.18535465,289079226.42868924,9333897.36274013,275824214.77639616,289079226.42868924,306287481.0000785,285265636.5952514,4625327.590103269
285731627.62094164,285700733.7901654,9720362.553603716,270100787.9290152,285700733.7901654,300477401.1240945,288914866.0208498,-3183238.399908185
281347225.91033024,281945167.0323981,9234638.197167782,265432343.83208594,281945167.0323981,294896348.17314684,284059523.26170427,-2712297.35137403
279763710.7811413,279966545.8654969,7270887.271202253,268908736.5971196,279966545.8654969,290723159.10189146,266271435.93648717,13492274.844654113
282729023.09545845,282889303.8381281,11010946.646418123,266831343.8722042,282889303.8381281,307764065.1536885,252908599.27597958,29820423.81947887
275983120.3233496,276905301.7728369,9319159.136873411,260899983.56913406,276905301.7728369,289751910.1891282,250149187.34721974,25833932.97612986
269839825.5737513,270195648.49360013,6891725.6312794,257993858.7537482,270195648.49360013,280418315.41391695,258398817.61927152,11441007.954479754
274718379.4813743,275800036.15026176,8087817.638582384,259865321.88380027,275800036.15026176,286668227.27490443,258094865.70585147,16623513.775522858
267393274.21376568,268466875.2890315,7339715.335172073,254070695.43878418,268466875.2890315,277471392.82222265,242785085.0869371,24608189.12682858
248863702.67948303,248987842.8177764,6916387.8881228855,237327642.24841768,248987842.8177764,259683431.29957357,227009576.55077705,21854126.12870598
214490835.30389735,214402300.71840155,7041448.000054006,202613957.91958737,214402300.71840155,226000625.57161587,197415632.78105453,17075202.522842824
179179373.40896237,180465031.84632128,7197377.192621728,163575408.4787273,180465031.84632128,188640192.43918046,164406009.87519258,14773363.533769786
146310081.521445,145642609.72139573,5618230.2714946205,137842189.09836635,145642609.72139573,157200887.7023343,130770365.54775251,15539715.973692492
124808222.09606826,124169824.78191364,7700067.225836057,112848390.44601761,124169824.78191364,136871927.4524657,116752701.20645803,8055520.889610231
109216936.93879491,108661317.49867383,6339063.522739705,99047442.20543656,108661317.49867383,118963424.8278717,115472581.91713078,-6255644.978335872
105398825.10073505,105329781.55817008,6472015.971504961,94306985.65420544,105329781.55817008,115605737.63057573,114190262.85874118,-8791437.758006126
104285117.27557349,102526648.86887285,7670352.263550807,92304394.43705644,102526648.86887285,117920317.50030261,124087931.58596684,-19802814.31039335
126658075.23529786,124681852.68439463,9172180.538507953,113394719.22765785,124681852.68439463,142699153.93689024,146599533.6191893,-19941458.383891433
162460999.0278058,160519680.92893562,9538875.317570284,149648167.2793532,160519680.92893562,183384196.26131508,192788349.1489023,-30327350.12109649
205870006.12095904,203661338.6636363,10108125.542828271,193824309.77083704,203661338.6636363,229420208.51278782,265617341.77451685,-59747335.65355781
221729967.35750243,219842315.7164228,9408295.178141706,209456145.59384906,219842315.7164228,241475564.57763353,302698092.23661786,-80968124.87911543
252347252.43762326,251588044.52565256,10577215.80099465,236569175.96948418,251588044.52565256,269629472.65231985,301654948.20168924,-49307695.76406598
264898899.77339125,255204968.5091945,23367047.651980583,242674076.84331223,255204968.5091945,315988693.5614933,265366288.4666811,-467388.6932898462
261897228.03456903,255365900.34623408,17697465.208203785,240823613.22984073,255365900.34623408,295351780.2190722,262667663.85214412,-770435.8175750971
257537823.32842824,249520794.0451675,20331349.004295714,238047174.18896136,249520794.0451675,300402102.5860986,275318558.3972992,-17780735.068870932
256938693.85663015,249579037.9383651,19589542.455408394,236780230.65491745,249579037.9383651,295534586.2143811,321473573.8840416,-64534880.02741146
253632838.42003956,245941500.40153348,23260876.050267484,222666370.4047101,245941500.40153348,308766292.91032684,324599656.7236435,-70966818.30360392
258997674.4672004,246982718.40712053,25787698.74296985,232295794.6447789,246982718.40712053,309860310.4710601,306235261.37641925,-47237586.90921885
263375444.54571497,256313498.73440874,21798608.65726129,238507484.64326382,256313498.73440874,307145611.7688999,285065468.75086606,-21690024.20515108
273169433.2360579,267477967.54174072,20551648.029579375,245066405.26539564,267477967.54174072,317637965.1868571,273815530.46531534,-646097.2292574644
305391262.216547,301446734.66167283,22167472.42746436,276954166.54608166,301446734.66167283,345170563.82386595,303331293.05289036,2059969.163656652
299038722.68421274,293496742.6471785,23229788.8743989,271452171.7452534,293496742.6471785,349700000.3737976,292178733.8296723,6859988.854540467
291671176.65344834,287189851.6465762,19067872.422645226,263766797.50937495,287189851.6465762,334645881.40628666,267240760.24706352,24430416.406384826
258440078.32729453,247983950.185737,27739572.654163048,224259808.38563886,247983950.185737,315180162.52848434,243807644.04277182,14632434.284522712
216432198.70795843,212653145.15918493,18369328.570670817,190736284.06585428,212653145.15918493,264012929.22199082,183245341.6812557,33186857.02670273
186872495.35265514,180733116.86443365,33284085.532748356,146090798.63103122,180733116.86443365,238291692.31689194,159142789.52305883,27729705.82959631
154584713.81076878,142460399.22404176,31448099.92467619,114309639.28833248,142460399.22404176,216806313.1281994,129501940.91908637,25082772.891682416
127975964.85079855,113259459.55006,32781425.637728162,100852209.15096945,113259459.55006,202219692.22284356,114795456.39691018,13180508.453888372
123280670.60609807,107204132.20603988,29108891.61456756,96680223.28443167,107204132.20603988,185737035.42374185,110606636.80533677,12674033.800761297
121430133.66389638,114910451.41522565,21254355.77596503,97792026.5845917,114910451.41522565,159079128.52784932,113059145.01485221,8370988.649044171
130433637.86484757,118825844.25914887,34253803.2158762,96966461.3904167,118825844.25914887,201596949.0973404,111767404.45187487,18666233.412972704
181223981.26784116,170863026.1190126,40045058.76372904,116802194.93160708,170863026.1190126,234967668.67764455,135601022.93964475,45622958.32819641
199023783.3701488,192672277.83930698,24661424.047536157,170135744.73259816,192672277.83930698,265296825.48752233,186326456.72466862,12697326.645480186
252945153.45449018,255018622.0660555,20970627.489880186,215661707.14388084,255018622.0660555,285610876.28267825,262739097.87687996,-9793944.422389776
268888341.91063255,258334143.97872996,28671407.451580837,235054156.44425172,258334143.97872996,329178967.7969814,276142369.85467774,-7254027.944045186
253311238.11125597,246626770.20687878,26467041.004709717,218572801.69591248,246626770.20687878,311079903.4080905,272904772.46199375,-19593534.35073778
253826241.78851703,249865058.79859215,20676968.153410856,223125582.39504626,249865058.79859215,296317841.2570207,278743493.93978316,-24917252.151266128
260092264.19444528,260178950.01237917,17876710.02242572,230768460.81239638,260178950.01237917,295138154.18668973,248423782.61792994,11668481.576515347
263757993.78169838,257408440.70941508,28364530.235189643,229131964.92550963,257408440.70941508,314785195.98965394,247691638.87392622,16066354.907772154
262425975.9303276,261630395.6185426,14876555.23304333,235603429.8439772,261630395.6185426,293757418.39860415,277657579.8940193,-15231603.963691711
258879740.60456488,257674009.48142037,13399222.24835763,237614834.25250152,257674009.48142037,281202403.9686605,273405977.11281955,-14526236.508254677
256813890.64390174,254336722.77340972,19411630.390780166,230293311.92965195,254336722.77340972,295283630.1865479,263633538.1720335,-6819647.528131753
250149286.81239387,244557790.4504362,18580522.860990174,227585099.65811843,244557790.4504362,293572868.6604982,254488498.614053,-4339211.801659137
268400864.6533125,267039019.81711668,13609448.913449615,246898751.60653913,267039019.81711668,290904698.96950483,262442387.7890325,5958476.864280015
283057460.506432,282274282.63054025,15873384.065912856,256812480.2607652,282274282.63054025,310944336.3474684,275424892.6184256,7632567.888006389
276042768.6953342,272817091.5937779,17540755.22572259,250821172.5104972,272817091.5937779,311307905.9882291,259399147.8980453,16643620.797288895
271568446.3753114,272274868.50497055,14889494.219113583,245444685.47276852,272274868.50497055,299977956.5599647,257664802.6879011,13903643.687410265
256332029.3239897,259443435.76195842,23125897.963241603,209385165.9175193,259443435.76195842,285125457.6836501,225985414.58057445,30346614.743415236
203981934.87877297,197501526.37508363,23332401.46313041,163304530.86146763,197501526.37508363,251959036.56017897,197044377.3599312,6937557.518841773
176570254.5343201,169334665.98584676,20626590.23444317,147407791.70762947,169334665.98584676,216046108.56410256,168079311.9024654,8490942.631854683
148257128.34856048,141686725.81310666,23632482.00763629,119072165.6638901,141686725.81310666,192490320.3706476,140482893.36132923,7774234.987231255
121353767.8937389,112230273.9638682,22673283.55979577,98852619.13318054,112230273.9638682,180769615.88096464,126588275.98617108,-5234508.092432186
113098912.08795899,104662677.614304,19785297.047827136,94577733.66414502,104662677.614304,152718275.13093784,120642453.78855142,-7543541.700592428
122509143.51137151,123466241.4794463,21749717.564261377,96268513.26167363,123466241.4794463,162989577.56319964,115173625.04246767,7335518.46890384
129666492.28803594,126988709.7527759,22957810.594573814,102940048.82298458,126988709.7527759,171714421.26292628,116661603.55458999,13004888.733445957
155921282.81889823,154345675.1779614,22943998.329306602,119501355.41009508,154345675.1779614,203208949.20842654,139458140.068152,16463142.75074622
209518003.9037517,200419212.7177943,26095244.808188666,176702622.88115725,200419212.7177943,252919904.00156516,192622599.58368167,16895404.32007003
254415269.89572945,248825727.7908902,19221010.422712583,233746706.64368537,248825727.7908902,295293262.0292409,255199279.12335435,-784009.2276248932
273832331.3463234,270339105.26953936,16289652.293319287,254032142.55894935,270339105.26953936,307961141.218575,300487780.1672679,-26655448.820944548
271806670.6624878,266557318.35764992,20784159.844136395,244406764.1598383,266557318.35764992,304644503.2385102,292940311.5331326,-21133640.870644808
272320943.7697899,267505855.2070021,22721652.811895497,242035537.04569978,267505855.2070021,317953234.5991036,292422945.929122,-20102002.159332097
275886247.8665185,268047167.52759916,24455136.306200158,245352768.78349957,268047167.52759916,314082378.7716327,285840477.09237957,-9954229.225861073
265460927.30787143,257070463.8069114,22078647.685952347,242154960.93057105,257070463.8069114,310433826.91326576,276263727.59443873,-10802800.2865673
271673487.76731235,266999517.96737778,23321070.195784852,242960203.6025958,266999517.96737778,319692660.93079114,299981939.71523607,-28308451.94792372
283133322.58038443,286035130.55008715,27371846.472894784,244950680.16665533,286035130.55008715,325473020.26256424,285648398.2909998,-2515075.7106153965
282968505.4678808,279669732.7030402,26212230.513354935,243752215.5239077,279669732.7030402,321187858.7618707,280491789.8387067,2476715.6291741133
284930704.5518329,276711738.2633577,22001703.099636618,258932607.54902303,276711738.2633577,322630365.2496123,256624812.8221264,28305891.729706526
293157021.2001314,287381398.46130025,18885992.150660053,269977687.5132973,287381398.46130025,329442993.3356474,308594725.7579746,-15437704.557843208
312501635.7361767,307590270.8774307,19966833.30249315,286196857.1491283,307590270.8774307,345128311.3657993,308485706.2426787,4015929.4934980273
313304661.13804954,307256737.6149249,20915939.06340382,288589822.5201884,307256737.6149249,350138240.8459886,306329327.6846312,6975333.453418314
288873403.4237631,296025738.44179654,25225297.06017378,251172843.37532532,296025738.44179654,323478493.75811774,281383205.46734077,7490197.956422329
249888159.6280628,241774463.5682847,23867268.024495542,220080884.9807718,241774463.5682847,301680977.06306124,245830455.9898143,4057703.638248503
234163084.54785886,227968979.81584954,25009212.429839905,192178440.91793942,227968979.81584954,275552653.4750231,200795513.3915934,33367571.156265467
187001263.12410048,186643542.0040099,34665772.879312895,134024902.92169625,186643542.0040099,241533995.30890232,159597485.8511864,27403777.27291408
147477918.58373246,140559858.94403395,29196875.099071153,103496708.58759649,140559858.94403395,214010689.1932118,135332203.52986237,12145715.053870082
132941085.57696602,123196621.47723866,31820071.442213763,98293817.94091669,123196621.47723866,191911757.00193483,124064015.8923576,8877069.684608415
144431336.60878518,143190443.29104605,40803702.66530532,97977213.67920303,143190443.29104605,207320313.84101626,115071932.45841508,29359404.150370106
145182784.47953624,146247731.95519525,28238415.441293027,99073958.00195037,146247731.95519525,200187915.92015168,112911596.11146659,32271188.36806965
136340890.33965442,135843785.503713,29429349.626738213,98772633.59752873,135843785.503713,192602283.4556304,114636244.66243815,21704645.67721626
177427594.1866942,182890473.2685293,32786055.975330655,131852122.97015494,182890473.2685293,227441621.0264472,143416979.6331872,34010614.553507
235718630.0392821,242364468.55202064,27736481.322081488,189410980.76403466,242364468.55202064,272534173.55089355,206598856.3739064,29119773.66537571
273721055.75159496,275414733.2707927,29996603.18780966,224806722.99960464,275414733.2707927,319148545.4468502,297802423.49134505,-24081367.739750087
298518107.497057,295606289.6418625,21447441.277034067,251886123.62925243,295606289.6418625,336613500.4126584,323625292.9562913,-25107185.459234297
279206466.80540997,272306084.43195724,23504546.159195434,242591816.91559255,272306084.43195724,322263666.4737327,325181013.62717044,-45974546.821760476
283354254.8233009,294551731.5754214,25619445.553182352,243353430.4253989,294551731.5754214,314782952.80897236,317716744.7428699,-34362489.919569016
274280061.95888734,266047599.6421305,29288907.672677122,227944316.58263206,266047599.6421305,328287446.4535408,311254569.1207866,-36974507.16189927
268426765.31975257,262942737.45277756,31304208.397850208,228973200.47077253,262942737.45277756,324054013.8343355,298964552.0760111,-30537786.756258547
264969472.37780595,262176775.7482889,20765702.056276564,232219257.98747465,262176775.7482889,301677485.6881204,318018878.5369041,-53049406.15909815
277703185.6159956,275753338.0907589,17704549.088472925,248429702.78765944,275753338.0907589,307725766.81769633,309165364.0307533,-31462178.41475773
286721117.86929154,287521665.3681249,22472396.825671438,243386173.356257,287521665.3681249,321391925.1669115,317119171.4843301,-30398053.615038574
298275284.64159465,301278206.6091993,22590692.937140673,261592525.10321766,301278206.6091993,334148756.3832006,304674852.9618734,-6399568.320278764
310175335.87727183,307796303.3774637,21482462.574543774,273837120.63251865,307796303.3774637,343227550.69223565,324330328.9265249,-14154993.049253047
336666298.6690414,336621303.01420295,23014542.576814856,296031211.77262545,336621303.01420295,369914964.97068,340726416.0916982,-4060117.422656834
327020905.769393,324751662.300444,18590554.277752895,292911046.9799477,324751662.300444,358008656.0506357,305774075.50143546,21246830.26795757
309145851.484278,300568290.9632771,22647390.643127274,284924383.3990447,300568290.9632771,351041410.1465077,319110928.3060221,-9965076.821744084
277499881.7230576,269500691.2133628,25361902.70228396,245467763.24234074,269500691.2133628,327292655.5120169,274691354.25424254,2808527.4688150883
236435106.75519767,223246577.53933334,26303379.47325394,206359845.0387971,223246577.53933334,274856011.0251785,218664431.87726095,17770674.87793672
184334479.20095786,173104161.97541878,29685680.72590912,150307103.14921227,173104161.97541878,242764816.23343349,124007496.53210485,60326982.668853015
164594082.0620436,165257520.244312,34580485.95556103,101388619.01805377,165257520.244312,215961558.54462308,117502744.61475514,47091337.44728847
149209752.79040885,156236654.7700712,31093292.88129948,100805280.06035224,156236654.7700712,192327686.6672386,117272291.44649251,31937461.34391634
120014477.01331535,108722232.75922132,22264335.917041384,100163228.31071848,108722232.75922132,166757253.83302635,112742384.88981934,7272092.123496011
125714348.85407595,111009663.82100579,28060367.351950858,98770762.48361768,111009663.82100579,176835417.52438754,113057562.88769802,12656785.966377929
135303677.63686273,128908510.77993657,28206171.125690024,99535842.0363586,128908510.77993657,185554943.98469138,114879732.82247044,20423944.814392284
161858142.84150216,159155608.59153748,37545699.86132242,101065538.13120914,159155608.59153748,218906198.3082628,134484878.21588707,27373264.62561509
205862979.9759315,195440987.4188915,30808201.589301176,164506376.1836905,195440987.4188915,262447204.82818824,210452684.98091757,-4589705.004986078
240536650.80066505,232689812.8224824,28102042.874910604,206794115.81318447,232689812.8224824,303078168.59741384,303654275.89520985,-63117625.0945448
257836880.63481385,254706735.40452778,27885848.66063716,198058020.9354231,254706735.40452778,300767981.35563636,337872991.80492216,-80036111.17010832
260447861.52693242,255519931.09031838,19984555.70797906,232976027.18586788,255519931.09031838,302347918.64144844,334111146.7602397,-73663285.2333073
289559244.67426676,288615686.2230361,36741168.0270586,216353168.59720102,288615686.2230361,347280339.4645164,331676228.71292114,-42116984.03865439
275513803.48205745,272358585.1208658,24173479.892506104,222949579.62384278,272358585.1208658,319043597.6476099,326128818.3819295,-50615014.899872065
284987753.9958405,276778810.33259976,26415652.278429605,251738651.7989652,276778810.33259976,332048048.20364416,311871681.4087486,-26883927.412908137
285610855.58269125,283342816.9213097,28652824.358519487,225723706.7838208,283342816.9213097,321246052.4602847,341760315.16077185,-56149459.578080595
281759865.6042643,284201075.07330847,42185958.73664222,198111464.19541126,284201075.07330847,334776052.7891649,316164052.6080586,-34404187.00379425
301580720.08982766,285802718.9257489,38585303.21996395,228072150.44341898,285802718.9257489,362604251.5206437,329191359.5633891,-27610639.473561466
296816704.5161636,292986100.9754535,20864237.940258708,260473111.40147576,292986100.9754535,343118785.3226849,298154485.66203207,-1337781.1458684802
336903940.98141634,327466786.53496957,27681290.525220536,290160588.3639517,327466786.53496957,377019849.0904724,283507395.1647512,53396545.81666517
330458223.3178603,316694888.03072417,28707370.06173849,293446762.945719,316694888.03072417,387069060.6922913,304843172.6687924,25615050.64906788
323124772.127954,315043030.6599823,26555502.453878593,289984512.11872405,315043030.6599823,373259576.3678562,308647273.3218383,14477498.806115687
328473283.94276315,313351887.6382168,32414006.555124108,285225709.23463196,313351887.6382168,371045060.6404806,298007109.8770951,30466174.065668046
290207983.78910536,273836263.1204306,34109117.95297195,250531295.7236583,273836263.1204306,356273050.4287516,261788968.69689038,28419015.09221497
266409117.7612262,267973975.28625816,41350028.17698005,174974231.41158447,267973975.28625816,317434791.1762159,212199839.51600143,54209278.245224774
228153024.19601014,206627366.5441911,48791619.297145896,156436047.0451407,206627366.5441911,296320795.48810786,175020089.2058565,53132934.99015364
192433833.49693868,202205509.94597685,51755418.51110033,116131708.03590196,202205509.94597685,263827058.9625153,139609901.8034566,52823931.69348207
138630756.89163694,129076353.35618475,32290775.29260533,99304686.92256518,129076353.35618475,211119358.6434343,134137890.69436589,4492866.197271049
153973873.64565477,116247447.8253169,58028017.40151788,98505115.0390503,116247447.8253169,236672172.46858636,129674994.25353944,24298879.392115325
152189297.49757385,152603033.57460278,39880542.27273836,98231040.18128912,152603033.57460278,218773300.00220367,124809684.95299917,27379612.544574678
148041661.94145405,147434757.65256506,42018273.45684861,97522484.79612996,147434757.65256506,201205018.32668892,128119085.71049622,19922576.230957836
176187868.55358806,171209223.60493255,44817225.36766215,119607823.31220569,171209223.60493255,249971903.2596158,144693550.07522997,31494318.47835809
267546357.29658124,278272756.9961843,37501787.739185095,205861983.8792355,278272756.9961843,318377646.78867054,189373835.2488477,78172522.04773355
284502751.6148209,270901434.2433271,39802663.64226132,221229796.6551475,270901434.2433271,351578321.2981092,254528938.99863556,29973812.616185337
308084834.6920505,293844092.0983453,30773042.917458635,272227807.2648598,293844092.0983453,366733485.2906243,299176561.3009712,8908273.391079307
312314601.5781579,302982470.9265866,34885025.01740415,261202972.7679793,302982470.9265866,378725766.9966908,320427113.4970711,-8112511.918913186
332671025.73970485,329061920.29144895,30410869.319276173,294301052.57017046,329061920.29144895,380645532.7688974,326232868.77973557,6438156.959969282
317943423.6444129,317456190.4240303,27047257.831901185,269469741.78648365,317456190.4240303,362271148.7286396,321994485.58034974,-4051061.935936868
336988049.96163,336703735.1728802,31785691.320662826,281093186.5665763,336703735.1728802,387157701.0233715,323265601.69692934,13722448.264700651
315779397.7304662,313240301.12994504,29243407.428724013,275210511.0750894,313240301.12994504,379093383.29774356,317073614.94007903,-1294217.2096128464
314302348.583562,314172097.6342337,15261352.295594953,276459759.45833063,314172097.6342337,338635527.06657517,326821044.88621426,-12518696.30265224
309598139.21406406,309578934.44806707,14911948.451057924,284133587.74008346,309578934.44806707,339406722.2319121,326446998.205668,-16848858.99160391
305029430.25588393,307528180.9574311,17148240.46894878,276667311.41270006,307528180.9574311,332515277.9370162,317954638.14962345,-12925207.893739522
306205799.9076507,306958960.84649795,21049005.33772156,251241412.04015362,306958960.84649795,333496038.50908566,309381072.14158785,-3175272.2339371443
313230944.52478373,317140613.5324025,18335979.47985746,273939140.0684708,317140613.5324025,336361439.2419417,315178884.65181565,-1947940.1270319223
308170464.40620846,314121322.4885086,18155402.359947883,266486838.30467892,314121322.4885086,330846247.24160475,313333509.93780863,-5163045.531600177
296095864.09760386,304572502.0698137,25612220.32276121,240395207.6574763,304572502.0698137,327201123.32556015,293864793.5651927,2231070.532411158
264589676.39015263,270796057.14262015,23180482.576240264,222677785.17102614,270796057.14262015,294667009.38882095,256307707.06481495,8281969.325337678
231908887.8799805,235992248.03462702,19528886.550641652,186228131.652424,235992248.03462702,266783599.05932355,212958966.2779546,18949921.602025896
200751270.7931116,206003798.8213941,21556656.072308727,132297464.51404214,206003798.8213941,227486482.57443443,171599516.15233982,29151754.640771776
160120227.5335998,162525828.3177882,17540486.527082812,132812888.55666104,162525828.3177882,187351478.7518556,140155628.37905088,19964599.154548913
131284278.22870448,132673598.0879254,21908411.430378392,100459462.83089177,132673598.0879254,171535875.45691898,128191330.66672868,3092947.561975807
125547639.88283807,127110685.00742275,13529888.270748837,101450253.9574467,127110685.00742275,147688470.91516903,122255517.92950356,3292121.9533345103
113992569.74495946,109160315.78698823,14345200.528221183,101147547.77970839,109160315.78698823,152909699.04166812,126190496.0593387,-12197926.314379245
116797519.62739314,121658552.52557328,11261332.06822109,101573511.12501101,121658552.52557328,132970765.77273712,126376617.63427977,-9579098.006886631
148750909.27454188,153591170.02249807,21550177.58678662,103360326.40738694,153591170.02249807,178068470.20087135,139259724.7325301,9491184.542011797
213805313.66013202,221677051.70487118,28298684.03259719,136940283.8798456,221677051.70487118,240168718.52188528,174058854.9491923,39746458.710939735
280911307.0258157,283951632.2905897,13935112.306751842,250117051.79573646,283951632.2905897,300656350.0622692,238865287.15978017,42046019.86603555
298186978.1344651,296636185.45066905,13142876.083821263,278534683.531954,296636185.45066905,319670533.1143357,284136250.5736953,14050727.560769796
305430980.1369561,311174056.71808153,18028536.297018006,270094948.9063114,311174056.71808153,327897764.32952684,306295275.7200081,-864295.5830519795
312734122.07157075,317163326.44932723,16409328.447945856,272725602.1846112,317163326.44932723,331169899.7868026,315787333.7456634,-3053211.6740926504
313398762.7846363,317835426.11994344,15893281.789538674,268046085.39810693,317835426.11994344,328766663.2742797,311374186.5208569,2024576.2637794018
303672727.853626,309359709.9790857,16706101.640527563,273386056.8127697,309359709.9790857,326230369.3388761,317724493.468637,-14051765.615010977
