hour,hour_invocation,hour_of_day,day_of_week
21449,278.0,17,4
21451,213.0,19,4
21452,238.0,20,4
21453,239.0,21,4
21454,243.0,22,4
21455,216.0,23,4
21456,244.0,0,5
21457,186.0,1,5
21458,203.0,2,5
21459,233.0,3,5
21460,264.0,4,5
21461,242.0,5,5
21462,265.0,6,5
21463,166.0,7,5
21464,200.0,8,5
21465,148.0,9,5
21466,172.0,10,5
21467,200.0,11,5
21468,195.0,12,5
21469,217.0,13,5
21470,205.0,14,5
21471,226.0,15,5
21472,200.0,16,5
21473,160.0,17,5
21474,184.0,18,5
21475,198.0,19,5
21476,217.0,20,5
21477,195.0,21,5
21478,147.0,22,5
21479,215.0,23,5
21480,190.0,0,6
21481,224.0,1,6
21482,258.0,2,6
21483,176.0,3,6
21484,191.0,4,6
21485,174.0,5,6
21486,159.0,6,6
21487,194.0,7,6
21488,195.0,8,6
21489,191.0,9,6
21490,165.0,10,6
21491,182.0,11,6
21492,191.0,12,6
21493,206.0,13,6
21494,177.0,14,6
21495,181.0,15,6
21496,185.0,16,6
21497,206.0,17,6
21498,213.0,18,6
21499,182.0,19,6
21500,184.0,20,6
21501,165.0,21,6
21502,142.0,22,6
21503,190.0,23,6
21504,177.0,0,0
21505,232.0,1,0
21506,225.0,2,0
21507,201.0,3,0
21508,236.0,4,0
21509,188.0,5,0
21510,192.0,6,0
21511,220.0,7,0
21512,191.0,8,0
21513,174.0,9,0
21514,164.0,10,0
21515,161.0,11,0
21516,203.0,12,0
21517,165.0,13,0
21518,185.0,14,0
21519,190.0,15,0
21520,209.0,16,0
21521,178.0,17,0
21522,134.0,18,0
21523,183.0,19,0
21524,225.0,20,0
21525,162.0,21,0
21526,180.0,22,0
21527,155.0,23,0
21528,172.0,0,1
21529,184.0,1,1
21530,149.0,2,1
21531,141.0,3,1
21532,169.0,4,1
21533,195.0,5,1
21534,177.0,6,1
21535,204.0,7,1
21536,194.0,8,1
21537,172.0,9,1
21538,205.0,10,1
21539,197.0,11,1
21540,248.0,12,1
21541,194.0,13,1
21542,187.0,14,1
21543,186.0,15,1
21544,184.0,16,1
21545,167.0,17,1
21546,188.0,18,1
21547,204.0,19,1
21548,178.0,20,1
21549,189.0,21,1
21550,181.0,22,1
21551,183.0,23,1
21552,242.0,0,2
21553,146.0,1,2
21554,126.0,2,2
21555,143.0,3,2
21556,160.0,4,2
21557,164.0,5,2
21558,224.0,6,2
21559,191.0,7,2
21560,154.0,8,2
21561,205.0,9,2
21562,194.0,10,2
21563,202.0,11,2
21564,206.0,12,2
21565,186.0,13,2
21566,173.0,14,2
21567,205.0,15,2
21568,261.0,16,2
21569,191.0,17,2
21570,247.0,18,2
21571,188.0,19,2
21572,204.0,20,2
21573,140.0,21,2
21574,181.0,22,2
21575,175.0,23,2
21576,161.0,0,3
21577,147.0,1,3
21578,136.0,2,3
21579,138.0,3,3
21580,166.0,4,3
21581,225.0,5,3
21582,225.0,6,3
21583,178.0,7,3
21584,176.0,8,3
21585,185.0,9,3
21586,186.0,10,3
21587,132.0,11,3
21588,131.0,12,3
21589,138.0,13,3
21590,152.0,14,3
21591,158.0,15,3
21592,153.0,16,3
21593,150.0,17,3
21594,134.0,18,3
21595,132.0,19,3
21596,100.0,20,3
21597,134.0,21,3
21598,116.0,22,3
21599,117.0,23,3
21600,167.0,0,4
21601,207.0,1,4
21602,177.0,2,4
21603,190.0,3,4
21604,191.0,4,4
21605,197.0,5,4
21606,167.0,6,4
21607,166.0,7,4
21608,229.0,8,4
21609,166.0,9,4
21610,180.0,10,4
21611,148.0,11,4
21612,153.0,12,4
21613,142.0,13,4
21614,169.0,14,4
21615,153.0,15,4
21616,176.0,16,4
21617,131.0,17,4
21618,119.0,18,4
21619,163.0,19,4
21620,118.0,20,4
21621,138.0,21,4
21622,125.0,22,4
21623,101.0,23,4
21624,118.0,0,5
21625,135.0,1,5
21626,96.0,2,5
21627,129.0,3,5
21628,120.0,4,5
21629,133.0,5,5
21630,126.0,6,5
21631,125.0,7,5
21632,153.0,8,5
21633,140.0,9,5
21634,117.0,10,5
21635,121.0,11,5
21636,138.0,12,5
21637,124.0,13,5
21638,136.0,14,5
21639,133.0,15,5
21640,149.0,16,5
21641,96.0,17,5
21642,114.0,18,5
21643,110.0,19,5
21644,94.0,20,5
21645,76.0,21,5
21646,98.0,22,5
21647,70.0,23,5
21648,107.0,0,6
21649,120.0,1,6
21650,122.0,2,6
21651,126.0,3,6
21652,81.0,4,6
21653,102.0,5,6
21654,79.0,6,6
21655,117.0,7,6
21656,94.0,8,6
21657,94.0,9,6
21658,111.0,10,6
21659,89.0,11,6
21660,91.0,12,6
21661,114.0,13,6
21662,109.0,14,6
21663,80.0,15,6
21664,97.0,16,6
21665,104.0,17,6
21666,100.0,18,6
21667,105.0,19,6
21668,146.0,20,6
21669,116.0,21,6
21670,118.0,22,6
21671,105.0,23,6
21672,110.0,0,0
21673,125.0,1,0
21674,110.0,2,0
21675,105.0,3,0
21676,102.0,4,0
21677,139.0,5,0
21678,117.0,6,0
21679,114.0,7,0
21680,110.0,8,0
21681,100.0,9,0
21682,130.0,10,0
21683,118.0,11,0
21684,140.0,12,0
21685,102.0,13,0
21686,97.0,14,0
21687,101.0,15,0
21688,68.0,16,0
21689,75.0,17,0
21690,62.0,18,0
21691,63.0,19,0
21692,83.0,20,0
21693,77.0,21,0
21694,68.0,22,0
21695,66.0,23,0
21696,105.0,0,1
21697,100.0,1,1
21698,89.0,2,1
21699,80.0,3,1
21700,79.0,4,1
21701,64.0,5,1
21702,62.0,6,1
21703,56.0,7,1
21704,88.0,8,1
21705,70.0,9,1
21706,70.0,10,1
21707,87.0,11,1
21708,76.0,12,1
21709,61.0,13,1
21710,76.0,14,1
21711,69.0,15,1
21712,82.0,16,1
21713,42.0,17,1
21714,45.0,18,1
21715,77.0,19,1
21716,62.0,20,1
21717,52.0,21,1
21718,80.0,22,1
21719,65.0,23,1
21720,50.0,0,2
21721,86.0,1,2
21722,89.0,2,2
21723,64.0,3,2
21724,74.0,4,2
21725,63.0,5,2
21726,44.0,6,2
21727,88.0,7,2
21728,49.0,8,2
21729,41.0,9,2
21730,66.0,10,2
21731,83.0,11,2
21732,97.0,12,2
21733,76.0,13,2
21734,78.0,14,2
21735,64.0,15,2
21736,78.0,16,2
21737,59.0,17,2
21738,67.0,18,2
21739,90.0,19,2
21740,75.0,20,2
21741,82.0,21,2
21742,54.0,22,2
21743,63.0,23,2
21744,86.0,0,3
21745,42.0,1,3
21746,34.0,2,3
21747,38.0,3,3
21748,60.0,4,3
21749,76.0,5,3
21750,58.0,6,3
21751,49.0,7,3
21752,44.0,8,3
21753,56.0,9,3
21754,50.0,10,3
21755,61.0,11,3
21756,44.0,12,3
21757,21.0,13,3
21758,33.0,14,3
21759,37.0,15,3
21760,35.0,16,3
21761,26.0,17,3
21762,35.0,18,3
21763,38.0,19,3
21764,32.0,20,3
21765,39.0,21,3
21766,93.0,22,3
21767,32.0,23,3
21768,35.0,0,4
21769,70.0,1,4
21770,36.0,2,4
21771,54.0,3,4
21772,34.0,4,4
21773,46.0,5,4
21774,69.0,6,4
21775,54.0,7,4
21776,38.0,8,4
21777,62.0,9,4
21778,37.0,10,4
21779,47.0,11,4
21780,38.0,12,4
21781,24.0,13,4
21782,38.0,14,4
21783,45.0,15,4
21784,35.0,16,4
21785,23.0,17,4
21786,32.0,18,4
21787,16.0,19,4
21788,22.0,20,4
21789,22.0,21,4
21790,29.0,22,4
21791,20.0,23,4
21792,24.0,0,5
21793,21.0,1,5
21794,59.0,2,5
21795,45.0,3,5
21796,50.0,4,5
21797,66.0,5,5
21798,74.0,6,5
21799,58.0,7,5
21800,54.0,8,5
21801,54.0,9,5
21802,51.0,10,5
21803,67.0,11,5
21804,62.0,12,5
21805,54.0,13,5
21806,54.0,14,5
21807,43.0,15,5
21808,70.0,16,5
21809,72.0,17,5
21810,70.0,18,5
21811,70.0,19,5
21812,71.0,20,5
21813,80.0,21,5
21814,52.0,22,5
21815,20.0,23,5
21816,25.0,0,6
21817,21.0,1,6
21818,19.0,2,6
21819,10.0,3,6
21820,16.0,4,6
21821,12.0,5,6
21822,25.0,6,6
21823,37.0,7,6
21824,59.0,8,6
21825,33.0,9,6
21826,27.0,10,6
21827,30.0,11,6
21828,28.0,12,6
21829,27.0,13,6
21830,32.0,14,6
21831,30.0,15,6
21832,18.0,16,6
21833,27.0,17,6
21834,16.0,18,6
21835,45.0,19,6
21836,5.0,20,6
21837,4.0,21,6
21838,13.0,22,6
21839,7.0,23,6
21840,9.0,0,0
21841,18.0,1,0
21842,21.0,2,0
21843,14.0,3,0
21844,22.0,4,0
21845,18.0,5,0
21846,15.0,6,0
21847,20.0,7,0
21848,10.0,8,0
21849,18.0,9,0
21850,10.0,10,0
21851,15.0,11,0
21852,19.0,12,0
21853,5.0,13,0
21854,23.0,14,0
21855,16.0,15,0
21856,9.0,16,0
21857,12.0,17,0
21858,18.0,18,0
21859,12.0,19,0
21860,28.0,20,0
21861,24.0,21,0
21862,35.0,22,0
21863,27.0,23,0
21864,24.0,0,1
21865,19.0,1,1
21866,18.0,2,1
21867,5.0,3,1
21868,13.0,4,1
21869,12.0,5,1
21870,13.0,6,1
21871,3.0,7,1
21872,23.0,8,1
21873,10.0,9,1
21874,12.0,10,1
21875,7.0,11,1
21876,19.0,12,1
21877,5.0,13,1
21878,7.0,14,1
21879,7.0,15,1
21880,5.0,16,1
21881,5.0,17,1
21882,15.0,18,1
21883,13.0,19,1
21884,22.0,20,1
21885,21.0,21,1
21886,5.0,22,1
21887,14.0,23,1
21888,9.0,0,2
21889,12.0,1,2
21890,5.0,2,2
21891,14.0,3,2
21892,12.0,4,2
21893,20.0,5,2
21894,13.0,6,2
21895,5.0,7,2
21896,10.0,8,2
21897,15.0,9,2
21898,12.0,10,2
21899,9.0,11,2
21900,17.0,12,2
21901,21.0,13,2
21902,20.0,14,2
21903,40.0,15,2
21904,43.0,16,2
21905,22.0,17,2
21906,28.0,18,2
21907,14.0,19,2
21908,18.0,20,2
21909,13.0,21,2
21910,8.0,22,2
21911,16.0,23,2
21912,5.0,0,3
21913,7.0,1,3
21914,19.0,2,3
21915,19.0,3,3
21916,13.0,4,3
21917,9.0,5,3
21918,8.0,6,3
21919,9.0,7,3
21920,14.0,8,3
21921,25.0,9,3
21922,15.0,10,3
21923,8.0,11,3
21924,10.0,12,3
21925,6.0,13,3
21926,7.0,14,3
21927,19.0,15,3
21928,10.0,16,3
21929,14.0,17,3
21930,13.0,18,3
21931,17.0,19,3
21932,33.0,20,3
21933,8.0,21,3
21934,24.0,22,3
21935,13.0,23,3
21936,7.0,0,4
21937,15.0,1,4
21938,15.0,2,4
21939,20.0,3,4
21940,18.0,4,4
21941,18.0,5,4
21942,19.0,6,4
21943,6.0,7,4
21944,5.0,8,4
21945,9.0,9,4
21946,8.0,10,4
21947,5.0,11,4
21948,6.0,12,4
21949,12.0,13,4
21950,10.0,14,4
21951,9.0,15,4
21952,16.0,16,4
21953,12.0,17,4
21954,14.0,18,4
21955,17.0,19,4
21956,10.0,20,4
21957,8.0,21,4
21958,5.0,22,4
21959,12.0,23,4
21960,33.0,0,5
21961,13.0,1,5
21962,5.0,2,5
21963,5.0,3,5
21964,14.0,4,5
21965,7.0,5,5
21966,10.0,6,5
21967,3.0,7,5
21968,6.0,8,5
21969,6.0,9,5
21970,8.0,10,5
21971,12.0,11,5
21972,27.0,12,5
21973,6.0,13,5
21974,4.0,14,5
21975,8.0,15,5
21976,10.0,16,5
21977,13.0,17,5
21978,7.0,18,5
21979,13.0,19,5
21980,12.0,20,5
21981,14.0,21,5
21982,21.0,22,5
21983,29.0,23,5
21984,14.0,0,6
21985,16.0,1,6
21986,18.0,2,6
21987,13.0,3,6
21988,26.0,4,6
21989,17.0,5,6
21990,18.0,6,6
21991,12.0,7,6
21992,23.0,8,6
21993,15.0,9,6
21994,17.0,10,6
21995,18.0,11,6
21996,9.0,12,6
21997,8.0,13,6
21998,16.0,14,6
21999,24.0,15,6
22000,15.0,16,6
22001,13.0,17,6
22002,8.0,18,6
22003,9.0,19,6
22004,8.0,20,6
22005,13.0,21,6
22006,16.0,22,6
22007,22.0,23,6
22008,14.0,0,0
22009,20.0,1,0
22010,19.0,2,0
22011,9.0,3,0
22012,22.0,4,0
22013,16.0,5,0
22014,16.0,6,0
22015,6.0,7,0
22016,17.0,8,0
22017,4.0,9,0
22018,18.0,10,0
22019,30.0,11,0
22020,33.0,12,0
22021,41.0,13,0
22022,23.0,14,0
22023,37.0,15,0
22024,43.0,16,0
22025,57.0,17,0
22026,41.0,18,0
22027,49.0,19,0
22028,65.0,20,0
22029,44.0,21,0
22030,46.0,22,0
22031,36.0,23,0
22032,36.0,0,1
22033,23.0,1,1
22034,16.0,2,1
22035,19.0,3,1
22036,24.0,4,1
22037,12.0,5,1
22038,15.0,6,1
22039,33.0,7,1
22040,15.0,8,1
22041,25.0,9,1
22042,28.0,10,1
22043,25.0,11,1
22044,35.0,12,1
22045,21.0,13,1
22046,19.0,14,1
22047,27.0,15,1
22048,22.0,16,1
22049,29.0,17,1
22050,18.0,18,1
22051,29.0,19,1
22052,23.0,20,1
22053,42.0,21,1
22054,42.0,22,1
22055,55.0,23,1
22056,38.0,0,2
22057,40.0,1,2
22058,46.0,2,2
22059,52.0,3,2
22060,20.0,4,2
22061,46.0,5,2
22062,38.0,6,2
22063,35.0,7,2
22064,30.0,8,2
22065,52.0,9,2
22066,40.0,10,2
22067,45.0,11,2
22068,30.0,12,2
22069,33.0,13,2
22070,34.0,14,2
22071,27.0,15,2
22072,50.0,16,2
22073,46.0,17,2
22074,54.0,18,2
22075,37.0,19,2
22076,44.0,20,2
22077,49.0,21,2
22078,39.0,22,2
22079,36.0,23,2
22080,66.0,0,3
22081,74.0,1,3
22082,96.0,2,3
22083,100.0,3,3
22084,121.0,4,3
22085,83.0,5,3
22086,78.0,6,3
22087,83.0,7,3
22088,59.0,8,3
22089,79.0,9,3
22090,96.0,10,3
22091,90.0,11,3
22092,117.0,12,3
22093,113.0,13,3
22094,77.0,14,3
22095,71.0,15,3
22096,121.0,16,3
22097,82.0,17,3
22098,92.0,18,3
22099,60.0,19,3
22100,60.0,20,3
22101,67.0,21,3
22102,63.0,22,3
22103,46.0,23,3
22104,48.0,0,4
22105,59.0,1,4
22106,67.0,2,4
22107,44.0,3,4
22108,51.0,4,4
22109,78.0,5,4
22110,47.0,6,4
22111,79.0,7,4
22112,69.0,8,4
22113,79.0,9,4
22114,91.0,10,4
22115,77.0,11,4
22116,81.0,12,4
22117,76.0,13,4
22118,99.0,14,4
22119,99.0,15,4
22120,105.0,16,4
22121,84.0,17,4
22122,94.0,18,4
22123,74.0,19,4
22124,71.0,20,4
22125,87.0,21,4
22126,85.0,22,4
22127,87.0,23,4
22128,128.0,0,5
22129,131.0,1,5
22130,128.0,2,5
22131,114.0,3,5
22132,109.0,4,5
22133,121.0,5,5
22134,121.0,6,5
22135,135.0,7,5
22136,112.0,8,5
22137,87.0,9,5
22138,98.0,10,5
22139,92.0,11,5
22140,79.0,12,5
22141,103.0,13,5
22142,101.0,14,5
22143,77.0,15,5
22144,97.0,16,5
22145,80.0,17,5
22146,78.0,18,5
22147,101.0,19,5
22148,99.0,20,5
22149,105.0,21,5
22150,80.0,22,5
22151,98.0,23,5
22152,110.0,0,6
22153,84.0,1,6
22154,72.0,2,6
22155,80.0,3,6
22156,126.0,4,6
22157,120.0,5,6
22158,121.0,6,6
22159,110.0,7,6
22160,162.0,8,6
22161,166.0,9,6
22162,112.0,10,6
22163,101.0,11,6
22164,145.0,12,6
22165,101.0,13,6
22166,122.0,14,6
22167,124.0,15,6
22168,143.0,16,6
22169,142.0,17,6
22170,111.0,18,6
22171,133.0,19,6
22172,140.0,20,6
22173,109.0,21,6
22174,125.0,22,6
22175,139.0,23,6
22176,139.0,0,0
22177,114.0,1,0
22178,151.0,2,0
22179,155.0,3,0
22180,111.0,4,0
22181,114.0,5,0
22182,189.0,6,0
22183,132.0,7,0
22184,141.0,8,0
22185,113.0,9,0
22186,128.0,10,0
22187,123.0,11,0
22188,168.0,12,0
22189,120.0,13,0
22190,159.0,14,0
22191,167.0,15,0
22192,144.0,16,0
22193,110.0,17,0
22194,118.0,18,0
22195,146.0,19,0
22196,166.0,20,0
22197,144.0,21,0
22198,154.0,22,0
22199,213.0,23,0
22200,204.0,0,1
22201,167.0,1,1
22202,175.0,2,1
22203,224.0,3,1
22204,187.0,4,1
22205,166.0,5,1
22206,197.0,6,1
22207,177.0,7,1
22208,181.0,8,1
22209,193.0,9,1
22210,200.0,10,1
22211,211.0,11,1
22212,162.0,12,1
22213,224.0,13,1
22214,202.0,14,1
22215,194.0,15,1
22216,151.0,16,1
22217,168.0,17,1
22218,154.0,18,1
22219,119.0,19,1
22220,152.0,20,1
22221,161.0,21,1
22222,214.0,22,1
22223,215.0,23,1
22224,152.0,0,2
22225,140.0,1,2
22226,132.0,2,2
22227,151.0,3,2
22228,131.0,4,2
22229,143.0,5,2
22230,114.0,6,2
22231,140.0,7,2
22232,131.0,8,2
22233,144.0,9,2
22234,185.0,10,2
22235,164.0,11,2
22236,130.0,12,2
22237,156.0,13,2
22238,161.0,14,2
22239,156.0,15,2
22240,184.0,16,2
22241,143.0,17,2
22242,180.0,18,2
22243,192.0,19,2
22244,170.0,20,2
22245,138.0,21,2
22246,176.0,22,2
22247,167.0,23,2
22248,178.0,0,3
22249,171.0,1,3
22250,146.0,2,3
22251,178.0,3,3
22252,133.0,4,3
22253,146.0,5,3
22254,180.0,6,3
22255,177.0,7,3
22256,174.0,8,3
22257,187.0,9,3
22258,223.0,10,3
22259,164.0,11,3
22260,172.0,12,3
22261,193.0,13,3
22262,167.0,14,3
22263,195.0,15,3
22264,220.0,16,3
22265,258.0,17,3
22266,204.0,18,3
22267,154.0,19,3
22268,149.0,20,3
22269,156.0,21,3
22270,192.0,22,3
22271,194.0,23,3
22272,147.0,0,4
22273,180.0,1,4
22274,156.0,2,4
22275,172.0,3,4
22276,201.0,4,4
22277,180.0,5,4
22278,182.0,6,4
22279,208.0,7,4
22280,163.0,8,4
22281,143.0,9,4
22282,183.0,10,4
22283,150.0,11,4
22284,169.0,12,4
22285,161.0,13,4
22286,142.0,14,4
22287,163.0,15,4
22288,235.0,16,4
22289,233.0,17,4
22290,182.0,18,4
22291,136.0,19,4
22292,149.0,20,4
22293,173.0,21,4
22294,153.0,22,4
22295,194.0,23,4
22296,196.0,0,5
22297,200.0,1,5
22298,175.0,2,5
22299,194.0,3,5
22300,182.0,4,5
22301,204.0,5,5
22302,190.0,6,5
22303,176.0,7,5
22304,198.0,8,5
22305,225.0,9,5
22306,188.0,10,5
22307,203.0,11,5
22308,183.0,12,5
22309,160.0,13,5
22310,169.0,14,5
22311,210.0,15,5
22312,240.0,16,5
22313,229.0,17,5
22314,242.0,18,5
22315,208.0,19,5
22316,232.0,20,5
22317,176.0,21,5
22318,226.0,22,5
22319,218.0,23,5
22320,187.0,0,6
22321,219.0,1,6
22322,209.0,2,6
22323,188.0,3,6
22324,187.0,4,6
22325,208.0,5,6
22326,204.0,6,6
22327,231.0,7,6
22328,198.0,8,6
22329,198.0,9,6
22330,193.0,10,6
22331,229.0,11,6
22332,218.0,12,6
22333,264.0,13,6
22334,200.0,14,6
22335,195.0,15,6
22336,180.0,16,6
22337,227.0,17,6
22338,168.0,18,6
22339,166.0,19,6
22340,161.0,20,6
22341,186.0,21,6
22342,175.0,22,6
22343,160.0,23,6
22344,215.0,0,0
22345,176.0,1,0
22346,153.0,2,0
22347,158.0,3,0
22348,177.0,4,0
22349,149.0,5,0
22350,198.0,6,0
22351,195.0,7,0
22352,228.0,8,0
22353,180.0,9,0
22354,164.0,10,0
22355,165.0,11,0
22356,195.0,12,0
22357,222.0,13,0
22358,172.0,14,0
22359,188.0,15,0
22360,244.0,16,0
22361,170.0,17,0
22362,148.0,18,0
22363,175.0,19,0
22364,197.0,20,0
22365,183.0,21,0
22366,192.0,22,0
22367,156.0,23,0
22368,175.0,0,1
22369,213.0,1,1
22370,203.0,2,1
22371,210.0,3,1
22372,218.0,4,1
22373,218.0,5,1
22374,160.0,6,1
22375,209.0,7,1
22376,207.0,8,1
22377,170.0,9,1
22378,155.0,10,1
22379,182.0,11,1
22380,187.0,12,1
22381,219.0,13,1
22382,212.0,14,1
22383,204.0,15,1
22384,255.0,16,1
22385,226.0,17,1
22386,186.0,18,1
22387,194.0,19,1
22388,235.0,20,1
22389,210.0,21,1
22390,191.0,22,1
22391,193.0,23,1
22392,229.0,0,2
22393,207.0,1,2
22394,200.0,2,2
22395,176.0,3,2
22396,175.0,4,2
22397,237.0,5,2
22398,209.0,6,2
22399,183.0,7,2
22400,144.0,8,2
22401,155.0,9,2
22402,243.0,10,2
22403,257.0,11,2
22404,214.0,12,2
22405,202.0,13,2
22406,222.0,14,2
22407,187.0,15,2
22408,145.0,16,2
22409,190.0,17,2
22410,181.0,18,2
22411,193.0,19,2
22412,180.0,20,2
22413,127.0,21,2
22414,171.0,22,2
22415,156.0,23,2
22416,155.0,0,3
22417,176.0,1,3
22418,218.0,2,3
22419,209.0,3,3
22420,132.0,4,3
22421,164.0,5,3
22422,153.0,6,3
22423,187.0,7,3
22424,209.0,8,3
22425,152.0,9,3
22426,209.0,10,3
22427,171.0,11,3
22428,171.0,12,3
22429,186.0,13,3
22430,185.0,14,3
22431,196.0,15,3
22432,208.0,16,3
22433,173.0,17,3
22434,200.0,18,3
22435,202.0,19,3
22436,164.0,20,3
22437,204.0,21,3
22438,182.0,22,3
22439,151.0,23,3
22440,180.0,0,4
22441,113.0,1,4
22442,173.0,2,4
22443,190.0,3,4
22444,222.0,4,4
22445,206.0,5,4
22446,169.0,6,4
22447,153.0,7,4
22448,174.0,8,4
22449,176.0,9,4
22450,224.0,10,4
22451,169.0,11,4
22452,218.0,12,4
22454,195.0,14,4
22455,273.0,15,4
22456,178.0,16,4
22457,227.0,17,4
22458,178.0,18,4
22459,270.0,19,4
22460,271.0,20,4
22461,243.0,21,4
22462,211.0,22,4
22463,212.0,23,4
22464,208.0,0,5
22465,188.0,1,5
22466,163.0,2,5
22467,173.0,3,5
22468,161.0,4,5
22469,200.0,5,5
22470,235.0,6,5
22471,222.0,7,5
22472,195.0,8,5
22473,168.0,9,5
22474,217.0,10,5
22475,237.0,11,5
22476,193.0,12,5
22477,198.0,13,5
22478,168.0,14,5
22479,156.0,15,5
22480,173.0,16,5
22481,184.0,17,5
22482,163.0,18,5
22483,172.0,19,5
22484,196.0,20,5
22485,178.0,21,5
22486,173.0,22,5
22487,136.0,23,5
22488,261.0,0,6
22489,200.0,1,6
22490,198.0,2,6
22491,175.0,3,6
22492,163.0,4,6
22493,182.0,5,6
22494,198.0,6,6
22495,230.0,7,6
22496,189.0,8,6
22497,205.0,9,6
22498,188.0,10,6
22499,194.0,11,6
22500,222.0,12,6
22501,197.0,13,6
22502,232.0,14,6
22503,246.0,15,6
22504,268.0,16,6
22505,253.0,17,6
22506,178.0,18,6
22507,206.0,19,6
22508,230.0,20,6
22509,211.0,21,6
22510,249.0,22,6
22511,238.0,23,6
22512,226.0,0,0
22513,213.0,1,0
22514,159.0,2,0
22515,139.0,3,0
22516,150.0,4,0
22517,159.0,5,0
22518,143.0,6,0
22519,184.0,7,0
22520,195.0,8,0
22521,174.0,9,0
22522,175.0,10,0
22523,163.0,11,0
22524,187.0,12,0
22525,184.0,13,0
22526,212.0,14,0
22527,197.0,15,0
22528,202.0,16,0
22529,202.0,17,0
22530,149.0,18,0
22531,167.0,19,0
22532,180.0,20,0
22533,165.0,21,0
22534,215.0,22,0
22535,260.0,23,0
22536,215.0,0,1
22537,167.0,1,1
22538,142.0,2,1
22539,143.0,3,1
22540,174.0,4,1
22541,180.0,5,1
22542,196.0,6,1
22543,164.0,7,1
22544,198.0,8,1
22545,210.0,9,1
22546,210.0,10,1
22547,204.0,11,1
22548,251.0,12,1
22549,225.0,13,1
22550,214.0,14,1
22551,214.0,15,1
22552,203.0,16,1
22553,194.0,17,1
22554,198.0,18,1
22555,207.0,19,1
22556,191.0,20,1
22557,204.0,21,1
22558,201.0,22,1
22559,207.0,23,1
22560,209.0,0,2
22561,193.0,1,2
22562,214.0,2,2
22563,219.0,3,2
22564,200.0,4,2
22565,186.0,5,2
22566,248.0,6,2
22567,269.0,7,2
22569,252.0,9,2
22570,234.0,10,2
22571,232.0,11,2
22572,216.0,12,2
22573,210.0,13,2
22574,260.0,14,2
22575,220.0,15,2
22576,223.0,16,2
22577,222.0,17,2
22578,211.0,18,2
22579,220.0,19,2
22580,182.0,20,2
22581,223.0,21,2
22582,205.0,22,2
22583,169.0,23,2
22584,165.0,0,3
22585,196.0,1,3
22586,209.0,2,3
22587,188.0,3,3
22588,195.0,4,3
22589,205.0,5,3
22590,176.0,6,3
22591,230.0,7,3
22592,198.0,8,3
22593,181.0,9,3
22594,187.0,10,3
22595,223.0,11,3
22596,222.0,12,3
22597,216.0,13,3
22598,196.0,14,3
22599,191.0,15,3
22600,153.0,16,3
22601,149.0,17,3
22602,184.0,18,3
22603,236.0,19,3
22604,234.0,20,3
22605,214.0,21,3
22606,225.0,22,3
22607,216.0,23,3
22608,146.0,0,4
22609,185.0,1,4
22610,211.0,2,4
22611,202.0,3,4
22612,169.0,4,4
22613,181.0,5,4
22614,177.0,6,4
22615,176.0,7,4
22616,174.0,8,4
22617,213.0,9,4
22618,142.0,10,4
22619,119.0,11,4
22620,147.0,12,4
22621,160.0,13,4
22622,184.0,14,4
22623,167.0,15,4
22624,175.0,16,4
22625,185.0,17,4
22626,129.0,18,4
22627,161.0,19,4
22628,153.0,20,4
22629,185.0,21,4
22630,145.0,22,4
22631,156.0,23,4
22632,176.0,0,5
22633,197.0,1,5
22634,187.0,2,5
22635,187.0,3,5
22636,202.0,4,5
22637,155.0,5,5
22638,153.0,6,5
22639,245.0,7,5
22640,186.0,8,5
22641,161.0,9,5
22642,181.0,10,5
22643,174.0,11,5
22644,148.0,12,5
22645,144.0,13,5
22646,134.0,14,5
22647,139.0,15,5
22648,160.0,16,5
22649,165.0,17,5
22650,174.0,18,5
22651,175.0,19,5
22652,187.0,20,5
22653,213.0,21,5
22654,144.0,22,5
22655,176.0,23,5
22656,186.0,0,6
22657,148.0,1,6
22658,168.0,2,6
22659,159.0,3,6
22660,205.0,4,6
22661,172.0,5,6
22662,149.0,6,6
22663,197.0,7,6
22664,167.0,8,6
22665,211.0,9,6
22666,215.0,10,6
22667,212.0,11,6
22668,181.0,12,6
22669,133.0,13,6
22670,135.0,14,6
22671,170.0,15,6
22672,175.0,16,6
22673,164.0,17,6
22674,166.0,18,6
22675,226.0,19,6
22676,239.0,20,6
22677,176.0,21,6
22678,139.0,22,6
22679,191.0,23,6
22680,171.0,0,0
22681,192.0,1,0
22682,219.0,2,0
22683,236.0,3,0
22684,216.0,4,0
22685,245.0,5,0
22686,259.0,6,0
22687,222.0,7,0
22688,243.0,8,0
22689,220.0,9,0
22690,197.0,10,0
22691,133.0,11,0
22692,178.0,12,0
22693,208.0,13,0
22694,203.0,14,0
22695,212.0,15,0
22696,207.0,16,0
22697,180.0,17,0
22698,235.0,18,0
22699,159.0,19,0
22700,162.0,20,0
22701,172.0,21,0
22702,173.0,22,0
22703,208.0,23,0
22704,178.0,0,1
22705,182.0,1,1
22706,160.0,2,1
22707,178.0,3,1
22708,158.0,4,1
22709,134.0,5,1
22710,158.0,6,1
22711,156.0,7,1
22712,233.0,8,1
22713,175.0,9,1
22714,163.0,10,1
22715,150.0,11,1
22716,151.0,12,1
22717,175.0,13,1
22718,191.0,14,1
22719,219.0,15,1
22720,200.0,16,1
22721,116.0,17,1
