x_last_hour,x_start_hour,predicted,target,error_rates
178.0,152.0,178.2788,168.0,6.118329
26.0,62.0,26.278793,35.0,24.917734
156.0,194.0,156.24062,172.0,9.162433
175.0,222.0,175.2788,197.0,11.025993
136.0,105.0,136.2788,202.0,32.53525
173.0,172.0,173.2788,178.0,2.6523633
154.0,225.0,154.2788,151.0,2.1713865
160.0,205.0,160.2788,165.0,2.8613374
143.0,111.0,143.2788,114.0,25.683153
222.0,166.0,222.2473,169.0,31.507278
173.0,214.0,173.2788,162.0,6.9622183
37.0,43.0,37.2788,26.0,43.380005
144.0,125.0,144.2788,185.0,22.011463
236.0,237.0,236.25452,177.0,33.477127
186.0,178.0,186.26132,248.0,24.894629
142.0,47.0,142.2788,111.0,28.179094
243.0,203.0,243.27357,274.0,11.214024
233.0,213.0,233.27878,175.0,33.30216
44.0,94.0,44.27726,55.0,19.495892
216.0,185.0,216.2598,245.0,11.730696
38.000008,71.0,38.2788,44.0,13.002725
186.0,206.0,186.26022,204.0,8.695969
182.0,119.0,182.25845,208.0,12.375744
242.0,152.0,242.2788,210.0,15.370853
143.0,78.0,143.2788,142.0,0.90055865
99.0,20.000008,99.27879,105.0,5.448768
216.0,250.0,216.23874,229.0,5.5726027
178.0,200.0,178.2788,188.0,5.1708546
140.0,134.0,140.2788,151.0,7.1001368
148.0,242.0,148.27522,153.0,3.0880897
101.0,120.0,101.27879,68.0,48.9394
64.0,89.0,64.491005,82.0,21.352432
149.0,222.0,149.26414,167.0,10.620272
256.0,165.0,256.27878,266.0,3.6545947
126.0,188.0,126.27022,125.0,1.0161743
146.0,259.0,146.45035,159.0,7.892863
218.0,186.0,218.2788,201.0,8.596415
47.0,29.000008,47.272484,79.0,40.16141
29.000008,29.000008,29.278801,17.000008,72.228165
212.0,188.0,212.27878,204.0,4.0582247
175.0,135.0,175.2788,176.0,0.40977654
242.0,206.0,242.46552,146.0,66.07227
89.0,133.0,89.27879,80.0,11.598492
160.0,206.0,160.25989,164.0,2.2805562
193.0,201.0,193.2788,184.0,5.0428224
38.000008,64.0,38.2788,45.000008,14.936012
201.0,194.0,201.2788,207.0,2.7638679
204.0,156.0,204.37006,181.0,12.911633
226.0,204.0,226.27878,186.0,21.655256
147.0,132.0,147.23741,163.0,9.6703005
141.0,117.0,141.2788,146.0,3.2337031
172.0,122.0,172.2788,158.0,9.03721
129.0,261.0,129.27167,120.0,7.72639
23.0,41.0,23.261444,16.0,45.384026
144.0,186.0,144.2788,155.0,6.9169073
125.0,181.0,126.32691,142.0,11.037386
166.0,63.0,166.2788,112.0,48.463207
214.0,176.0,214.2788,202.0,6.0786104
77.0,121.0,77.26677,97.0,20.343536
194.0,190.0,194.2788,202.0,3.8223796
151.0,81.0,151.2788,158.0,4.253928
109.0,91.0,109.23401,125.0,12.612793
167.0,224.0,167.2788,195.0,14.216002
38.000008,76.0,38.261353,48.0,20.288849
180.0,153.0,180.2788,164.0,9.926093
102.0,191.0,102.27879,112.0,8.679648
38.000008,94.0,38.2788,45.000008,14.936012
141.0,162.0,141.2788,154.0,8.260524
150.0,219.0,150.2788,141.0,6.5807047
71.0,28.000008,71.2788,82.0,13.074634
82.0,15.000008,82.25733,89.0,7.576032
149.0,236.0,149.2788,197.0,24.223963
153.0,212.0,153.2788,169.0,9.302489
51.0,29.000008,51.2788,78.0,34.25795
187.0,223.0,187.30228,202.0,7.2761006
174.0,184.0,174.25497,180.0,3.191681
188.0,194.0,188.2788,204.0,7.706474
150.0,227.0,150.2788,159.0,5.4850354
162.0,161.0,162.543,172.0,5.498256
24.000008,62.0,24.278801,32.000008,24.128765
91.0,55.0,91.27879,77.0,18.543888
150.0,186.0,150.2788,151.0,0.4776203
60.0,15.000008,60.2788,60.0,0.46466827
153.0,163.0,153.26006,158.0,2.999965
220.0,226.0,220.27878,160.0,37.674236
37.0,52.000008,37.2788,54.0,30.965181
169.0,160.0,169.55966,177.0,4.203581
130.0,101.0,130.2788,118.0,10.405757
47.0,50.0,47.278793,38.000008,24.417852
192.0,184.0,192.27878,219.0,12.201471
