timestamp,load_name,sample_index,elapsed_s,dt_s,rapl_package_0_0_w,rapl_dram_0_0_w,rapl_package_1_1_w,rapl_dram_1_0_w,power_total_w
2025-12-17T06:38:02,rps-15,0,1.003773,1.003773,106.98891609162472,8.134062454417322,106.59550451706907,10.091654045487433,213.5844206086938
2025-12-17T06:38:03,rps-15,1,2.005529,1.001756,110.60264933406066,8.23514843117733,116.47604932102965,10.360320236401353,227.0786986550903
2025-12-17T06:38:04,rps-15,2,3.007003,1.001474,106.87390663899811,7.988382797967377,115.4247605428497,10.240621751714862,222.2986671818478
2025-12-17T06:38:05,rps-15,3,4.008684,1.001681,105.69265519755793,8.094199926292351,96.3686327129338,9.712207910219442,202.06128791049173
2025-12-17T06:38:06,rps-15,4,5.009985,1.001302,104.6398214965298,8.04630659613826,102.15953524745485,9.931689270128512,206.79935674398467
2025-12-17T06:38:07,rps-15,5,6.011449,1.001463,106.56539678757235,8.202275681182122,101.36281830979121,10.046012532265891,207.92821509736356
2025-12-17T06:38:08,rps-15,6,7.013502,1.002053,107.65575366076696,8.25895022123497,103.54421172865696,9.916544747366828,211.19996538942394
2025-12-17T06:38:09,rps-15,7,8.015245,1.001743,107.52359623124929,8.185847331024538,108.4288157943761,10.121489278667026,215.9524120256254
2025-12-17T06:38:10,rps-15,8,9.017074,1.001829,107.03721416455116,8.205511909726281,108.68141967042553,10.229564619099206,215.71863383497669
2025-12-17T06:38:11,rps-15,9,10.019127,1.002053,107.15632756473468,8.257191862935196,108.45852051252976,10.070878458921744,215.61484807726444
2025-12-17T06:38:12,rps-15,10,11.021203,1.002075,108.00889569461879,8.193709498923273,97.90342991915745,9.863848236651409,205.91232561377623
2025-12-17T06:38:13,rps-15,11,12.023293,1.00209,109.18482123768513,8.38980250379901,102.16100418103439,9.865890864611549,211.34582541871953
2025-12-17T06:38:14,rps-15,12,13.02536,1.002067,102.90896200831507,8.066392049073823,100.94129335470359,9.991345997785377,203.85025536301868
2025-12-17T06:38:15,rps-15,13,14.027128,1.001769,99.39951011783454,8.012347450276815,104.46408696283667,10.04072208916249,203.8635970806712
2025-12-17T06:38:16,rps-15,14,15.029229,1.002101,108.08745625121172,8.11158800364301,103.3841536290771,10.039560440518892,211.47160988028884
2025-12-17T06:38:17,rps-15,15,16.031295,1.002066,112.72453572118948,8.398047498967516,100.91711164302758,9.865667547130611,213.64164736421708
2025-12-17T06:38:18,rps-15,16,17.033319,1.002024,113.45103339780917,8.413637336274869,100.8506557513121,9.896143486261758,214.30168914912127
2025-12-17T06:38:19,rps-15,17,18.03482,1.0015,110.69758187737982,8.303076328992283,105.76212787521393,10.23053942481414,216.45970975259377
2025-12-17T06:38:20,rps-15,18,19.036891,1.002071,107.37986503046426,8.163528172328705,108.93852282852855,10.217567963842892,216.31838785899282
2025-12-17T06:38:21,rps-15,19,20.037998,1.001107,105.0081223751231,8.09836728992483,106.31142564777312,10.125668113602767,211.3195480228962
2025-12-17T06:38:22,rps-15,20,21.040145,1.002147,97.56296801718645,7.949121664059991,97.45735977895515,9.791630433425086,195.0203277961416
2025-12-17T06:38:23,rps-15,21,22.042233,1.002088,104.38327442496352,8.068391634160047,98.30930230341974,9.844088854215332,202.69257672838324
2025-12-17T06:38:24,rps-15,22,23.044317,1.002084,111.47369210769625,8.362509377522903,100.6647589518813,9.872533182580336,212.13845105957756
2025-12-17T06:38:25,rps-15,23,24.046401,1.002084,102.6649680046785,8.120181469397194,101.68514021586059,9.859822613264761,204.35010822053908
2025-12-17T06:38:26,rps-15,24,25.048466,1.002065,102.94111035632876,8.092484619197819,114.8212059674606,10.230206325708481,217.76231632378938
2025-12-17T06:38:27,rps-15,25,26.049984,1.001518,106.70106004671445,8.048573095686164,106.12893140792875,10.022369321709155,212.8299914546432
2025-12-17T06:38:28,rps-15,26,27.052032,1.002048,97.54651746794029,7.8406321324744646,98.84902222842028,9.895665881267973,196.39553969636057
2025-12-17T06:38:29,rps-15,27,28.053989,1.001958,108.48735319567831,8.370232971964645,100.31544497228731,9.841491754921043,208.80279816796562
2025-12-17T06:38:30,rps-15,28,29.055451,1.001462,107.10195832199666,8.214557417448432,104.7305527106521,9.952819522709435,211.83251103264877
2025-12-17T06:38:31,rps-15,29,30.056911,1.001459,108.46521119608231,8.226692293325556,98.36852190180946,9.886493046295078,206.83373309789175
