hostname,timestamp,rps,sample_index,elapsed_s,dt_s,input_size,rapl_package_0_0_w,rapl_package_1_1_w,power_total_w
intel-manager,2025-12-20T04:57:44,50,0,1.003605,1.003605,940930,138.8637726329029,157.10522357768085,295.9689962105838
intel-manager,2025-12-20T04:57:45,50,1,2.005065,1.001461,940930,144.98013793831964,175.66071235737672,320.6408502956964
intel-manager,2025-12-20T04:57:46,50,2,3.00652,1.001455,940930,125.01546692103693,162.89604108746227,287.9115080084992
intel-manager,2025-12-20T04:57:47,50,3,4.007594,1.001074,940930,138.6876021482026,160.35203224071597,299.03963438891856
intel-manager,2025-12-20T04:57:48,50,4,5.009039,1.001446,940930,139.84631769435387,151.54483112065589,291.39114881500973
intel-manager,2025-12-20T04:57:49,50,5,6.010794,1.001755,940930,153.37518424785608,171.69303080982775,325.0682150576838
intel-manager,2025-12-20T04:57:50,50,6,7.012208,1.001413,940930,150.2710551049942,174.7923051106434,325.0633602156376
intel-manager,2025-12-20T04:57:51,50,7,8.013629,1.001421,940930,134.0510848354568,156.92391367033844,290.97499850579527
intel-manager,2025-12-20T04:57:52,50,8,9.015035,1.001407,940930,141.27204490674072,163.89702203883047,305.1690669455712
intel-manager,2025-12-20T04:57:53,50,9,10.015608,1.000572,940930,144.78588833050694,165.85928101420137,310.6451693447083
intel-manager,2025-12-20T04:57:54,50,10,11.017067,1.00146,940930,128.4476260324148,185.04663120702517,313.49425723944
intel-manager,2025-12-20T04:57:55,50,11,12.018499,1.001432,940930,143.2610776041096,178.8081167813054,322.069194385415
intel-manager,2025-12-20T04:57:56,50,12,13.019936,1.001437,940930,144.5499750901879,167.854988979,312.40496406918794
intel-manager,2025-12-20T04:57:57,50,13,14.021964,1.002028,940930,132.67901349521867,150.2485017761964,282.9275152714151
intel-manager,2025-12-20T04:57:58,50,14,15.023619,1.001655,940930,136.7668495521494,174.79116750167915,311.55801705382856
intel-manager,2025-12-20T04:57:59,50,15,16.025146,1.001527,940930,121.70778455443961,156.62921272830928,278.3369972827489
intel-manager,2025-12-20T04:58:00,50,16,17.02667,1.001524,940930,125.09139227606853,163.27858108645614,288.36997336252466
intel-manager,2025-12-20T04:58:01,50,17,18.028718,1.002047,940930,142.38653200479385,165.64044027052427,308.02697227531814
intel-manager,2025-12-20T04:58:02,50,18,19.030386,1.001669,940930,142.35455714127548,153.65701781968497,296.01157496096044
intel-manager,2025-12-20T04:58:03,50,19,20.031965,1.001579,940930,124.40797205832712,176.40995352453209,300.8179255828592
intel-manager,2025-12-20T04:58:04,50,20,21.034074,1.002108,940930,133.33158728192947,176.05293035792846,309.3845176398579
intel-manager,2025-12-20T04:58:05,50,21,22.035805,1.001731,940930,131.4173295978119,184.1219021264357,315.5392317242476
intel-manager,2025-12-20T04:58:06,50,22,23.037441,1.001636,940930,133.27143271462862,171.92241105086495,305.19384376549357
intel-manager,2025-12-20T04:58:07,50,23,24.039093,1.001652,940930,144.74366612564265,174.04607447863424,318.78974060427686
intel-manager,2025-12-20T04:58:08,50,24,25.040684,1.001592,940930,140.09071467005253,160.04077774862586,300.13149241867836
intel-manager,2025-12-20T04:58:09,50,25,26.042367,1.001683,940930,140.64404459436454,154.0483985019978,294.69244309636235
intel-manager,2025-12-20T04:58:10,50,26,27.044056,1.001689,940930,138.73218926807235,161.7856619390887,300.517851207161
intel-manager,2025-12-20T04:58:11,50,27,28.045509,1.001453,940930,148.72875405878062,144.81282067412963,293.54157473291025
intel-manager,2025-12-20T04:58:12,50,28,29.047218,1.001709,940930,134.3177739752858,162.4560636604925,296.7738376357783
intel-manager,2025-12-20T04:58:13,50,29,30.048844,1.001626,940930,128.68821738393595,143.38108206678547,272.0692994507214
intel-manager,2025-12-20T04:58:14,50,30,31.05027,1.001426,940930,133.09633581717048,153.67400035388084,286.7703361710513
intel-manager,2025-12-20T04:58:15,50,31,32.051624,1.001354,940930,147.35753697313154,162.40322842120457,309.7607653943361
intel-manager,2025-12-20T04:58:16,50,32,33.053678,1.002053,940930,135.00677968298305,158.9752604264286,293.9820401094116
intel-manager,2025-12-20T04:58:17,50,33,34.055375,1.001698,940930,126.88767206522742,160.2330189955558,287.1206910607832
intel-manager,2025-12-20T04:58:18,50,34,35.057034,1.001658,940930,133.27143337251778,148.77107914562012,282.04251251813787
intel-manager,2025-12-20T04:58:19,50,35,36.059031,1.001997,940930,150.56977605783737,156.07354207003152,306.6433181278689
intel-manager,2025-12-20T04:58:20,50,36,37.061067,1.002037,940930,144.9037056946132,165.99935586505055,310.90306155966374
intel-manager,2025-12-20T04:58:21,50,37,38.062639,1.001571,940930,135.8384106184179,159.8584698193632,295.6968804377811
intel-manager,2025-12-20T04:58:22,50,38,39.063598,1.000959,940930,119.10847316180184,169.346353100183,288.45482626198486
intel-manager,2025-12-20T04:58:23,50,39,40.065041,1.001443,940930,134.26515157208962,165.8039749124503,300.0691264845399
intel-manager,2025-12-20T04:58:24,50,40,41.066495,1.001454,940930,134.1203036661768,159.66774475108224,293.788048417259
intel-manager,2025-12-20T04:58:25,50,41,42.068517,1.002023,940930,138.31490147012124,174.44801945052475,312.762920920646
intel-manager,2025-12-20T04:58:26,50,42,43.069999,1.001481,940930,138.08514022303444,178.91926285637695,317.0044030794114
intel-manager,2025-12-20T04:58:27,50,43,44.071464,1.001465,940930,146.1862419970746,156.00404944319845,302.1902914402731
intel-manager,2025-12-20T04:58:28,50,44,45.073455,1.001992,940930,146.3358815712403,159.56036487532148,305.8962464465618
intel-manager,2025-12-20T04:58:29,50,45,46.074876,1.00142,940930,130.39409146764274,168.4995337670955,298.89362523473824
intel-manager,2025-12-20T04:58:30,50,46,47.076705,1.001829,940930,130.8839160332872,153.07849088575853,283.96240691904575
intel-manager,2025-12-20T04:58:31,50,47,48.07861,1.001905,940930,140.62475883405014,176.4110492231681,317.0358080572182
intel-manager,2025-12-20T04:58:32,50,48,49.080618,1.002008,940930,134.94027597937054,164.79985198803348,299.740127967404
intel-manager,2025-12-20T04:58:33,50,49,50.08203,1.001412,940930,134.85518112246655,173.3362812612905,308.1914623837571
intel-manager,2025-12-20T04:58:34,50,50,51.083455,1.001425,940930,141.54481869172466,177.1275662855204,318.6723849772451
intel-manager,2025-12-20T04:58:35,50,51,52.085604,1.002149,940930,158.3525380032227,182.3312115972202,340.68374960044287
intel-manager,2025-12-20T04:58:36,50,52,53.087332,1.001728,940930,138.6543571902751,154.29598482342507,292.95034201370015
intel-manager,2025-12-20T04:58:37,50,53,54.088759,1.001426,940930,140.87437057655535,165.45966068397897,306.3340312605343
intel-manager,2025-12-20T04:58:38,50,54,55.090193,1.001435,940930,154.12463425717795,170.54988018098618,324.6745144381641
intel-manager,2025-12-20T04:58:39,50,55,56.092245,1.002051,940930,154.9062605073706,162.30975632065798,317.2160168280286
intel-manager,2025-12-20T04:58:40,50,56,57.094098,1.001854,940930,141.0249025103012,169.13787836179188,310.1627808720931
intel-manager,2025-12-20T04:58:41,50,57,58.095545,1.001447,940930,146.52403317371702,166.00398006823397,312.528013241951
intel-manager,2025-12-20T04:58:42,50,58,59.096963,1.001418,940930,145.6677748017636,177.02763347950324,322.69540828126685
intel-manager,2025-12-20T04:58:43,50,59,60.098542,1.001578,940930,142.5397351182359,157.32544237820443,299.8651774964403
