timestamp,load_name,sample_index,elapsed_s,dt_s,rapl_package_0_0_w,rapl_package_1_1_w,power_total_w
2025-12-19T03:58:30,rps-30,0,1.004542,1.004542,112.57167564093783,137.31682728175986,249.88850292269768
2025-12-19T03:58:31,rps-30,1,2.006063,1.001521,119.75226102304362,149.85171724682425,269.60397826986787
2025-12-19T03:58:32,rps-30,2,3.007536,1.001472,121.55300546381747,147.5006322801661,269.0536377439836
2025-12-19T03:58:33,rps-30,3,4.008981,1.001446,124.22355389693138,134.93917712231905,259.16273101925043
2025-12-19T03:58:34,rps-30,4,5.010644,1.001662,104.16506034216168,138.66023636204707,242.82529670420877
2025-12-19T03:58:35,rps-30,5,6.011539,1.000896,109.11676290337658,135.71859861225647,244.83536151563305
2025-12-19T03:58:36,rps-30,6,7.012977,1.001437,120.66513960649587,138.43222298177955,259.0973625882754
2025-12-19T03:58:37,rps-30,7,8.014595,1.001618,118.48280666262899,136.23730051650404,254.72010717913304
2025-12-19T03:58:38,rps-30,8,9.016579,1.001985,112.7332291781511,137.15911183937484,249.89234101752595
2025-12-19T03:58:39,rps-30,9,10.017995,1.001416,123.41699990962425,129.77736335531907,253.19436326494332
2025-12-19T03:58:40,rps-30,10,11.019953,1.001957,114.35155637281875,147.6846616015004,262.03621797431913
2025-12-19T03:58:41,rps-30,11,12.021891,1.001938,115.19383882333334,139.1481391717809,254.34197799511423
2025-12-19T03:58:42,rps-30,12,13.023291,1.0014,114.21358867296227,143.62058505750997,257.83417373047223
2025-12-19T03:58:43,rps-30,13,14.024743,1.001452,111.87529851827043,143.71808177942927,255.5933802976997
2025-12-19T03:58:44,rps-30,14,15.026263,1.00152,120.18686211702867,135.08678090326708,255.27364302029576
2025-12-19T03:58:45,rps-30,15,16.02765,1.001387,114.02086845353921,140.45361807656445,254.47448653010366
2025-12-19T03:58:46,rps-30,16,17.029086,1.001436,108.47852010305678,128.78464528946498,237.26316539252176
2025-12-19T03:58:47,rps-30,17,18.031179,1.002094,112.34298017116757,130.23314987764323,242.5761300488108
2025-12-19T03:58:48,rps-30,18,19.033191,1.002012,113.54151797290007,135.89968468097558,249.44120265387565
2025-12-19T03:58:49,rps-30,19,20.034594,1.001403,102.57468813842425,121.10625561954855,223.68094375797278
2025-12-19T03:58:50,rps-30,20,21.035998,1.001404,116.19080704859755,123.03317530458591,239.22398235318346
2025-12-19T03:58:51,rps-30,21,22.037402,1.001405,111.93420804802824,133.8638561058846,245.79806415391283
2025-12-19T03:58:52,rps-30,22,23.039043,1.001641,108.25337422498885,129.1074099927249,237.36078421771376
2025-12-19T03:58:53,rps-30,23,24.040444,1.0014,122.19397591290655,138.89399402628746,261.087969939194
2025-12-19T03:58:54,rps-30,24,25.042148,1.001705,109.32470695475614,134.7051431069568,244.02985006171292
2025-12-19T03:58:55,rps-30,25,26.043531,1.001383,108.65083251715684,125.00513323531733,233.65596575247417
2025-12-19T03:58:56,rps-30,26,27.045012,1.001481,109.84853595336384,118.14457507514622,227.99311102851004
2025-12-19T03:58:57,rps-30,27,28.046996,1.001984,111.03623379892181,135.41134229586086,246.44757609478268
2025-12-19T03:58:58,rps-30,28,29.048406,1.00141,116.11329207358571,150.0797861612045,266.1930782347902
2025-12-19T03:58:59,rps-30,29,30.050375,1.00197,113.28768929943308,148.08935577648793,261.37704507592105
2025-12-19T03:59:00,rps-30,30,31.051783,1.001407,113.63196009833229,140.08514029269892,253.7171003910312
2025-12-19T03:59:01,rps-30,31,32.05373,1.001948,107.28582668524557,132.90706370400858,240.19289038925416
2025-12-19T03:59:02,rps-30,32,33.055181,1.001451,112.23550430572787,142.78004099278232,255.01554529851018
2025-12-19T03:59:03,rps-30,33,34.056633,1.001451,116.77520968119929,141.3181967242524,258.0934064054517
2025-12-19T03:59:04,rps-30,34,35.05829,1.001657,119.98142746828091,142.5986677100829,262.5800951783638
2025-12-19T03:59:05,rps-30,35,36.059888,1.001598,117.53193287669626,143.20256700930443,260.73449988600066
2025-12-19T03:59:06,rps-30,36,37.061831,1.001943,113.30036776154884,130.2768585484348,243.57722630998364
2025-12-19T03:59:07,rps-30,37,38.063784,1.001952,112.39672254368253,136.69498338245228,249.0917059261348
2025-12-19T03:59:08,rps-30,38,39.065766,1.001982,114.29399132106875,126.71331554772466,241.00730686879342
2025-12-19T03:59:09,rps-30,39,40.067175,1.001409,122.41563578291583,150.3117426674355,272.72737845035135
2025-12-19T03:59:10,rps-30,40,41.06863,1.001455,119.91346386461687,133.00522669439732,252.91869055901418
2025-12-19T03:59:11,rps-30,41,42.070239,1.00161,128.16669995853232,141.71742197579275,269.8841219343251
2025-12-19T03:59:12,rps-30,42,43.071533,1.001294,116.37344641921648,144.56992977882294,260.9433761980394
2025-12-19T03:59:13,rps-30,43,44.072944,1.001411,111.65291383590971,139.10433186167594,250.75724569758566
2025-12-19T03:59:14,rps-30,44,45.074564,1.00162,114.31285947536846,143.27917728146147,257.59203675682994
2025-12-19T03:59:15,rps-30,45,46.076605,1.002041,119.42229351038078,135.02407297584838,254.44636648622918
