hostname,timestamp,rps,sample_index,elapsed_s,dt_s,rapl_package_0_0_w,rapl_package_1_1_w,power_total_w,input_size
intel-manager,19/12/2025 03:58,30,16,17.029086,1.001436,108.4785201,128.7846453,237.2631654,563135
intel-manager,19/12/2025 03:58,30,17,18.031179,1.002094,112.3429802,130.2331499,242.57613,563135
intel-manager,19/12/2025 03:58,30,18,19.033191,1.002012,113.541518,135.8996847,249.4412027,563135
intel-manager,19/12/2025 03:58,30,19,20.034594,1.001403,102.5746881,121.1062556,223.6809438,563135
intel-manager,19/12/2025 03:58,30,20,21.035998,1.001404,116.190807,123.0331753,239.2239824,563135
intel-manager,19/12/2025 03:58,30,21,22.037402,1.001405,111.934208,133.8638561,245.7980642,563135
intel-manager,19/12/2025 03:58,30,22,23.039043,1.001641,108.2533742,129.10741,237.3607842,563135
intel-manager,19/12/2025 03:58,30,23,24.040444,1.0014,122.1939759,138.893994,261.0879699,563135
intel-manager,19/12/2025 03:58,30,24,25.042148,1.001705,109.324707,134.7051431,244.0298501,563135
intel-manager,19/12/2025 03:58,30,25,26.043531,1.001383,108.6508325,125.0051332,233.6559658,563135
intel-manager,19/12/2025 03:58,30,26,27.045012,1.001481,109.848536,118.1445751,227.993111,563135
intel-manager,19/12/2025 03:58,30,27,28.046996,1.001984,111.0362338,135.4113423,246.4475761,563135
intel-manager,19/12/2025 03:58,30,28,29.048406,1.00141,116.1132921,150.0797862,266.1930782,563135
intel-manager,19/12/2025 03:58,30,29,30.050375,1.00197,113.2876893,148.0893558,261.3770451,563135
intel-manager,19/12/2025 03:59,30,30,31.051783,1.001407,113.6319601,140.0851403,253.7171004,563135
intel-manager,19/12/2025 03:59,30,31,32.05373,1.001948,107.2858267,132.9070637,240.1928904,563135
intel-manager,19/12/2025 03:59,30,32,33.055181,1.001451,112.2355043,142.780041,255.0155453,563135
intel-manager,19/12/2025 03:59,30,33,34.056633,1.001451,116.7752097,141.3181967,258.0934064,563135
intel-manager,19/12/2025 03:59,30,34,35.05829,1.001657,119.9814275,142.5986677,262.5800952,563135
intel-manager,19/12/2025 03:59,30,35,36.059888,1.001598,117.5319329,143.202567,260.7344999,563135
intel-manager,19/12/2025 03:59,30,36,37.061831,1.001943,113.3003678,130.2768585,243.5772263,563135
intel-manager,19/12/2025 03:59,30,37,38.063784,1.001952,112.3967225,136.6949834,249.0917059,563135
intel-manager,19/12/2025 03:59,30,38,39.065766,1.001982,114.2939913,126.7133155,241.0073069,563135
intel-manager,19/12/2025 03:59,30,39,40.067175,1.001409,122.4156358,150.3117427,272.7273785,563135
intel-manager,19/12/2025 03:59,30,40,41.06863,1.001455,119.9134639,133.0052267,252.9186906,563135
intel-manager,19/12/2025 03:59,30,41,42.070239,1.00161,128.1667,141.717422,269.8841219,563135
intel-manager,19/12/2025 03:59,30,42,43.071533,1.001294,116.3734464,144.5699298,260.9433762,563135
intel-manager,19/12/2025 03:59,30,43,44.072944,1.001411,111.6529138,139.1043319,250.7572457,563135
intel-manager,19/12/2025 03:59,30,44,45.074564,1.00162,114.3128595,143.2791773,257.5920368,563135
intel-manager,19/12/2025 03:59,30,45,46.076605,1.002041,119.4222935,135.024073,254.4463665,563135
intel-manager,19/12/2025 03:59,30,46,47.078664,1.002059,111.2242502,125.9663874,237.1906376,563135
intel-manager,19/12/2025 03:59,30,47,48.080716,1.002052,114.7692849,126.8339762,241.6032611,563135
intel-manager,19/12/2025 03:59,30,48,49.082216,1.0015,113.5341989,144.0934957,257.6276946,563135
intel-manager,19/12/2025 03:59,30,49,50.08354,1.001324,115.8659243,141.8242323,257.6901566,563135
intel-manager,19/12/2025 03:59,30,50,51.08496,1.001421,114.9070704,129.7090626,244.616133,563135
intel-manager,19/12/2025 03:59,30,51,52.086435,1.001475,114.3403755,133.5485737,247.8889493,563135
intel-manager,19/12/2025 03:59,30,52,53.08754,1.001105,112.3937848,142.650684,255.0444688,563135
intel-manager,19/12/2025 03:59,30,53,54.089082,1.001542,117.1892504,139.8102591,256.9995095,563135
intel-manager,19/12/2025 03:59,30,54,55.091065,1.001984,119.0045385,125.7192889,244.7238274,563135
intel-manager,19/12/2025 03:59,30,55,56.093026,1.00196,112.7197889,143.8103139,256.5301028,563135
intel-manager,19/12/2025 03:59,30,56,57.095036,1.00201,118.2392892,145.5250643,263.7643535,563135
intel-manager,19/12/2025 03:59,30,57,58.097105,1.002069,111.4202833,131.475655,242.8959383,563135
intel-manager,19/12/2025 03:59,30,58,59.099142,1.002036,110.7798683,142.9063221,253.6861904,563135
intel-manager,19/12/2025 03:59,30,59,60.101143,1.002002,111.8357803,135.4091371,247.2449174,563135
,,,,,,,,,
intel-worker1,19/12/2025 03:58,30,0,1.004891,1.004891,115.4485485,127.6684083,243.1169568,563135
intel-worker1,19/12/2025 03:58,30,1,2.006621,1.00173,109.3327332,125.3022575,234.6349906,563135
intel-worker1,19/12/2025 03:58,30,2,3.008463,1.001842,114.4590642,136.6975287,251.1565929,563135
intel-worker1,19/12/2025 03:58,30,3,4.009142,1.000679,126.896114,134.5689897,261.4651037,563135
intel-worker1,19/12/2025 03:58,30,4,5.010801,1.00166,119.3573308,129.701037,249.0583678,563135
intel-worker1,19/12/2025 03:58,30,5,6.01276,1.001959,116.4655051,119.6272111,236.0927162,563135
intel-worker1,19/12/2025 03:58,30,6,7.014229,1.001469,117.3048353,128.6553842,245.9602194,563135
intel-worker1,19/12/2025 03:58,30,7,8.015706,1.001477,123.2322184,134.5377625,257.7699809,563135
intel-worker1,19/12/2025 03:58,30,8,9.017154,1.001449,119.2195993,136.0592329,255.2788322,563135
intel-worker1,19/12/2025 03:58,30,9,10.019267,1.002112,118.3979986,116.9778442,235.3758429,563135
intel-worker1,19/12/2025 03:58,30,10,11.020801,1.001534,100.4330582,135.153687,235.5867453,563135
intel-worker1,19/12/2025 03:58,30,11,12.022271,1.00147,106.3689292,115.9993397,222.3682689,563135
intel-worker1,19/12/2025 03:58,30,12,13.023752,1.001481,115.4677887,121.2770409,236.7448296,563135
intel-worker1,19/12/2025 03:58,30,13,14.025539,1.001787,105.9830708,103.6718998,209.6549706,563135
intel-worker1,19/12/2025 03:58,30,14,15.027585,1.002046,119.0788009,112.4815376,231.5603385,563135
intel-worker1,19/12/2025 03:58,30,15,16.029053,1.001468,115.4801153,127.8293902,243.3095055,563135
intel-worker1,19/12/2025 03:58,30,16,17.031111,1.002058,110.2830925,135.751432,246.0345244,563135
intel-worker1,19/12/2025 03:58,30,17,18.032845,1.001734,120.3509982,133.9581052,254.3091034,563135
intel-worker1,19/12/2025 03:58,30,18,19.034919,1.002074,112.8212954,122.7063444,235.5276398,563135
intel-worker1,19/12/2025 03:58,30,19,20.037095,1.002177,114.6212013,131.0838629,245.7050642,563135
intel-worker1,19/12/2025 03:58,30,20,21.0392,1.002105,116.3950108,109.8935144,226.2885252,563135
intel-worker1,19/12/2025 03:58,30,21,22.04149,1.00229,129.1310503,123.1504376,252.2814879,563135
intel-worker1,19/12/2025 03:58,30,22,23.043612,1.002121,105.3782265,115.9024419,221.2806685,563135
intel-worker1,19/12/2025 03:58,30,23,24.045106,1.001495,110.1608715,135.480933,245.6418044,563135
intel-worker1,19/12/2025 03:58,30,24,25.047193,1.002087,108.024533,142.9092858,250.9338188,563135
intel-worker1,19/12/2025 03:58,30,25,26.048684,1.001491,112.1834516,151.4899769,263.6734285,563135
intel-worker1,19/12/2025 03:58,30,26,27.050783,1.002099,116.5881637,133.6015491,250.1897128,563135
intel-worker1,19/12/2025 03:58,30,27,28.052911,1.002128,117.919372,121.59818,239.517552,563135
intel-worker1,19/12/2025 03:58,30,28,29.05501,1.002099,115.8315526,122.6882955,238.5198481,563135
intel-worker1,19/12/2025 03:59,30,29,30.057087,1.002077,109.5249974,130.0381883,239.5631858,563135
intel-worker1,19/12/2025 03:59,30,30,31.059152,1.002065,112.8525529,143.3935355,256.2460884,563135
intel-worker1,19/12/2025 03:59,30,31,32.06065,1.001498,115.3804275,127.4851858,242.8656133,563135
intel-worker1,19/12/2025 03:59,30,32,33.062706,1.002056,116.6875444,141.2149861,257.9025305,563135
intel-worker1,19/12/2025 03:59,30,33,34.064546,1.00184,110.2926159,136.4812359,246.7738518,563135
intel-worker1,19/12/2025 03:59,30,34,35.066638,1.002091,120.3196153,121.2479091,241.5675244,563135
intel-worker1,19/12/2025 03:59,30,35,36.068345,1.001708,119.4073715,131.9454391,251.3528105,563135
intel-worker1,19/12/2025 03:59,30,36,37.070436,1.002091,113.2221982,122.9880694,236.2102676,563135
intel-worker1,19/12/2025 03:59,30,37,38.072528,1.002092,124.9650735,128.5125146,253.4775881,563135
intel-worker1,19/12/2025 03:59,30,38,39.074608,1.00208,113.7391825,127.6792633,241.4184458,563135
intel-worker1,19/12/2025 03:59,30,39,40.076678,1.00207,122.2896726,133.0973548,255.3870275,563135
intel-worker1,19/12/2025 03:59,30,40,41.078817,1.002139,107.7823763,116.2997819,224.0821582,563135
intel-worker1,19/12/2025 03:59,30,41,42.080609,1.001792,111.9499219,137.4285524,249.3784742,563135
intel-worker1,19/12/2025 03:59,30,42,43.082737,1.002128,115.88672,131.5655298,247.4522499,563135
intel-worker1,19/12/2025 03:59,30,43,44.08484,1.002103,107.6420826,137.2441249,244.8862076,563135
intel-worker1,19/12/2025 03:59,30,44,45.086409,1.001569,106.2481202,111.5619736,217.8100938,563135
intel-worker1,19/12/2025 03:59,30,45,46.088571,1.002162,113.4107741,137.1818801,250.5926543,563135
intel-worker1,19/12/2025 03:59,30,46,47.090395,1.001824,117.1527239,132.3345288,249.4872527,563135
intel-worker1,19/12/2025 03:59,30,47,48.093081,1.002686,110.2859443,122.6974607,232.983405,563135
intel-worker1,19/12/2025 03:59,30,48,49.0949,1.001819,115.3975025,122.50961,237.9071126,563135
intel-worker1,19/12/2025 03:59,30,49,50.097047,1.002147,117.5425379,132.731138,250.2736759,563135
intel-worker1,19/12/2025 03:59,30,50,51.099214,1.002167,114.0359458,122.6246144,236.6605602,563135
intel-worker1,19/12/2025 03:59,30,51,52.101493,1.002279,115.1084882,116.7071362,231.8156244,563135
intel-worker1,19/12/2025 03:59,30,52,53.103041,1.001548,117.1837714,117.1069254,234.2906969,563135
intel-worker1,19/12/2025 03:59,30,53,54.10517,1.002129,106.6377734,134.4894684,241.1272418,563135
intel-worker1,19/12/2025 03:59,30,54,55.107427,1.002257,115.4429268,125.549489,240.9924158,563135
intel-worker1,19/12/2025 03:59,30,55,56.109581,1.002154,126.5318602,116.5261566,243.0580168,563135
intel-worker1,19/12/2025 03:59,30,56,57.111736,1.002155,118.3352799,129.6318927,247.9671726,563135
intel-worker1,19/12/2025 03:59,30,57,58.113155,1.00142,118.6587087,121.3767054,240.0354141,563135
intel-worker1,19/12/2025 03:59,30,58,59.115325,1.00217,110.7974839,115.224024,226.0215079,563135
intel-worker1,19/12/2025 03:59,30,59,60.117491,1.002166,129.9816724,133.5837868,263.5654593,563135
,,,,,,,,,
intel-manager,19/12/2025 04:28,40,0,1.004745,1.004745,132.2584134,161.3494215,293.6078349,563135
intel-manager,19/12/2025 04:28,40,1,2.006185,1.001439,128.7938458,151.4809814,280.2748272,563135
intel-manager,19/12/2025 04:28,40,2,3.007589,1.001405,123.8353667,147.7241717,271.5595384,563135
intel-manager,19/12/2025 04:28,40,3,4.009032,1.001443,143.4326525,145.6910453,289.1236978,563135
intel-manager,19/12/2025 04:28,40,4,5.011006,1.001974,121.6695624,144.0354531,265.7050155,563135
intel-manager,19/12/2025 04:28,40,5,6.012886,1.001879,122.6944415,145.5038083,268.1982498,563135
intel-manager,19/12/2025 04:28,40,6,7.014897,1.002011,125.9467384,142.7761275,268.7228659,563135
intel-manager,19/12/2025 04:28,40,7,8.016947,1.00205,135.1647469,145.9725833,281.1373302,563135
intel-manager,19/12/2025 04:28,40,8,9.018911,1.001965,116.3016144,143.8650701,260.1666846,563135
intel-manager,19/12/2025 04:28,40,9,10.020326,1.001415,113.1296958,153.301335,266.4310308,563135
intel-manager,19/12/2025 04:28,40,10,11.022405,1.002079,126.5410389,143.1475239,269.6885628,563135
intel-manager,19/12/2025 04:28,40,11,12.023879,1.001473,130.3857382,143.0954334,273.4811715,563135
intel-manager,19/12/2025 04:28,40,12,13.025922,1.002043,136.831214,158.8227828,295.6539968,563135
intel-manager,19/12/2025 04:28,40,13,14.027569,1.001647,118.2431502,139.0256465,257.2687968,563135
intel-manager,19/12/2025 04:28,40,14,15.028869,1.001301,136.8884779,149.927147,286.8156249,563135
intel-manager,19/12/2025 04:28,40,15,16.030666,1.001797,126.0941648,158.7261861,284.8203509,563135
intel-manager,19/12/2025 04:28,40,16,17.032648,1.001981,133.0693565,151.4639507,284.5333072,563135
intel-manager,19/12/2025 04:28,40,17,18.03446,1.001812,129.7245687,149.2218347,278.9464033,563135
intel-manager,19/12/2025 04:28,40,18,19.03638,1.00192,119.42674,133.1625971,252.5893371,563135
intel-manager,19/12/2025 04:28,40,19,20.037859,1.001479,132.6937662,162.5237741,295.2175403,563135
intel-manager,19/12/2025 04:28,40,20,21.039307,1.001448,131.8707972,163.8716826,295.7424797,563135
intel-manager,19/12/2025 04:28,40,21,22.040847,1.001539,116.255511,150.8512801,267.1067911,563135
intel-manager,19/12/2025 04:28,40,22,23.042259,1.001412,123.2716212,162.8248475,286.0964687,563135
intel-manager,19/12/2025 04:28,40,23,24.043845,1.001586,127.1999486,155.3025772,282.5025258,563135
intel-manager,19/12/2025 04:28,40,24,25.045817,1.001972,126.8832236,154.6291653,281.5123889,563135
intel-manager,19/12/2025 04:28,40,25,26.04722,1.001403,128.7686416,137.8470677,266.6157093,563135
intel-manager,19/12/2025 04:28,40,26,27.048642,1.001422,128.6787897,154.323356,283.0021457,563135
intel-manager,19/12/2025 04:28,40,27,28.050077,1.001436,128.109439,149.2864989,277.3959379,563135
intel-manager,19/12/2025 04:28,40,28,29.051497,1.00142,119.6374793,144.2981494,263.9356287,563135
intel-manager,19/12/2025 04:28,40,29,30.052866,1.001369,136.0079466,144.8180697,280.8260163,563135
intel-manager,19/12/2025 04:28,40,30,31.054881,1.002015,124.2090722,148.3045029,272.5135751,563135
intel-manager,19/12/2025 04:28,40,31,32.056289,1.001408,123.0790331,156.2620741,279.3411072,563135
intel-manager,19/12/2025 04:28,40,32,33.058292,1.002003,121.4105034,156.9521222,278.3626256,563135
intel-manager,19/12/2025 04:28,40,33,34.05974,1.001447,119.7062151,134.7944484,254.5006634,563135
intel-manager,19/12/2025 04:28,40,34,35.061773,1.002033,132.3435192,146.5727265,278.9162456,563135
intel-manager,19/12/2025 04:29,40,35,36.063778,1.002005,125.5758589,145.1213306,270.6971895,563135
intel-manager,19/12/2025 04:29,40,36,37.065229,1.001451,132.5470803,141.0298707,273.5769511,563135
intel-manager,19/12/2025 04:29,40,37,38.066783,1.001554,118.0746597,148.3629086,266.4375683,563135
intel-manager,19/12/2025 04:29,40,38,39.068193,1.00141,132.0013431,157.1186346,289.1199777,563135
intel-manager,19/12/2025 04:29,40,39,40.069634,1.001442,124.2974083,143.0905179,267.3879262,563135
intel-manager,19/12/2025 04:29,40,40,41.071576,1.001941,116.4757191,145.5867896,262.0625087,563135
intel-manager,19/12/2025 04:29,40,41,42.073542,1.001966,129.7954223,153.0195362,282.8149585,563135
intel-manager,19/12/2025 04:29,40,42,43.075165,1.001623,120.4635805,158.316184,278.7797645,563135
intel-manager,19/12/2025 04:29,40,43,44.076586,1.001422,129.7227135,149.9464726,279.6691861,563135
intel-manager,19/12/2025 04:29,40,44,45.078546,1.001959,118.1738561,149.0069202,267.1807763,563135
intel-manager,19/12/2025 04:29,40,45,46.079954,1.001409,121.1398462,148.3811897,269.5210359,563135
intel-manager,19/12/2025 04:29,40,46,47.081384,1.00143,117.4723335,134.4684934,251.9408269,563135
intel-manager,19/12/2025 04:29,40,47,48.082979,1.001595,119.2612529,125.9445449,245.2057978,563135
intel-manager,19/12/2025 04:29,40,48,49.084371,1.001392,118.6979131,163.1969071,281.8948203,563135
intel-manager,19/12/2025 04:29,40,49,50.085773,1.001401,115.51031,138.9245807,254.4348907,563135
intel-manager,19/12/2025 04:29,40,50,51.087159,1.001386,126.7998312,147.688542,274.4883732,563135
intel-manager,19/12/2025 04:29,40,51,52.088658,1.001499,121.1862355,125.5685087,246.7547442,563135
intel-manager,19/12/2025 04:29,40,52,53.090641,1.001983,128.6843476,153.4377455,282.1220931,563135
intel-manager,19/12/2025 04:29,40,53,54.092083,1.001442,137.8903532,153.959,291.8493532,563135
intel-manager,19/12/2025 04:29,40,54,55.093677,1.001594,123.2737269,138.1267856,261.4005125,563135
intel-manager,19/12/2025 04:29,40,55,56.095677,1.002,126.6717046,148.560359,275.2320635,563135
intel-manager,19/12/2025 04:29,40,56,57.096849,1.001172,132.295927,159.3338762,291.6298032,563135
intel-manager,19/12/2025 04:29,40,57,58.09826,1.001411,126.183453,160.2877722,286.4712252,563135
intel-manager,19/12/2025 04:29,40,58,59.099699,1.001439,134.5455012,147.0016617,281.5471629,563135
intel-manager,19/12/2025 04:29,40,59,60.100861,1.001162,128.8621939,147.9405699,276.8027637,563135
,,,,,,,,,
intel-worker1,19/12/2025 04:28,40,0,1.004747,1.004747,116.2172206,140.2054064,256.422627,563135
intel-worker1,19/12/2025 04:28,40,1,2.006306,1.00156,117.4296989,140.974641,258.4043399,563135
intel-worker1,19/12/2025 04:28,40,2,3.007804,1.001498,129.7109411,137.6987715,267.4097125,563135
intel-worker1,19/12/2025 04:28,40,3,4.009356,1.001552,134.8469086,153.5528165,288.3997251,563135
intel-worker1,19/12/2025 04:28,40,4,5.010819,1.001463,145.0602675,146.3256859,291.3859534,563135
intel-worker1,19/12/2025 04:28,40,5,6.01229,1.001471,146.3105538,146.3673553,292.6779091,563135
intel-worker1,19/12/2025 04:28,40,6,7.013767,1.001477,134.2221275,138.6967716,272.9188991,563135
intel-worker1,19/12/2025 04:28,40,7,8.015231,1.001465,127.6091629,147.0708433,274.6800062,563135
intel-worker1,19/12/2025 04:28,40,8,9.016678,1.001447,124.9589129,147.9960216,272.9549346,563135
intel-worker1,19/12/2025 04:28,40,9,10.017431,1.000753,139.2486201,150.4476171,289.6962372,563135
intel-worker1,19/12/2025 04:28,40,10,11.018889,1.001458,135.2745392,147.4006283,282.6751675,563135
intel-worker1,19/12/2025 04:28,40,11,12.020358,1.001469,135.9940752,151.3492317,287.3433068,563135
intel-worker1,19/12/2025 04:28,40,12,13.021818,1.00146,132.3554525,167.0632852,299.4187377,563135
intel-worker1,19/12/2025 04:28,40,13,14.023308,1.00149,129.5465884,152.4351583,281.9817467,563135
intel-worker1,19/12/2025 04:28,40,14,15.025331,1.002023,131.2947574,130.69776,261.9925174,563135
intel-worker1,19/12/2025 04:28,40,15,16.02689,1.001559,126.9336488,141.3142038,268.2478525,563135
intel-worker1,19/12/2025 04:28,40,16,17.028348,1.001458,123.8894358,149.7539319,273.6433677,563135
intel-worker1,19/12/2025 04:28,40,17,18.029799,1.00145,125.00241,143.7163701,268.7187801,563135
intel-worker1,19/12/2025 04:28,40,18,19.03126,1.001462,125.9430524,143.1800772,269.1231296,563135
intel-worker1,19/12/2025 04:28,40,19,20.032726,1.001466,126.2952048,131.3930654,257.6882702,563135
intel-worker1,19/12/2025 04:28,40,20,21.034191,1.001465,133.1316679,144.369633,277.501301,563135
intel-worker1,19/12/2025 04:28,40,21,22.035826,1.001635,113.3357257,155.8058579,269.1415836,563135
intel-worker1,19/12/2025 04:28,40,22,23.037315,1.001489,120.5552107,133.7695684,254.3247791,563135
intel-worker1,19/12/2025 04:28,40,23,24.039836,1.002521,131.8349659,153.8195354,285.6545013,563135
intel-worker1,19/12/2025 04:28,40,24,25.041452,1.001616,129.8194507,142.1901706,272.0096213,563135
intel-worker1,19/12/2025 04:28,40,25,26.042948,1.001496,128.7132321,138.6192859,267.3325181,563135
intel-worker1,19/12/2025 04:28,40,26,27.045036,1.002088,117.8491736,147.5863133,265.4354869,563135
intel-worker1,19/12/2025 04:28,40,27,28.0472,1.002164,119.742626,141.2617462,261.0043723,563135
intel-worker1,19/12/2025 04:28,40,28,29.049258,1.002058,125.7582289,156.2966117,282.0548407,563135
intel-worker1,19/12/2025 04:28,40,29,30.051088,1.00183,134.8413241,149.4755839,284.3169079,563135
intel-worker1,19/12/2025 04:28,40,30,31.053168,1.00208,131.0636332,140.2476306,271.3112637,563135
intel-worker1,19/12/2025 04:28,40,31,32.055266,1.002098,142.1328593,142.8103909,284.9432502,563135
intel-worker1,19/12/2025 04:28,40,32,33.057448,1.002182,122.2543502,159.8453254,282.0996756,563135
intel-worker1,19/12/2025 04:28,40,33,34.05901,1.001562,115.8101602,147.312071,263.1222312,563135
intel-worker1,19/12/2025 04:29,40,34,35.059965,1.000955,129.0373144,144.3645615,273.4018759,563135
intel-worker1,19/12/2025 04:29,40,35,36.061452,1.001487,122.7697613,136.7514982,259.5212596,563135
intel-worker1,19/12/2025 04:29,40,36,37.063153,1.001701,142.0898404,151.2250986,293.314939,563135
intel-worker1,19/12/2025 04:29,40,37,38.065185,1.002032,122.3541771,138.543403,260.8975801,563135
intel-worker1,19/12/2025 04:29,40,38,39.066975,1.00179,146.5075716,144.9013808,291.4089524,563135
intel-worker1,19/12/2025 04:29,40,39,40.069024,1.002049,124.7706413,145.4301527,270.200794,563135
intel-worker1,19/12/2025 04:29,40,40,41.07077,1.001745,137.5324173,143.1653313,280.6977486,563135
intel-worker1,19/12/2025 04:29,40,41,42.072271,1.001501,130.8349167,138.6705449,269.5054616,563135
intel-worker1,19/12/2025 04:29,40,42,43.073455,1.001184,127.5151703,141.3122115,268.8273819,563135
intel-worker1,19/12/2025 04:29,40,43,44.075464,1.002008,123.6574811,144.8468087,268.5042898,563135
intel-worker1,19/12/2025 04:29,40,44,45.077554,1.00209,126.5365482,133.3136849,259.850233,563135
intel-worker1,19/12/2025 04:29,40,45,46.079045,1.001491,137.0279032,130.8226341,267.8505373,563135
intel-worker1,19/12/2025 04:29,40,46,47.081149,1.002103,132.1150297,137.6720514,269.7870811,563135
intel-worker1,19/12/2025 04:29,40,47,48.082645,1.001497,122.2826874,146.106348,268.3890355,563135
intel-worker1,19/12/2025 04:29,40,48,49.084764,1.002119,128.9252893,149.8971486,278.8224378,563135
intel-worker1,19/12/2025 04:29,40,49,50.086224,1.001459,119.801788,146.1415768,265.9433649,563135
intel-worker1,19/12/2025 04:29,40,50,51.087692,1.001469,131.533658,131.3292462,262.8629042,563135
intel-worker1,19/12/2025 04:29,40,51,52.08945,1.001758,124.0962961,139.350692,263.446988,563135
intel-worker1,19/12/2025 04:29,40,52,53.091545,1.002095,136.3483444,129.3145108,265.6628552,563135
intel-worker1,19/12/2025 04:29,40,53,54.09343,1.001885,136.4173169,137.2901816,273.7074985,563135
intel-worker1,19/12/2025 04:29,40,54,55.094909,1.001479,134.6505228,159.2782777,293.9288005,563135
intel-worker1,19/12/2025 04:29,40,55,56.096483,1.001575,129.6684889,140.2125281,269.8810169,563135
intel-worker1,19/12/2025 04:29,40,56,57.097967,1.001484,119.2494956,122.6484349,241.8979305,563135
intel-worker1,19/12/2025 04:29,40,57,58.100033,1.002066,129.3097682,138.4949338,267.8047019,563135
intel-worker1,19/12/2025 04:29,40,58,59.10143,1.001397,120.2900039,158.9788324,279.2688363,563135
intel-worker1,19/12/2025 04:29,40,59,60.10291,1.00148,137.2407316,145.9107381,283.1514698,563135
,,,,,,,,,
intel-manager,19/12/2025 04:39,50,0,1.00462,1.00462,137.5090914,167.5262232,305.0353146,563135
intel-manager,19/12/2025 04:39,50,1,2.006058,1.001438,141.8662979,169.981324,311.8476219,563135
intel-manager,19/12/2025 04:39,50,2,3.007489,1.001432,131.7812958,170.6905071,302.4718029,563135
intel-manager,19/12/2025 04:39,50,3,4.008909,1.001419,128.5576254,151.103449,279.6610744,563135
intel-manager,19/12/2025 04:39,50,4,5.01038,1.001471,137.0092552,167.0193602,304.0286154,563135
intel-manager,19/12/2025 04:39,50,5,6.012129,1.00175,149.0728831,154.9790378,304.0519209,563135
intel-manager,19/12/2025 04:39,50,6,7.013572,1.001442,129.4534131,146.1424363,275.5958493,563135
intel-manager,19/12/2025 04:39,50,7,8.01556,1.001988,143.6863974,166.4222592,310.1086566,563135
intel-manager,19/12/2025 04:39,50,8,9.016999,1.001439,151.0440364,151.0890157,302.133052,563135
intel-manager,19/12/2025 04:39,50,9,10.018644,1.001645,140.4820966,166.1664006,306.6484972,563135
intel-manager,19/12/2025 04:39,50,10,11.02018,1.001537,135.5885762,159.3794064,294.9679826,563135
intel-manager,19/12/2025 04:39,50,11,12.021621,1.001441,120.5407413,154.1144765,274.6552178,563135
intel-manager,19/12/2025 04:39,50,12,13.023084,1.001462,125.1080346,154.9687674,280.076802,563135
intel-manager,19/12/2025 04:39,50,13,14.02506,1.001976,114.5966329,162.9516796,277.5483125,563135
intel-manager,19/12/2025 04:39,50,14,15.026543,1.001483,138.4391528,146.6763083,285.1154611,563135
intel-manager,19/12/2025 04:39,50,15,16.027976,1.001433,144.1214889,156.5229979,300.6444868,563135
intel-manager,19/12/2025 04:39,50,16,17.029453,1.001477,136.2256018,147.1498713,283.3754731,563135
intel-manager,19/12/2025 04:39,50,17,18.031039,1.001587,141.3577734,161.9671051,303.3248785,563135
intel-manager,19/12/2025 04:39,50,18,19.032481,1.001442,130.092047,163.234541,293.3265881,563135
intel-manager,19/12/2025 04:39,50,19,20.03403,1.001549,146.1512965,155.8010626,301.9523591,563135
intel-manager,19/12/2025 04:39,50,20,21.035449,1.001419,128.8263182,171.9106572,300.7369754,563135
intel-manager,19/12/2025 04:39,50,21,22.036911,1.001463,139.0280049,178.0127427,317.0407475,563135
intel-manager,19/12/2025 04:39,50,22,23.038616,1.001705,135.5074844,164.833821,300.3413053,563135
intel-manager,19/12/2025 04:39,50,23,24.04028,1.001664,134.9702351,170.5742402,305.5444753,563135
intel-manager,19/12/2025 04:39,50,24,25.042115,1.001835,131.9436881,168.8322586,300.7759467,563135
intel-manager,19/12/2025 04:39,50,25,26.043433,1.001318,141.4095699,165.0873977,306.4969676,563135
intel-manager,19/12/2025 04:39,50,26,27.045492,1.002059,147.138266,162.7989813,309.9372473,563135
intel-manager,19/12/2025 04:39,50,27,28.047194,1.001702,123.7810934,173.5763492,297.3574426,563135
intel-manager,19/12/2025 04:39,50,28,29.048755,1.001561,126.3044469,156.1789958,282.4834428,563135
intel-manager,19/12/2025 04:39,50,29,30.050752,1.001997,122.3573609,145.5402483,267.8976092,563135
intel-manager,19/12/2025 04:39,50,30,31.052748,1.001996,135.8806174,166.6217216,302.502339,563135
intel-manager,19/12/2025 04:39,50,31,32.054418,1.00167,133.2441967,166.2058555,299.4500522,563135
intel-manager,19/12/2025 04:39,50,32,33.055863,1.001444,137.2004719,156.205626,293.4060979,563135
intel-manager,19/12/2025 04:39,50,33,34.057522,1.001659,135.1138284,154.2631044,289.3769328,563135
intel-manager,19/12/2025 04:39,50,34,35.05992,1.002398,138.8787966,170.2073907,309.0861873,563135
intel-manager,19/12/2025 04:39,50,35,36.061943,1.002023,138.5463663,157.2434838,295.7898501,563135
intel-manager,19/12/2025 04:39,50,36,37.063417,1.001474,132.0165978,158.5713783,290.587976,563135
intel-manager,19/12/2025 04:39,50,37,38.064953,1.001537,124.5400009,156.3505975,280.8905983,563135
intel-manager,19/12/2025 04:39,50,38,39.066437,1.001483,142.8069265,145.0407293,287.8476558,563135
intel-manager,19/12/2025 04:39,50,39,40.067427,1.000991,142.0549843,164.6066166,306.661601,563135
intel-manager,19/12/2025 04:39,50,40,41.069139,1.001711,142.176851,163.0464155,305.2232665,563135
intel-manager,19/12/2025 04:39,50,41,42.071029,1.001891,133.4744752,158.6847432,292.1592184,563135
