timestamp,load_name,sample_index,elapsed_s,dt_s,cpu_usage_pct,rapl_package_0_0_w,rapl_dram_0_0_w,rapl_package_1_1_w,rapl_dram_1_0_w,power_total_w
2025-12-17T07:17:16,rps-15,0,1.003978,1.003978,8.317710286214218,115.09188232176581,8.54112432429064,116.24403431969125,10.427744771558599,231.33591664145706
2025-12-17T07:17:17,rps-15,1,2.00576,1.001782,10.843976959679436,119.48270593200498,8.615026535650385,116.75679634059676,10.442858448011295,236.23950227260173
2025-12-17T07:17:18,rps-15,2,3.00766,1.0019,10.182456580349864,114.92777628961836,8.615091582786942,121.78252928058635,10.595951089053429,236.7103055702047
2025-12-17T07:17:19,rps-15,3,4.00937,1.00171,8.294268391774484,118.16446508507391,8.505826563518156,109.46604284822571,10.087880349553348,227.6305079332996
2025-12-17T07:17:20,rps-15,4,5.011136,1.001766,9.872751206669594,111.87865038686706,8.476055549714973,121.7756961767508,10.441907452581233,233.65434656361788
2025-12-17T07:17:21,rps-15,5,6.013685,1.002548,8.11334918053297,113.2651617018401,8.566749057790359,112.26654938349847,10.219465576183735,225.53171108533857
2025-12-17T07:17:22,rps-15,6,7.016277,1.002593,7.109746930593841,108.88835405263843,8.455240235802565,110.75320386622305,10.216539535371979,219.64155791886148
2025-12-17T07:17:23,rps-15,7,8.01826,1.001983,8.802001876759459,111.14520164382712,8.520487461170669,118.23756331513803,10.464475211263824,229.38276495896514
2025-12-17T07:17:24,rps-15,8,9.02028,1.002019,9.707521763637505,112.13751889273132,8.48331973860693,123.29318508058154,10.629324085914684,235.43070397331286
2025-12-17T07:17:25,rps-15,9,10.022354,1.002074,9.38967136150235,120.08531929173292,8.77533901084225,114.11450136378521,10.326418436924845,234.19982065551812
2025-12-17T07:17:26,rps-15,10,11.02404,1.001686,8.730754787833273,110.77152795858309,8.466898014171075,120.31071923881682,10.481206177097736,231.0822471973999
2025-12-17T07:17:27,rps-15,11,12.025731,1.001692,10.680097603703931,115.75811291234372,8.518661004961443,124.95883415796692,10.591348887968032,240.71694707031065
2025-12-17T07:17:28,rps-15,12,13.027692,1.001961,7.227480724628599,110.14880172991413,8.374981724277518,113.95657181230544,10.128380903046498,224.10537354221958
2025-12-17T07:17:29,rps-15,13,14.029745,1.002053,6.383909051158721,112.04506539989573,8.469128727539209,102.89407123222965,9.87773849183935,214.93913663212538
2025-12-17T07:17:30,rps-15,14,15.032463,1.002718,8.759306763436147,118.54574873421318,8.874739592137823,111.43338662957673,10.061303262641578,229.9791353637899
2025-12-17T07:17:31,rps-15,15,16.035077,1.002614,9.03068558215111,112.5503242209333,8.513567323872978,123.64799203498278,10.43942363529182,236.1983162559161
2025-12-17T07:17:32,rps-15,16,17.03692,1.001843,8.602217906146237,108.27091116454916,8.39477164202756,126.5448680644174,10.415697606578531,234.81577922896656
2025-12-17T07:17:33,rps-15,17,18.039047,1.002127,9.523213615317228,113.16959598508859,8.621737039188224,124.23952272352267,10.31530113571882,237.40911870861126
2025-12-17T07:17:34,rps-15,18,19.040703,1.001656,8.861630890543836,113.49290357608025,8.427699281310696,121.79932164796746,10.196893241627249,235.2922252240477
2025-12-17T07:17:35,rps-15,19,20.042314,1.001611,10.119531885599853,117.42756086728927,8.398775617601453,124.34358554178158,10.475967777549581,241.77114640907087
2025-12-17T07:17:36,rps-15,20,21.04398,1.001666,8.778410869701336,109.54736077106983,8.095637968597263,121.5829463936115,10.458124030255469,231.1303071646813
2025-12-17T07:17:37,rps-15,21,22.046465,1.002486,9.78083907326237,116.45981154440535,8.612643157549511,117.85289102628587,10.271263633654392,234.31270257069121
2025-12-17T07:17:38,rps-15,22,23.048139,1.001674,8.091507364462547,112.65342128751857,8.493362647336259,114.71521198011389,10.225162723382743,227.36863326763245
2025-12-17T07:17:39,rps-15,23,24.049803,1.001664,10.323064425420236,113.21779128999992,8.486694767759571,118.47526300702357,10.422411422275665,231.69305429702348
2025-12-17T07:17:40,rps-15,24,25.052338,1.002534,9.059625852468244,117.1443386187065,8.528408690598235,115.58256575943594,10.274760754272005,232.72690437814242
2025-12-17T07:17:41,rps-15,25,26.054043,1.001705,9.507725026584101,107.97749379554273,8.35364860336812,119.63514030959276,10.454062541987001,227.6126341051355
2025-12-17T07:17:42,rps-15,26,27.055815,1.001772,10.041265474552963,120.42455606919994,8.69611597172789,119.80706052060552,10.408670633479764,240.23161658980547
2025-12-17T07:17:43,rps-15,27,28.057573,1.001758,11.337045610961649,120.44208465494135,8.606864335877319,120.931092048315,10.55215878022799,241.37317670325635
2025-12-17T07:17:44,rps-15,28,29.060294,1.002721,11.62543062950203,119.83572046711845,8.527858090582889,122.1199040408815,10.498444983256837,241.95562450799994
2025-12-17T07:17:45,rps-15,29,30.061684,1.00139,8.512769153730593,109.18642798223962,8.254899883528505,121.32705086086233,10.515560071382469,230.51347884310195
2025-12-17T07:17:46,rps-15,30,31.064158,1.002474,9.094892338507766,115.82167212252058,8.514666123429578,115.88243479144886,10.492973652920638,231.70410691396944
2025-12-17T07:17:47,rps-15,31,32.0657,1.001541,7.709637046307883,116.71768315112209,8.63454192332499,111.44689042513122,10.314202933963758,228.1645735762533
2025-12-17T07:17:48,rps-15,32,33.067396,1.001696,7.697598799399696,110.0194120002266,8.336767926455307,112.89112026777245,10.350000263415827,222.91053226799903
2025-12-17T07:17:49,rps-15,33,34.069696,1.0023,10.204081632653061,118.7198288455229,8.688548201838747,117.54090312194198,10.55703308717944,236.2607319674649
2025-12-17T07:17:50,rps-15,34,35.072136,1.00244,9.894302332853833,116.63646903702119,8.724207066407041,123.82825154752423,10.540718389759258,240.46472058454543
2025-12-17T07:17:51,rps-15,35,36.073695,1.001559,10.11214836163148,118.2275771380766,8.813596536084908,119.75144276579219,10.418864275761859,237.9790199038688
2025-12-17T07:17:52,rps-15,36,37.075357,1.001662,10.407805854390794,112.74409775464365,8.64122602436545,123.3728235750035,10.607908429121908,236.11692132964714
