hostname,timestamp,rps,sample_index,elapsed_s,dt_s,input_size,rapl_package_0_0_w,rapl_package_1_1_w,power_total_w
intel-manager,2025-12-20T06:12:41,10,0,1.004448,1.004448,940930,108.49841574891568,104.32715924061924,212.8255749895349
intel-manager,2025-12-20T06:12:42,10,1,2.005882,1.001434,940930,105.25296301474245,102.05041075571641,207.30337377045885
intel-manager,2025-12-20T06:12:43,10,2,3.00736,1.001479,940930,103.84745866773193,100.99408087765426,204.84153954538618
intel-manager,2025-12-20T06:12:44,10,3,4.008845,1.001485,940930,103.64968530939731,99.68847425204099,203.33815956143832
intel-manager,2025-12-20T06:12:45,10,4,5.010337,1.001492,940930,103.7065496685392,99.0631608207414,202.7697104892806
intel-manager,2025-12-20T06:12:46,10,5,6.012099,1.001761,940930,105.4552123438272,102.1366637563115,207.5918761001387
intel-manager,2025-12-20T06:12:47,10,6,7.014054,1.001955,940930,104.83158585848818,100.91310960631853,205.7446954648067
intel-manager,2025-12-20T06:12:48,10,7,8.015476,1.001422,940930,94.66607518877824,93.49434302865794,188.1604182174362
intel-manager,2025-12-20T06:12:49,10,8,9.017509,1.002034,940930,106.3373362919991,103.24043323456095,209.57776952656005
intel-manager,2025-12-20T06:12:50,10,9,10.019104,1.001595,940930,103.79272798470457,102.92430272651792,206.7170307112225
intel-manager,2025-12-20T06:12:51,10,10,11.020685,1.001581,940930,104.59128615681692,101.27445749061793,205.86574364743484
intel-manager,2025-12-20T06:12:52,10,11,12.022275,1.001589,940930,98.0981138395142,96.74778491490869,194.84589875442288
intel-manager,2025-12-20T06:12:53,10,12,13.023767,1.001492,940930,104.20198718969891,96.48811446882773,200.69010165852666
intel-manager,2025-12-20T06:12:54,10,13,14.025587,1.001821,940930,105.69810680334511,96.04090835379087,201.73901515713598
intel-manager,2025-12-20T06:12:55,10,14,15.027026,1.001439,940930,103.4887086377209,97.97913212563081,201.46784076335172
intel-manager,2025-12-20T06:12:56,10,15,16.029014,1.001988,940930,106.00715703044062,102.75581670560393,208.76297373604456
intel-manager,2025-12-20T06:12:57,10,16,17.030503,1.001489,940930,105.27715920818369,98.78507397769911,204.0622331858828
intel-manager,2025-12-20T06:12:58,10,17,18.031975,1.001472,940930,106.2509809483892,102.58487743921717,208.83585838760638
intel-manager,2025-12-20T06:12:59,10,18,19.033483,1.001508,940930,105.28188318201678,98.7912600255933,204.0731432076101
intel-manager,2025-12-20T06:13:00,10,19,20.034925,1.001442,940930,105.47219064107422,97.91919951943848,203.39139016051269
intel-manager,2025-12-20T06:13:01,10,20,21.036403,1.001478,940930,106.64468718846271,98.55010170599228,205.19478889445497
intel-manager,2025-12-20T06:13:02,10,21,22.038211,1.001808,940930,106.86462843692084,98.17381979395067,205.0384482308715
intel-manager,2025-12-20T06:13:03,10,22,23.039683,1.001472,940930,102.22647026787034,98.04970843749668,200.27617870536702
intel-manager,2025-12-20T06:13:04,10,23,24.041477,1.001794,940930,103.85807924000333,96.1270365022927,199.98511574229605
intel-manager,2025-12-20T06:13:05,10,24,25.043461,1.001984,940930,105.15415467082407,98.96290038255233,204.11705505337642
intel-manager,2025-12-20T06:13:06,10,25,26.045334,1.001873,940930,104.27600419978397,103.1251474988243,207.40115169860826
intel-manager,2025-12-20T06:13:07,10,26,27.047305,1.001971,940930,97.63956235651479,96.2366288783989,193.87619123491368
intel-manager,2025-12-20T06:13:08,10,27,28.049313,1.002008,940930,103.19727925560714,96.8027277918856,200.00000704749274
intel-manager,2025-12-20T06:13:09,10,28,29.051304,1.001992,940930,104.36147503801713,106.57386104828825,210.93533608630537
intel-manager,2025-12-20T06:13:10,10,29,30.053259,1.001955,940930,105.04490290607262,101.31215676561439,206.357059671687
intel-manager,2025-12-20T06:13:11,10,30,31.055204,1.001945,940930,102.70312651868998,98.89408000194933,201.5972065206393
intel-manager,2025-12-20T06:13:12,10,31,32.056995,1.001791,940930,103.20168075197962,100.22051601910793,203.42219677108756
intel-manager,2025-12-20T06:13:13,10,32,33.058929,1.001934,940930,103.49420123332922,99.61718573232243,203.11138696565166
intel-manager,2025-12-20T06:13:14,10,33,34.060437,1.001508,940930,102.5113612409869,100.22270561928815,202.73406686027505
intel-manager,2025-12-20T06:13:15,10,34,35.062422,1.001984,940930,103.49117315403464,101.50878345193125,204.9999566059659
intel-manager,2025-12-20T06:13:16,10,35,36.064401,1.001979,940930,105.76724549224552,99.25933093970741,205.02657643195295
intel-manager,2025-12-20T06:13:17,10,36,37.066417,1.002016,940930,104.70599564461449,98.98847155913163,203.69446720374611
intel-manager,2025-12-20T06:13:18,10,37,38.068343,1.001926,940930,99.76671818732986,96.63366377265477,196.40038195998463
intel-manager,2025-12-20T06:13:19,10,38,39.070275,1.001931,940930,98.52734443859457,97.6244273587453,196.15177179733985
intel-manager,2025-12-20T06:13:20,10,39,40.071444,1.001169,940930,92.17413658915667,93.32945950470958,185.50359609386624
intel-manager,2025-12-20T06:13:21,10,40,41.073085,1.001641,940930,107.1358877929956,100.50871763167068,207.64460542466628
intel-manager,2025-12-20T06:13:22,10,41,42.074562,1.001477,940930,106.09569991296554,99.45604453848581,205.55174445145136
intel-manager,2025-12-20T06:13:23,10,42,43.076064,1.001503,940930,106.75714345669377,97.82582501605886,204.5829684727526
intel-manager,2025-12-20T06:13:24,10,43,44.078055,1.001991,940930,107.04757668294161,97.7013403530787,204.74891703602032
intel-manager,2025-12-20T06:13:25,10,44,45.080077,1.002021,940930,104.07598389057915,99.02833875985573,203.10432265043488
intel-manager,2025-12-20T06:13:26,10,45,46.082083,1.002006,940930,106.76717329300133,101.39630953532071,208.16348282832206
intel-manager,2025-12-20T06:13:27,10,46,47.084056,1.001973,940930,105.20641282238931,98.17940051154302,203.38581333393233
intel-manager,2025-12-20T06:13:28,10,47,48.08599,1.001935,940930,104.98532887441829,100.12931912072166,205.11464799513993
intel-manager,2025-12-20T06:13:29,10,48,49.087435,1.001444,940930,104.499312488895,100.537454757509,205.036767246404
intel-manager,2025-12-20T06:13:30,10,49,50.088899,1.001464,940930,103.85424527945462,100.62223013549323,204.47647541494786
intel-manager,2025-12-20T06:13:31,10,50,51.090405,1.001506,940930,104.19001759845281,100.75635582133123,204.94637341978404
intel-manager,2025-12-20T06:13:32,10,51,52.092402,1.001996,940930,105.12787844887247,100.82989043107524,205.9577688799477
intel-manager,2025-12-20T06:13:33,10,52,53.094428,1.002026,940930,101.5407983183634,99.79769157836975,201.33848989673317
intel-manager,2025-12-20T06:13:34,10,53,54.096415,1.001987,940930,100.26432574608995,100.97756655056372,201.24189229665367
intel-manager,2025-12-20T06:13:35,10,54,55.0984,1.001986,940930,102.72308219167797,100.84808708806862,203.57116927974658
intel-manager,2025-12-20T06:13:36,10,55,56.100348,1.001948,940930,104.89440830185268,101.28627251663282,206.18068081848548
intel-manager,2025-12-20T06:13:37,10,56,57.10225,1.001902,940930,107.60537610079098,105.25609012557513,212.8614662263661
intel-manager,2025-12-20T06:13:38,10,57,58.103677,1.001427,940930,104.62537642336123,104.20605386944617,208.8314302928074
intel-manager,2025-12-20T06:13:39,10,58,59.105081,1.001404,940930,102.93622723959285,101.674390616688,204.61061785628084
intel-manager,2025-12-20T06:13:40,10,59,60.106569,1.001488,940930,102.86391407022329,102.73891803082267,205.60283210104598
